row_index,workflow_history,subject_as_recorded,subject_fast,source_authority_uri
294,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.619Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.153Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.431Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.244Z",Religious life--Shīʻah--Early works to 1800.,http://id.worldcat.org/fast/1094119,
295,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.619Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.153Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.431Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.244Z","Rhetoric, Ancient",http://id.worldcat.org/fast/1096982,
296,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.619Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.153Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.431Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.244Z","Rhetoric, Ancient.",http://id.worldcat.org/fast/1096982,
297,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.619Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.153Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.431Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.244Z",Rithmomachia (Game),http://id.worldcat.org/fast/1741843,
298,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.153Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.431Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.244Z",Rome (Empire),http://id.worldcat.org/fast/1204885,
299,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.153Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.431Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.244Z",Rome (Italy)--Antiquities--Early works to 1800.,http://id.worldcat.org/fast/1204500|http://id.worldcat.org/fast/810745,
300,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.153Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.431Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.244Z","Rome--History--Civil War, 43-31 B.C.",http://id.worldcat.org/fast/1204500|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1352313,
301,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.431Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z","Rome--History--Conspiracy of Catiline, 65-62 B.C.",http://id.worldcat.org/fast/1204500|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1352536,
302,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z",Rome--History--Early works to 1800.,http://id.worldcat.org/fast/1204500|http://id.worldcat.org/fast/1411628,
303,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z","Rome--History--Kings, 753-510 B.C.",http://id.worldcat.org/fast/1204500|http://id.worldcat.org/fast/1411628,
304,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z","Rome--History--Republic, 510-30 B.C.",http://id.worldcat.org/fast/1204500|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1204885,
305,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z",Sacrifice--Hinduism.,http://id.worldcat.org/fast/1103254,
306,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z",Saudi Arabia--Mecca.,http://id.worldcat.org/fast/1204780,
307,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z",Science--Early works to 1800.,http://id.worldcat.org/fast/1108176,
308,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z",Sermoneta (Italy),http://id.worldcat.org/fast/1267886,
309,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.518Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z","Sermons, Latin",http://id.worldcat.org/fast/1113283,
310,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z","Sermons, Latin.",http://id.worldcat.org/fast/1113283,
311,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z","Sermons, Medieval",http://id.worldcat.org/fast/1113290,
312,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z","Sermons, Medieval.",http://id.worldcat.org/fast/1113290,
313,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z",Sex--Religious aspects--Christianity--Early works to 1800.,http://id.worldcat.org/fast/1114193,
314,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z",Sex--Religious aspects--Christianity.,http://id.worldcat.org/fast/1114193,
315,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.245Z",Sexual ethics--Religious aspects--Islam--Early works to 1800.,http://id.worldcat.org/fast/1114840|http://id.worldcat.org/fast/979776,
316,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Shiite shrines--Early works to 1800.,http://id.worldcat.org/fast/1115975,
317,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.332Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Shiites--Customs and practices--Early works to 1800.,http://id.worldcat.org/fast/1117947,
318,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.333Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Shīʻah--Customs and practices--Early works to 1800.,http://id.worldcat.org/fast/1117947,
319,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.333Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Shīʻah--Customs and practices.,http://id.worldcat.org/fast/1117947,
320,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.333Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Shīʻah--Doctrines--Early works to 1800.,http://id.worldcat.org/fast/1117948,
321,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.333Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Shīʻah--Miscellanea--Early works to 1800.,http://id.worldcat.org/fast/1117946|http://id.worldcat.org/fast/1353832,
322,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.333Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Smoking (Islamic law)--Early works to 1800.,http://id.worldcat.org/fast/1121722,
323,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.333Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z","Spain--History--Charles I, 1516-1556.",http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355580,
324,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.333Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z","Spain--History--Philip II, 1556-1598.",http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355603,
325,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.333Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Spiritual life--Catholic Church--Early works to 1800.,http://id.worldcat.org/fast/1130109,
326,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.333Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Storytelling.,http://id.worldcat.org/fast/1134169,
327,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.333Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Sufi poetry--Early works to 1800.,http://id.worldcat.org/fast/1137220,
328,"SUBJECT RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-10T20:15:42.334Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2022-05-11T03:41:50.159Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:42:03.519Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2022-05-11T03:43:02.694Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:43:14.620Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2022-05-11T03:44:46.154Z | KNOWN SUBJECT RECON APPLIED 2022-05-11T03:45:18.432Z | SUBJECT RECON STEP 12: FINALIZED 2022-05-11T03:57:51.246Z",Sufism--Controversial literature--Early works to 1800.,http://id.worldcat.org/fast/1137258,
