subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
Dualism,a,0,http://id.loc.gov/authorities/subjects/sh85039847,Dualism,http://id.worldcat.org/fast/899239,Q27424
Dualism (Religion),a,fast,http://id.worldcat.org/fast/899242,Dualism (Religion),http://id.worldcat.org/fast/899242,Q27428
Dualism (Religion)--Hinduism,a--x,0,http://id.loc.gov/authorities/subjects/sh2020006444,Dualism (Religion)--Hinduism,http://id.worldcat.org/fast/2020288,Q26669
Dunhuang manuscripts,a,0,,Dunhuang manuscripts,http://id.worldcat.org/fast/1356877,Q12628
Dunhuang manuscripts.,a,0,,Dunhuang manuscripts,http://id.worldcat.org/fast/1356877,Q12628
Dunhuang Xian (China)--Antiquities,a--x,0,,China--Dunhuang;Antiquities,http://id.worldcat.org/fast/1278691;http://id.worldcat.org/fast/810745,Q12514;Q10794
Dunhuang Xian (China)--Antiquities.,a--x,0,,China--Dunhuang;Antiquities,http://id.worldcat.org/fast/1278691;http://id.worldcat.org/fast/810745,Q12514;Q10794
Durgā (Hindu deity),a,0,,Durgā (Hindu deity),http://id.worldcat.org/fast/899573,Q27459
Dutch,,openn-subjects,,Dutch (culture or style),http://vocab.getty.edu/aat/300111175,Q19858
Dutch poetry,a,fast,http://id.worldcat.org/fast/899880,Dutch poetry,http://id.worldcat.org/fast/899880,Q7761
Dutch poetry.,a,fast,http://id.worldcat.org/fast/899880,Dutch poetry,http://id.worldcat.org/fast/899880,Q7761
Dutch poetry--Early works to 1800,a--v,0,,Dutch poetry;Early works,http://id.worldcat.org/fast/899880;http://id.worldcat.org/fast/1411636,Q7761;Q300
Dutch poetry--Early works to 1800.,a--v,0,,Dutch poetry;Early works,http://id.worldcat.org/fast/899880;http://id.worldcat.org/fast/1411636,Q7761;Q300
Dvaita (Vedanta),a,0,http://id.loc.gov/authorities/subjects/sh85040172,Dvaita (Vedanta),http://id.worldcat.org/fast/899930,Q26966
Dvaita (Vedanta),a,fast,http://id.worldcat.org/fast/899930,Dvaita (Vedanta),http://id.worldcat.org/fast/899930,Q26966
Dwellings--Religious aspects--Hinduism,a--x--x,0,http://id.loc.gov/authorities/subjects/sh2019002510,Dwellings--Religious aspects--Hinduism,http://id.worldcat.org/fast/2006489,Q27380
Dwellings--Religious aspects--Hinduism,a--x--x,fast,http://id.worldcat.org/fast/2006489,Dwellings--Religious aspects--Hinduism,http://id.worldcat.org/fast/2006489,Q27380
Dye houses--Italy--19th century--Manuscripts,a--z--y--v,0,,Dye houses;Italy;Nineteenth century;Manuscripts,http://id.worldcat.org/fast/2028835;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1037841;http://id.worldcat.org/fast/1424060,Q27172;Q249;Q3538;Q331
Dye industry--Great Britain--19th century,a--z--y,0,,Dye industry;Great Britain;Nineteenth century,http://id.worldcat.org/fast/900216;http://id.worldcat.org/fast/1204623;http://id.worldcat.org/fast/1037841,Q26914;Q179;Q3538
Dyers--Great Britain--19th century,a--z--y,0,,Dyers;Great Britain;Nineteenth century,http://id.worldcat.org/fast/900232;http://id.worldcat.org/fast/1204623;http://id.worldcat.org/fast/1037841,Q27135;Q179;Q3538
Dyers--Italy--19th century--Manuscripts,a--z--y--v,0,,Dyers;Italy;Nineteenth century;Manuscripts,http://id.worldcat.org/fast/900232;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1037841;http://id.worldcat.org/fast/1424060,Q27135;Q249;Q3538;Q331
Dyes and dyeing,a,fast,http://id.worldcat.org/fast/900233,Dyes and dyeing,http://id.worldcat.org/fast/900233,Q270
Dyes and dyeing.,a,fast,http://id.worldcat.org/fast/900233,Dyes and dyeing,http://id.worldcat.org/fast/900233,Q270
Dyes and dyeing--Early works to 1800,a--v,0,,Dyes and dyeing;Early works,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1411636,Q270;Q300
Dyes and dyeing--Early works to 1800.,a--v,0,,Dyes and dyeing;Early works,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1411636,Q270;Q300
Dyes and dyeing--Italy--19th century--Manuscripts,a--z--y--v,0,,Dyes and dyeing;Italy;Nineteenth century;Manuscripts,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1037841;http://id.worldcat.org/fast/1424060,Q270;Q249;Q3538;Q331
Dyes and dyeing--Italy--Early works to 1800,a--z--v,0,,Dyes and dyeing;Italy;Early works,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q270;Q249;Q300
Dyes and dyeing--Italy--Early works to 1800.,a--z--v,0,,Dyes and dyeing;Italy;Early works,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q270;Q249;Q300
Dyes and dyeing--Prices--Great Britain--19th century,a--x--z--y,0,,Dyes and dyeing;Prices;Great Britain;Nineteenth century,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1076207;http://id.worldcat.org/fast/1204623;http://id.worldcat.org/fast/1037841,Q270;Q26907;Q179;Q3538
Dyes and dyeing--Sample books,a--v,0,,Dyes and dyeing;Sample books,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1424193,Q270;Q26657
Dyes and dyeing--Wool--Manuscripts,a--x--x,0,,Dyes and dyeing--Wool;Wool;Manuscripts,http://id.worldcat.org/fast/900271;http://id.worldcat.org/fast/1179993;http://id.worldcat.org/fast/1008230,Q26880;Q27144;Q38609
Early maps,a,fast,http://id.worldcat.org/fast/900640,Early maps,http://id.worldcat.org/fast/900640,Q38887
Early maps,a,0,http://id.loc.gov/authorities/subjects/sh85080863,Early maps,http://id.worldcat.org/fast/900640,Q38887
Early maps.,a,0,http://id.loc.gov/authorities/subjects/sh85080863,Early maps,http://id.worldcat.org/fast/900640,Q38887
Early maps.,a,fast,http://id.worldcat.org/fast/900640,Early maps,http://id.worldcat.org/fast/900640,Q38887
Earthquakes,a,fast,http://id.worldcat.org/fast/900899,Earthquakes,http://id.worldcat.org/fast/900899,Q5482
Earthquakes.,a,fast,http://id.worldcat.org/fast/900899,Earthquakes,http://id.worldcat.org/fast/900899,Q5482
Earthquakes--Italy--Early works to 1800,a--z--v,0,,Earthquakes;Italy;Early works,http://id.worldcat.org/fast/900899;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q5482;Q249;Q300
Earthquakes--Italy--Early works to 1800.,a--z--v,0,,Earthquakes;Italy;Early works,http://id.worldcat.org/fast/900899;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q5482;Q249;Q300
Earthquakes--Religious aspects--Hinduism,a--x--x,fast,http://id.worldcat.org/fast/2004866,Earthquakes--Religious aspects--Hinduism,http://id.worldcat.org/fast/2004866,Q26780
Earthquakes--Religious aspects--Hinduism,a--x--x,0,http://id.loc.gov/authorities/subjects/sh2019002556,Earthquakes--Religious aspects--Hinduism,http://id.worldcat.org/fast/2004866,Q26780
East Anglia (England)--14th century,a--y,0,,England--East Anglia;Fourteenth century,http://id.worldcat.org/fast/1243626;http://id.worldcat.org/fast/933420,Q38888;Q295
Easter,a,fast,http://id.worldcat.org/fast/901099,Easter,http://id.worldcat.org/fast/901099,Q3061
Easter.,a,fast,http://id.worldcat.org/fast/901099,Easter,http://id.worldcat.org/fast/901099,Q3061
Easter--Early works to 1800,a--v,0,,Easter;Early works,http://id.worldcat.org/fast/901099;http://id.worldcat.org/fast/1411636,Q3061;Q300
Easter--Early works to 1800.,a--v,0,,Easter;Early works,http://id.worldcat.org/fast/901099;http://id.worldcat.org/fast/1411636,Q3061;Q300
Eastern churches--Dictionaries,a--v,0,,Eastern churches;Dictionaries,http://id.worldcat.org/fast/901150;http://id.worldcat.org/fast/1423826,Q38889;Q3041
Eastern churches--Liturgy--Texts--Early works to 1800,a--x--v--v,0,,Eastern churches--Liturgy;Liturgics;Texts;Early works,http://id.worldcat.org/fast/901157;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q16383;Q207;Q3066;Q300
Eastern churches--Liturgy--Texts--Early works to 1800.,a--x--v--v,0,,Eastern churches--Liturgy;Liturgics;Texts;Early works,http://id.worldcat.org/fast/901157;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q16383;Q207;Q3066;Q300
Ecclesiastical geography,a,fast,http://id.worldcat.org/fast/901288,Ecclesiastical geography,http://id.worldcat.org/fast/901288,Q7402
Ecclesiastical geography.,a,fast,http://id.worldcat.org/fast/901288,Ecclesiastical geography,http://id.worldcat.org/fast/901288,Q7402
Ecclesiastical law,a,fast,http://id.worldcat.org/fast/901292,Ecclesiastical law,http://id.worldcat.org/fast/901292,Q7375
Ecclesiastical law.,a,fast,http://id.worldcat.org/fast/901292,Ecclesiastical law,http://id.worldcat.org/fast/901292,Q7375
Ecclesiastical law--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2009124038,Ecclesiastical law;Early works,http://id.worldcat.org/fast/901292;http://id.worldcat.org/fast/1411636,Q7375;Q300
Ecclesiastical law--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2009124038,Ecclesiastical law;Early works,http://id.worldcat.org/fast/901292;http://id.worldcat.org/fast/1411636,Q7375;Q300
Ecclesiastical law--England--London--Early works to 1800,a--z--z--v,0,,Ecclesiastical law;England--London;Early works,http://id.worldcat.org/fast/901292;http://id.worldcat.org/fast/1204271;http://id.worldcat.org/fast/1411636,Q7375;Q38890;Q300
Ecclesiastical law--France,a--z,0,http://id.loc.gov/authorities/subjects/sh2008102514,Ecclesiastical law;France,http://id.worldcat.org/fast/901292;http://id.worldcat.org/fast/1204289,Q7375;Q152
Ecclesiastical law--France.,a--z,0,http://id.loc.gov/authorities/subjects/sh2008102514,Ecclesiastical law;France,http://id.worldcat.org/fast/901292;http://id.worldcat.org/fast/1204289,Q7375;Q152
Ecclesiastical law--Great Britain,a--z,0,http://id.loc.gov/authorities/subjects/sh95001089,Ecclesiastical law;Great Britain,http://id.worldcat.org/fast/901292;http://id.worldcat.org/fast/1204623,Q7375;Q179
Ecija (Spain)--History--13th century--Sources,a--x--y--v,0,,Spain--Ecija;History;Thirteenth century;Sources,http://id.worldcat.org/fast/1238834;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1423900,Q6900;Q6879;Q245;Q2769
Ecija (Spain)--History--13th century--Sources.,a--x--y--v,0,,Spain--Ecija;History;Thirteenth century;Sources,http://id.worldcat.org/fast/1238834;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1423900,Q6900;Q6879;Q245;Q2769
Eclipses,a,fast,http://id.worldcat.org/fast/901418,Eclipses,http://id.worldcat.org/fast/901418,Q26722
Eclipses--Early works to 1800,a--v,0,,Eclipses;Early works,http://id.worldcat.org/fast/901418;http://id.worldcat.org/fast/1411636,Q26722;Q300
Eclipses--Religious aspects--Hinduism,a--x--x,0,,Eclipses;Hinduism,http://id.worldcat.org/fast/901418;http://id.worldcat.org/fast/957121,Q26722;Q27213
Economic conditions,a,fast,http://id.worldcat.org/fast/1919582,Economic conditions,http://id.worldcat.org/fast/1919582,Q3514
Economic conditions.,a,fast,http://id.worldcat.org/fast/1919582,Economic conditions,http://id.worldcat.org/fast/1919582,Q3514
Economic policy,a,fast,http://id.worldcat.org/fast/902025,Economic policy,http://id.worldcat.org/fast/902025,Q7683
Economic policy.,a,fast,http://id.worldcat.org/fast/902025,Economic policy,http://id.worldcat.org/fast/902025,Q7683
Ecstasy (Hinduism),a,0,http://id.loc.gov/authorities/subjects/sh85040888,Ecstasy (Hinduism),http://id.worldcat.org/fast/902335,Q26784
Ecstasy (Hinduism),a,fast,http://id.worldcat.org/fast/902335,Ecstasy (Hinduism),http://id.worldcat.org/fast/902335,Q26784
Education,a,fast,http://id.worldcat.org/fast/902499,Education,http://id.worldcat.org/fast/902499,Q7479
"Education, Ancient",a,0,,"Education, Ancient",http://id.worldcat.org/fast/902883,Q38891
"Education, Greek",a,fast,http://id.worldcat.org/fast/903002,"Education, Greek",http://id.worldcat.org/fast/903002,Q3014
"Education, Greek.",a,fast,http://id.worldcat.org/fast/903002,"Education, Greek",http://id.worldcat.org/fast/903002,Q3014
"Education, Greek--Controversial literature",a--v,0,,"Education, Greek;Controversial literature",http://id.worldcat.org/fast/903002;http://id.worldcat.org/fast/1423907,Q3014;Q2992
"Education, Greek--Controversial literature.",a--v,0,,"Education, Greek;Controversial literature",http://id.worldcat.org/fast/903002;http://id.worldcat.org/fast/1423907,Q3014;Q2992
"Education, Medieval",a,0,http://id.loc.gov/authorities/subjects/sh85041071,"Education, Medieval",http://id.worldcat.org/fast/903153,Q16316
"Education, Medieval--Textbooks--Early works to 1800",a--v--v,0,,"Education, Medieval;Textbooks;Early works",http://id.worldcat.org/fast/903153;http://id.worldcat.org/fast/1423863;http://id.worldcat.org/fast/1411636,Q16316;Q12633;Q300
"Education, Medieval--Textbooks--Early works to 1800.",a--v--v,0,,"Education, Medieval;Textbooks;Early works",http://id.worldcat.org/fast/903153;http://id.worldcat.org/fast/1423863;http://id.worldcat.org/fast/1411636,Q16316;Q12633;Q300
Education.,a,fast,http://id.worldcat.org/fast/902499,Education,http://id.worldcat.org/fast/902499,Q7479
Education--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008102738,Education;Early works,http://id.worldcat.org/fast/902499;http://id.worldcat.org/fast/1411636,Q7479;Q300
Education--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008102738,Education;Early works,http://id.worldcat.org/fast/902499;http://id.worldcat.org/fast/1411636,Q7479;Q300
Education of princes,a,fast,http://id.worldcat.org/fast/902875,Education of princes,http://id.worldcat.org/fast/902875,Q3071
Education of princes.,a,fast,http://id.worldcat.org/fast/902875,Education of princes,http://id.worldcat.org/fast/902875,Q3071
Education of princes--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2008102794,Education of princes;Early works,http://id.worldcat.org/fast/902875;http://id.worldcat.org/fast/1411636,Q3071;Q300
Education of princes--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008102794,Education of princes;Early works,http://id.worldcat.org/fast/902875;http://id.worldcat.org/fast/1411636,Q3071;Q300
Education of princes--Islamic Empire--16th century--Early works to 1800,a--z--y--v,0,,Education of princes;Islamic Empire;Sixteenth century;Early works,http://id.worldcat.org/fast/902875;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1411636,Q3071;Q11211;Q335;Q300
Education of princes--Islamic Empire--16th century--Early works to 1800.,a--z--y--v,0,,Education of princes;Islamic Empire;Sixteenth century;Early works,http://id.worldcat.org/fast/902875;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1411636,Q3071;Q11211;Q335;Q300
Education of princes--Islamic Empire--Early works to 1800,a--z--v,0,,Education of princes;Islamic Empire;Early works,http://id.worldcat.org/fast/902875;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q3071;Q11211;Q300
Education of princes--Islamic Empire--Early works to 1800.,a--z--v,0,,Education of princes;Islamic Empire;Early works,http://id.worldcat.org/fast/902875;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q3071;Q11211;Q300
Education--Philosophy,a--x,0,,Education--Philosophy,http://id.worldcat.org/fast/902721,Q38892
Education--Poetry--Early works to 1800,a--v--v,0,,Education;Poetry;Early works,http://id.worldcat.org/fast/902499;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q7479;Q247;Q300
Education--Poetry--Early works to 1800.,a--v--v,0,,Education;Poetry;Early works,http://id.worldcat.org/fast/902499;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q7479;Q247;Q300
"Education--Turkey--History--Ottoman Empire, 1288-1918",a--z--x--y,0,,Education;Turkey;History;1288-1918,http://id.worldcat.org/fast/902499;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1355456,Q7479;Q4294;Q6879;Q18297
Egypt,a,fast,(OCoLC)fst01208755--(uri) http://id.worldcat.org/fast/fst01208755,Egypt,http://id.worldcat.org/fast/1208755,Q11259
Egypt,a,fast,(OCoLC)fst01208755,Egypt,http://id.worldcat.org/fast/1208755,Q11259
Egypt,,openn-subjects,,Egypt,http://id.worldcat.org/fast/1208755,Q11259
Egypt.,a,fast,(OCoLC)fst01208755--(uri) http://id.worldcat.org/fast/fst01208755,Egypt,http://id.worldcat.org/fast/1208755,Q11259
Egypt.,a,fast,(OCoLC)fst01208755,Egypt,http://id.worldcat.org/fast/1208755,Q11259
Egypt--Cairo,a--z,fast,(OCoLC)fst01205204,Egypt--Cairo,http://id.worldcat.org/fast/1205204,Q11261
Egypt--Cairo.,a--z,fast,(OCoLC)fst01205204,Egypt--Cairo,http://id.worldcat.org/fast/1205204,Q11261
Egypt--Description and travel--Early works to 1800,a--x--v,0,,Egypt;Voyages and travels;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636,Q11259;Q3600;Q300
Egypt--Description and travel--Early works to 1800.,a--x--v,0,,Egypt;Voyages and travels;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1169308;http://id.worldcat.org/fast/1411636,Q11259;Q3600;Q300
Égypte--Histoire--1250-1517--Ouvrages avant 1800,a--x--y--v,6,,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
Égypte--Histoire--1250-1517--Ouvrages avant 1800.,a--x--y--v,6,,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
"Egypt--Geography, Historical--Early works to 1800",a--x--v,0,,Egypt;Historical geography;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958122;http://id.worldcat.org/fast/1411636,Q11259;Q11325;Q300
"Egypt--Geography, Historical--Early works to 1800.",a--x--v,0,,Egypt;Historical geography;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958122;http://id.worldcat.org/fast/1411636,Q11259;Q11325;Q300
Egypt--Geography--Early works to 1800,a--x--v,0,(uri) http://id.loc.gov/authorities/names/n80061791--(uri) http://viaf.org/viaf/sourceID/LC%7cn80061791,Egypt;Geography;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/940469;http://id.worldcat.org/fast/1411636,Q11259;Q191;Q300
Egypt--Geography--Early works to 1800.,a--x--v,0,(uri) http://id.loc.gov/authorities/names/n80061791--(uri) http://viaf.org/viaf/sourceID/LC%7cn80061791,Egypt;Geography;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/940469;http://id.worldcat.org/fast/1411636,Q11259;Q191;Q300
Egypt--History--1250-1517--Early works to 1800,a--x--y--v,0,,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
Egypt--History--1250-1517--Early works to 1800.,a--x--y--v,0,,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
Egypt--History--1250-1517--Early work to 1800,a--x--y--v,0,,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
Egypt--History--640-1882--Early works to 1800,a--x--y--v,0,,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
Egypt--History--640-1882--Early works to 1800.,a--x--y--v,0,,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
Egypt--History--Early works to 1800,a--x--v,0,(uri) http://id.loc.gov/authorities/names/n80061791--(uri) http://viaf.org/viaf/sourceID/LC%7cn80061791,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
Egypt--History--Early works to 1800,a--x--v,0,,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
Egypt--History--Early works to 1800.,a--x--v,0,,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
Egypt--History--Early works to 1800.,a--x--v,0,(uri) http://id.loc.gov/authorities/names/n80061791--(uri) http://viaf.org/viaf/sourceID/LC%7cn80061791,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
Egypt--History--Early work to 1800,a--x--v,0,,Egypt;History;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q300
"Egypt--History--French occupation, 1798-1801",a--x--y,0,,Egypt;History;French Occupation of Egypt (Egypt : 1798-1801),http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1353130,Q11259;Q6879;Q11327
"Egypt--History--French occupation, 1798-1801.",a--x--y,0,,Egypt;History;French Occupation of Egypt (Egypt : 1798-1801),http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1353130,Q11259;Q6879;Q11327
"Egypt--History--French occupation, 1798-1801--Poetry",a--x--y--v,0,,Egypt;History;French Occupation of Egypt (Egypt : 1798-1801);Poetry,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1353130;http://id.worldcat.org/fast/1423828,Q11259;Q6879;Q11327;Q247
"Egypt--History--French occupation, 1798-1801--Poetry.",a--x--y--v,0,,Egypt;History;French Occupation of Egypt (Egypt : 1798-1801);Poetry,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1353130;http://id.worldcat.org/fast/1423828,Q11259;Q6879;Q11327;Q247
Egypt--History--Miscellanea--Early work to 1800,a--x--x--v,0,,Egypt;History;Miscellanea;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1353832;http://id.worldcat.org/fast/1411636,Q11259;Q6879;Q11293;Q300
Egypt--Kings and rulers--Early works to 1800,a--x--v,0,,Egypt;Kings and rulers;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1411636,Q11259;Q305;Q300
Egypt--Kings and rulers--Early works to 1800.,a--x--v,0,,Egypt;Kings and rulers;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1411636,Q11259;Q305;Q300
Egypt--Rawdah Island,a--z,fast,(OCoLC)fst01888088,Egypt--Rawdah Island,http://id.worldcat.org/fast/1888088,Q11294
Egypt--Rawdah Island.,a--z,fast,(OCoLC)fst01888088,Egypt--Rawdah Island,http://id.worldcat.org/fast/1888088,Q11294
Egypt--Religion--640---Early works to 1800,a--x--y--v,0,,Egypt;Religion;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1093763;http://id.worldcat.org/fast/1411636,Q11259;Q11396;Q300
Egypt--Religion--640---Early works to 1800.,a--x--y--v,0,,Egypt;Religion;Early works,http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1093763;http://id.worldcat.org/fast/1411636,Q11259;Q11396;Q300
Eichstätt (Germany)--Church history--Sources,a--x--v,0,,Germany--Eichstätt;Church history;Sources,http://id.worldcat.org/fast/1214415;http://id.worldcat.org/fast/1411629;http://id.worldcat.org/fast/1423900,Q4859;Q3608;Q2769
Eichstätt (Germany)--Church history--Sources.,a--x--v,0,,Germany--Eichstätt;Church history;Sources,http://id.worldcat.org/fast/1214415;http://id.worldcat.org/fast/1411629;http://id.worldcat.org/fast/1423900,Q4859;Q3608;Q2769
Elchingen (Germany),a,0,http://id.loc.gov/authorities/names/n80053799,Germany--Elchingen,http://id.worldcat.org/fast/1208592,Q6844
Election law (Canon law),a,fast,http://id.worldcat.org/fast/904314,Election law (Canon law),http://id.worldcat.org/fast/904314,Q7498
Election law (Canon law)--Early works to 1800,a--v,0,,Election law (Canon law);Early works,http://id.worldcat.org/fast/904314;http://id.worldcat.org/fast/1411636,Q7498;Q300
Election law (Canon law)--Early works to 1800.,a--v,0,,Election law (Canon law);Early works,http://id.worldcat.org/fast/904314;http://id.worldcat.org/fast/1411636,Q7498;Q300
Elections,a,fast,http://id.worldcat.org/fast/904324,Elections,http://id.worldcat.org/fast/904324,Q4161
Elections.,a,fast,http://id.worldcat.org/fast/904324,Elections,http://id.worldcat.org/fast/904324,Q4161
Elections--Early works to 1800,a--v,0,,Elections;Early works,http://id.worldcat.org/fast/904324;http://id.worldcat.org/fast/1411636,Q4161;Q300
Elections--Early works to 1800.,a--v,0,,Elections;Early works,http://id.worldcat.org/fast/904324;http://id.worldcat.org/fast/1411636,Q4161;Q300
Electors (Kurfürsten),a,fast,http://id.worldcat.org/fast/904389,Electors (Kurfürsten),http://id.worldcat.org/fast/904389,Q7158
Electors (Kurfürsten),a,0,http://id.loc.gov/authorities/subjects/sh85041565,Electors (Kurfürsten),http://id.worldcat.org/fast/904389,Q7158
Electors (Kurfürsten),a,0,http://id.loc.gov/authorities/subjects/sh85041565,Electors (Kurfürsten),http://id.worldcat.org/fast/904389,Q7158
Electors (Kurfürsten),a,fast,http://id.worldcat.org/fast/904389,Electors (Kurfürsten),http://id.worldcat.org/fast/904389,Q7158
"Elegiac poetry, Latin",a,fast,http://id.worldcat.org/fast/907836,"Elegiac poetry, Latin",http://id.worldcat.org/fast/907836,Q4145
"Elegiac poetry, Latin",a,0,http://id.loc.gov/authorities/subjects/sh85042482,"Elegiac poetry, Latin",http://id.worldcat.org/fast/907836,Q4145
"Elegiac poetry, Latin.",a,fast,http://id.worldcat.org/fast/907836,"Elegiac poetry, Latin",http://id.worldcat.org/fast/907836,Q4145
"Elegiac poetry, Latin.",a,0,http://id.loc.gov/authorities/subjects/sh85042482,"Elegiac poetry, Latin",http://id.worldcat.org/fast/907836,Q4145
"Elegiac poetry, Latin (Medieval and modern)--Italy",a--z,0,,"Elegiac poetry, Latin (Medieval and modern);Italy",http://id.worldcat.org/fast/907841;http://id.worldcat.org/fast/1204565,Q16378;Q249
"Elegiac poetry, Latin (Medieval and modern)--Italy.",a--z,0,,"Elegiac poetry, Latin (Medieval and modern);Italy",http://id.worldcat.org/fast/907841;http://id.worldcat.org/fast/1204565,Q16378;Q249
Elephants in literature,a,0,http://id.loc.gov/authorities/subjects/sh94004242,Elephants in literature,http://id.worldcat.org/fast/908025,Q27271
Elephants in literature,a,fast,http://id.worldcat.org/fast/908025,Elephants in literature,http://id.worldcat.org/fast/908025,Q27271
Elephants--Symbolic aspects,a--x,fast,http://id.worldcat.org/fast/1751043,Elephants--Symbolic aspects,http://id.worldcat.org/fast/1751043,Q26590
Elephants--Symbolic aspects,a--x,0,http://id.loc.gov/authorities/subjects/sh2008007753,Elephants--Symbolic aspects,http://id.worldcat.org/fast/1751043,Q26590
