row_index,genre_as_recorded,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
193,Manuscript waste (Binding)--12th century,rbbin,,Manuscript waste;Twelfth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1159791,Q5892;Q304,,,
194,Marginalia (Provenance),rbprov,,,,,Marginalia,http://id.loc.gov/vocabulary/rbmscv/cv00255,Q16344
195,Canticles,fast,(OCoLC)fst01920046,Canticles,http://id.worldcat.org/fast/1920046,Q42558,,,
196,Canticles,lcgft,,Canticles,http://id.worldcat.org/fast/1920046,Q42558,,,
197,Cantiques bibliques,rvmgf,,Canticles,http://id.worldcat.org/fast/846126,Q7691,,,
198,Personal correspondence,fast,(OCoLC)fst01919948,Personal correspondence,http://id.worldcat.org/fast/1919948,Q5912,,,
199,Correspondence,rbgenr,,,,,Correspondence,http://id.loc.gov/vocabulary/rbmscv/cv01184,Q17494
200,Manuscripts--Germany--12th century,aat,,,,,manuscripts (documents);Germany;Twelfth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1159791,Q10789;Q3032;Q304
201,Manuscripts--Spain--17th century,aat,,,,,manuscripts (documents);Spain;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1113663,Q10789;Q343;Q2771
202,"Prescriptions, formulae, receipts, etc",fast,(OCoLC)fst01424054,,,,"Prescriptions, formulae, receipts, etc.",http://id.worldcat.org/fast/1424054,Q3042
203,scrolls (information artifacts),aat,,,,,scrolls (information artifacts),http://vocab.getty.edu/aat/300028629,Q8246
204,Manuscripts--18th century,aat,,manuscripts (documents);Eighteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/904058,Q10789;Q3024,,,
205,Scrolls (information artifacts),aat,,,,,scrolls (information artifacts),http://vocab.getty.edu/aat/300028629,Q8246
206,Manuscripts--Spain--14th century,aat,,manuscripts (documents);Spain,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204303,Q10789;Q343,,,
207,Dialogues,rbgenr,,Dialogues,http://id.loc.gov/vocabulary/rbmscv/cv00936,Q42559,,,
208,Deeds--France,rbgenr,,Deeds;France,http://id.loc.gov/vocabulary/rbmscv/cv01234;http://id.worldcat.org/fast/1204289,Q17486;Q152,,,
209,signatures (names),aat,,signatures (names),http://vocab.getty.edu/aat/300028705,Q42560,,,
210,Indentures,aat,,,,,indentures,http://vocab.getty.edu/aat/300027753,Q230
211,Manuscripts--Slovenia--Maribor--15th century,aat,,manuscripts (documents);Slovenia--Maribor;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1221609;http://id.worldcat.org/fast/923962,Q10789;Q42561;Q154,,,
212,Manuscripts--Italy--Rome--16th century,aat,,manuscripts (documents);Italy--Rome;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/1119851,Q10789;Q278;Q335,,,
213,Manuscripts--Italy--Città di Castello--14th century,aat,,manuscripts (documents);Italy--Città di Castello;Fourteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204564;http://id.worldcat.org/fast/933420,Q10789;Q7668;Q295,,,
214,Sheepskin bindings (Binding),rbbin,,Sheepskin bindings,http://id.loc.gov/vocabulary/rbmscv/cv00581,Q42562,,,
215,Palimpsests,aat,,,,,palimpsests (manuscripts),http://vocab.getty.edu/aat/300028576,Q156
216,Sermons,fast,(OCoLC)fst01423904,,,,Sermons,http://id.worldcat.org/fast/1423904,Q180
217,Biography,,https://id.nlm.nih.gov/mesh/D019215,biographies (literary genre),http://vocab.getty.edu/aat/300080102,Q4223,,,
218,Biographies,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026049,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
219,Biographies,rvmgf,,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
220,Bookbinding (Binding)--1400,rbbin,,Bookbinding,http://id.worldcat.org/fast/836265,Q42537,,,
221,Problems and exercises,fast,,Problems and exercises,http://id.worldcat.org/fast/1423783,Q11131,,,
222,Poetry,fast,,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
223,Naval history,fast,,Naval history,http://id.worldcat.org/fast/1411632,Q42563,,,
224,autobiographies (literary works),aat,,autobiographies (literary genre),http://vocab.getty.edu/aat/300080104,Q38430,,,
225,Autobiographies,fast,,Autobiographies,http://id.worldcat.org/fast/1919894,Q42538,,,
226,Autobiographies,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026047,Autobiographies,http://id.worldcat.org/fast/1919894,Q42538,,,
227,Autobiographies,rvmgf,,Autobiographies,http://id.worldcat.org/fast/1919894,Q42538,,,
228,Manuscripts--Mexico--18th century,aat,,manuscripts (documents);Mexico;Eighteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1211700;http://id.worldcat.org/fast/904058,Q10789;Q7744;Q3024,,,
229,Manuscripts--Portugal--17th century,aat,,manuscripts (documents);Portugal;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1208476;http://id.worldcat.org/fast/1113663,Q10789;Q7091;Q2771,,,
230,Manuscripts--Portugal--16th century,aat,,manuscripts (documents);Portugal;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1208476;http://id.worldcat.org/fast/1119851,Q10789;Q7091;Q335,,,
231,epitaphs,aat,,epitaphs,http://vocab.getty.edu/aat/300028729,Q42564,,,
232,Epitaphs,fast,(OCoLC)fst01921646,Epitaphs,http://id.worldcat.org/fast/1921646,Q42601,,,
233,Epitaphs,lcgft,,Epitaphs,http://id.worldcat.org/fast/1921646,Q42601,,,
234,Épitaphes,rvmgf,,Epitaphs,http://id.worldcat.org/fast/1921646,Q42601,,,
235,Satires--Spain,rbgenr,,Satires;Spain,http://id.loc.gov/vocabulary/rbmscv/cv00917;http://id.worldcat.org/fast/1204303,Q38539;Q343,,,
236,Ballads--France,rbgenr,,Ballads;France,http://id.loc.gov/vocabulary/rbmscv/cv00202;http://id.worldcat.org/fast/1204289,Q42565;Q152,,,
237,Farces--France,rbgenr,,Farces;France,http://id.loc.gov/vocabulary/rbmscv/cv01143;http://id.worldcat.org/fast/1204289,Q42566;Q152,,,
238,Manuscripts--France--Avignon--15th century,aat,,manuscripts (documents);France--Avignon;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1209584;http://id.worldcat.org/fast/923962,Q10789;Q42567;Q154,,,
239,sonnets,aat,,,,,sonnets,http://vocab.getty.edu/aat/300266382,Q7164
240,Sonnets,fast,,Sonnets,http://id.worldcat.org/fast/1922554,Q38545,,,
241,Sonnets,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026549,Sonnets,http://id.worldcat.org/fast/1922554,Q38545,,,
242,Poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026481,,,,Poetry,http://id.worldcat.org/fast/1423828,Q247
243,Sonnets,rvmgf,,Sonnets,http://id.worldcat.org/fast/1922554,Q38545,,,
244,Military history,fast,,,,,Military history,http://id.worldcat.org/fast/1411630,Q11456
245,Yapp style bindings (Binding),rbbin,,,,,Yapp style bindings,http://id.loc.gov/vocabulary/rbmscv/cv00469,Q5861
246,Manuscripts--Italy--Naples--17th century,aat,,manuscripts (documents);Italy--Naples;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204441;http://id.worldcat.org/fast/1113663,Q10789;Q4772;Q2771,,,
247,Biographies,rbgenr,,,,,Biographies,http://id.loc.gov/vocabulary/rbmscv/cv00185,Q38436
248,Chronicles,rbgenr,,,,,Chronicles,http://id.loc.gov/vocabulary/rbmscv/cv00842,Q12686
249,Illuminated manuscripts--Italy--13th century,aat,,,,,illuminated manuscripts;Italy;Thirteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1150138,Q4268;Q249;Q245
250,Illuminated manuscripts--France--16th century,aat,,,,,illuminated manuscripts;France;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851,Q4268;Q152;Q335
251,Miniatures (paintings)--France--16th century,aat,,miniatures (paintings);France;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851,Q262;Q152;Q335,,,
252,miniatures (paintings),aat,,,,,miniatures (paintings),http://vocab.getty.edu/aat/300033936,Q262
253,Pictorial works,fast,(OCoLC)fst01423874,,,,Pictorial works,http://id.worldcat.org/fast/1423874,Q240
254,Illuminated initials (Layout features)--Italy--15th century,aat,,,,,decorated initials;Italy;Fifteenth century,http://vocab.getty.edu/aat/300417548;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q10807;Q249;Q154
255,Miniatures (paintings)--Italy--15th century,aat,,miniatures (paintings);Italy;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q262;Q249;Q154,,,
256,Manuscripts--India--16th century,aat,,manuscripts (documents);India;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1119851,Q10789;Q26595;Q335,,,
257,Illuminated manuscripts--India--16th century,aat,,illuminated manuscripts;India;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1119851,Q4268;Q26595;Q335,,,
258,Manuscripts--China--Sinkiang Uighur Autonomous Region--12th century,aat,,manuscripts (documents);China--Xinjiang Uygur Zizhiqu;Twelfth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1212006;http://id.worldcat.org/fast/1159791,Q10789;Q42568;Q304,,,
259,Illuminated manuscripts--India--19th century,aat,,,,,illuminated manuscripts;India;Nineteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q4268;Q26595;Q3538
260,Manuscripts--China--Sinkiang Uighur Autonomous Region--19th century,aat,,manuscripts (documents);China--Xinjiang Uygur Zizhiqu;Nineteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1212006;http://id.worldcat.org/fast/1037841,Q10789;Q42568;Q3538,,,
261,Manuscripts--Iran--19th century,aat,,,,,manuscripts (documents);Iran;Nineteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1037841,Q10789;Q16384;Q3538
262,Manuscripts--India--20th century,aat,,manuscripts (documents);India,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1210276,Q10789;Q26595,,,
263,"Manuscripts--Asia, Central--18th century",aat,,manuscripts (documents);Central Asia;Eighteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/904058;http://id.worldcat.org/fast/904058,Q10789;Q3024;Q3024,,,
264,Art,fast,(OCoLC)fst01423702,,,,Art,http://id.worldcat.org/fast/1423702,Q38573
265,Accordion fold format (Binding)--Indonesia,rbbin,,Accordion fold format;Indonesia,http://id.loc.gov/vocabulary/rbmscv/cv00024;http://id.worldcat.org/fast/1209242,Q42550;Q38456,,,
266,Wooden boards (Binding)--Indonesia,rbbin,,Wooden boards;Indonesia,http://id.loc.gov/vocabulary/rbmscv/cv00601;http://id.worldcat.org/fast/1209242,Q5870;Q38456,,,
267,Bark papers (Paper)--Indonesia,rbpap,,Bark papers;Indonesia,http://id.loc.gov/vocabulary/rbmscv/cv00974;http://id.worldcat.org/fast/1209242,Q42569;Q38456,,,
268,Illuminated manuscripts,aat,,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483,Q4268
269,Manuscripts--Middle East--17th century,aat,,manuscripts (documents);Middle East;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1241586;http://id.worldcat.org/fast/1113663,Q10789;Q7412;Q2771,,,
270,Sacred books,fast,,,,,Sacred books,http://id.worldcat.org/fast/1423905,Q11188
271,Manuscripts--Ethiopia,aat,,manuscripts (documents);Ethiopia,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205830,Q10789;Q11151,,,
272,Manuscripts--Spain--Maqueda--16th century,aat,,manuscripts (documents);Spain--Maqueda;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1874122;http://id.worldcat.org/fast/1119851,Q10789;Q42570;Q335,,,
273,Calf bindings (Binding)--16th century,rbbin,,Calf bindings;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00454;http://id.worldcat.org/fast/1119851,Q12556;Q335,,,
274,Wooden boards (Binding)--16th century,rbbin,,Wooden boards;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00601;http://id.worldcat.org/fast/1119851,Q5870;Q335,,,
275,Clasps (Binding)--16th century,rbbin,,Clasps;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00448;http://id.worldcat.org/fast/1119851,Q12690;Q335,,,
276,Catches (Binding)--16th century,rbbin,,Catches;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00459;http://id.worldcat.org/fast/1119851,Q16369;Q335,,,
277,Manuscripts--Spain--Catalonia--16th century,aat,,manuscripts (documents);Spain--Catalonia;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1206043;http://id.worldcat.org/fast/1119851,Q10789;Q4787;Q335,,,
278,Manuscripts--France--Caylus--14th century,aat,,manuscripts (documents);France--Caylus;Fourteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1233368;http://id.worldcat.org/fast/933420,Q10789;Q42571;Q295,,,
279,deeds,aat,,,,,deeds,http://vocab.getty.edu/aat/300027249,Q283
280,Deeds,fast,,Deeds,http://id.worldcat.org/fast/1774263,Q38455,,,
281,Sources,fast,,,,,Sources,http://id.worldcat.org/fast/1423900,Q2769
282,Deeds,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026193,,,,Deeds,http://id.worldcat.org/fast/1774263,Q38455
283,Actes formalistes,rvmgf,,Deeds,http://id.worldcat.org/fast/1774263,Q38455,,,
284,Manuscripts--Italy--Padua--15th century,aat,,manuscripts (documents);Italy--Padua;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204701;http://id.worldcat.org/fast/923962,Q10789;Q8260;Q154,,,
285,Deeds--Scotland--15th century,rbgenr,,Deeds;Scotland;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01234;http://id.worldcat.org/fast/1206715;http://id.worldcat.org/fast/923962,Q17486;Q38497;Q154,,,
286,Deeds--Scotland--16th century,rbgenr,,Deeds;Scotland;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01234;http://id.worldcat.org/fast/1206715;http://id.worldcat.org/fast/1119851,Q17486;Q38497;Q335,,,
287,Deeds--England--16th century,rbgenr,,Deeds;England;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01234;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,Q17486;Q320;Q335,,,
288,manuscript maps,aat,,,,,manuscript maps,http://vocab.getty.edu/aat/300028461,Q38495
289,Manuscript maps,fast,(OCoLC)fst01752677,,,,Manuscript maps,http://id.worldcat.org/fast/1752677,Q2811
290,Manuscript maps,lcgft,,,,,Manuscript maps,http://id.worldcat.org/fast/1752677,Q2811
291,Maps--Italy--16th century,rbgenr,,Maps;Italy;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01570;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q38501;Q249;Q335,,,
292,Cartes manuscrites,rvmgf,,Manuscript maps,http://id.worldcat.org/fast/1752677,Q2811,,,
293,Manuscripts--Italy--Lombardy--14th century,aat,,manuscripts (documents);Italy--Lombardy;Fourteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1213473;http://id.worldcat.org/fast/933420,Q10789;Q42572;Q295,,,
294,Seals (artifacts),aat,,,,,seals (artifacts),http://vocab.getty.edu/aat/300028877,Q205
295,Manuscripts--California--San Francisco--19th century,aat,,manuscripts (documents);California--San Francisco;Nineteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204481;http://id.worldcat.org/fast/1037841,Q10789;Q42573;Q3538,,,
296,Illuminated manuscripts--California--San Francisco--19th century,aat,,illuminated manuscripts;California--San Francisco;Nineteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204481;http://id.worldcat.org/fast/1037841,Q4268;Q42573;Q3538,,,
297,Manuscripts--17th century,aat,,manuscripts (documents);Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1113663,Q10789;Q2771,,,
298,Manuscripts--Austria--17th century,aat,,manuscripts (documents);Austria;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204901;http://id.worldcat.org/fast/1113663,Q10789;Q2798;Q2771,,,
299,"Charts, diagrams, etc",fast,(OCoLC)fst01423732,"Charts, diagrams, etc.",http://id.worldcat.org/fast/1423732,Q38448,,,
300,Maps,fast,(OCoLC)fst01423704,,,,Maps,http://id.worldcat.org/fast/1423704,Q12688
301,chronicles,aat,,,,,chronicles,http://vocab.getty.edu/aat/300026361,Q176
302,Annals and chronicles,fast,,,,,Annals and chronicles,http://id.worldcat.org/fast/1919892,Q336
303,Annals and chronicles,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026045,,,,Annals and chronicles,http://id.worldcat.org/fast/1919892,Q336
304,Annales et chroniques,rvmgf,,Annals and chronicles,http://id.worldcat.org/fast/1919892,Q336,,,
305,Estate inventories--England--17th century,aat,,estate inventories;England;Seventeenth century,http://vocab.getty.edu/aat/300027876;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1113663,Q8002;Q320;Q2771,,,
306,Manuscripts--England--17th century,aat,,manuscripts (documents);England;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1113663,Q10789;Q320;Q2771,,,
307,estate inventories,aat,,,,,estate inventories,http://vocab.getty.edu/aat/300027876,Q8002
308,Medical formularies--Germany--16th century,rbgenr,,Medical formularies;Germany;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01580;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1119851,Q42574;Q3032;Q335,,,
309,missals,aat,,,,,missals,http://vocab.getty.edu/aat/300026472,Q4244
310,Gregorian chants,aat,,,,,Gregorian chants,http://vocab.getty.edu/aat/300265207,Q2967
311,Missals (Service books),fast,,,,,Missals (Service books),http://id.worldcat.org/fast/1920241,Q8363
312,Gregorian chants,fast,,,,,Gregorian chants,http://id.worldcat.org/fast/1726631,Q38479
313,Gregorian chants,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026843,,,,Gregorian chants,http://id.worldcat.org/fast/1726631,Q38479
314,Missals (Service books),lcgft,http://id.loc.gov/authorities/genreForms/gf2014026941,,,,Missals (Service books),http://id.worldcat.org/fast/1920241,Q8363
315,Missels,rvmgf,,Missals,http://id.worldcat.org/fast/1023680,Q4233,,,
316,Chants grégoriens,rvmgf,,Gregorian chants,http://id.worldcat.org/fast/1726631,Q38479,,,
317,Manuscripts--Spain--Barcelona--14th century,aat,,manuscripts (documents);Spain--Barcelona;Fourteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204531;http://id.worldcat.org/fast/933420,Q10789;Q8343;Q295,,,
318,Leases,aat,,,,,leases,http://vocab.getty.edu/aat/300027755,Q4287
319,Manuscripts--France--Alpes de Haute-Provence--16th century,aat,,manuscripts (documents);France--Alpes de Haute-Provence;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1212781;http://id.worldcat.org/fast/1119851,Q10789;Q42575;Q335,,,
320,Manuscripts--Italy--Turin--16th century,aat,,manuscripts (documents);Italy--Turin;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205152;http://id.worldcat.org/fast/1119851,Q10789;Q42576;Q335,,,
321,Legal documents,aat,,,,,legal documents,http://vocab.getty.edu/aat/300027590,Q236
322,Manuscripts--Italy--Lombardy--15th century,aat,,manuscripts (documents);Italy--Lombardy;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1213473;http://id.worldcat.org/fast/923962,Q10789;Q42572;Q154,,,
323,Manuscripts--England--14th century,aat,,,,,manuscripts (documents);England;Fourteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q10789;Q320;Q295
324,Manuscripts--Italy--Modena--15 th century,aat,,manuscripts (documents);Italy--Modena;Fifteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205925;http://id.worldcat.org/fast/923962,Q10789;Q42577;Q154,,,
325,Manuscripts--Italy--Salò--17th century,aat,,manuscripts (documents);Italy--Salò;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1225581;http://id.worldcat.org/fast/1113663,Q10789;Q42578;Q2771,,,
326,Manuscripts--Thailand,aat,,manuscripts (documents);Thailand,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205310,Q10789;Q26903,,,
327,Poems--Thailand,rbgenr,,Poems;Thailand,http://id.loc.gov/vocabulary/rbmscv/cv00203;http://id.worldcat.org/fast/1205310,Q17504;Q26903,,,
328,Accordion fold format (Binding),rbbin,,Accordion fold format,http://id.loc.gov/vocabulary/rbmscv/cv00024,Q42550,,,
329,Incunabula--Italy--Venice--1483,rbgenr,,Incunabula;Italy--Venice,http://id.loc.gov/vocabulary/rbmscv/cv00893;http://id.worldcat.org/fast/1204473,Q42579;Q2814,,,
330,account books,aat,,,,,account books,http://vocab.getty.edu/aat/300027483,Q4178
331,Livres comptables,rvmgf,,Account books,http://id.worldcat.org/fast/795342,Q38801,,,
332,Chronicles--France--15th century,rbgenr,,Chronicles;France;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00842;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q12686;Q152;Q154,,,
333,Contemporary bindings (Binding)--England--15th century,rbbin,,Contemporary bindings;England;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00480;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q5930;Q320;Q154,,,
334,Blind tooled bindings (Binding),rbbin,,,,,Blind tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00632,Q5877
335,Manuscripts--Hungary--14th century,aat,,manuscripts (documents);Hungary,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205132,Q10789;Q4179,,,
336,Illuminated manuscripts--Hungary--14th century,aat,,illuminated manuscripts;Hungary,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1205132,Q4268;Q4179,,,
337,"Manuscripts--Africa, North--19th century",aat,,manuscripts (documents);North Africa;Nineteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1239515;http://id.worldcat.org/fast/1037841,Q10789;Q26769;Q3538,,,
338,Wooden bindings (Binding),rbbin,,,,,Wooden bindings,http://id.loc.gov/vocabulary/rbmscv/cv00600,Q5918
339,collective biographies,aat,,collective biographies,http://vocab.getty.edu/aat/300080111,Q38451,,,
340,Biographies,lcgft,,,,,Biographies,http://id.worldcat.org/fast/1919896,Q3051
341,Manuscripts--Ethiopia--18th century,aat,,manuscripts (documents);Ethiopia;Eighteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205830;http://id.worldcat.org/fast/904058,Q10789;Q11151;Q3024,,,
342,Manuscripts--Italy--Vicenza--16th century,aat,,manuscripts (documents);Italy--Vincenza;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204960;http://id.worldcat.org/fast/1119851,Q10789;Q4253;Q335,,,
343,Manuscripts--Italy--Florence--14th century,aat,,manuscripts (documents);Italy--Florence;Fourteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/933420,Q10789;Q3604;Q295,,,
344,Manuscript waste (Binding,rbbin,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,Q5892,,,
345,Bookbinding (Binding)--Monastic,rbbin,,Bookbinding;Monasticism and religious orders,http://id.worldcat.org/fast/836265;http://id.worldcat.org/fast/1025128,Q42537;Q4208,,,
346,Bookbinding (Binding)--Medieval,rbbin,,Bookbinding;Middle Ages,http://id.worldcat.org/fast/836265;http://id.worldcat.org/fast/1020301,Q42537;Q39011,,,
347,Vellum bindings (Binding)--16th century,rbbin,,,,,Vellum bindings;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00543;http://id.worldcat.org/fast/1119851,Q5878;Q335
348,Church history,fast,(OCoLC)fst01411629,Church history,http://id.worldcat.org/fast/1411629,Q3608,,,
349,Manuscripts--Italy--Bologna--13th century,aat,,manuscripts (documents);Italy--Bologna;Thirteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204551;http://id.worldcat.org/fast/1150138,Q10789;Q4842;Q245,,,
350,Marriage licenses--Italy--16th century,aat,,marriage licenses;Italy;Sixteenth century,http://vocab.getty.edu/aat/300027420;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q42580;Q249;Q335,,,
351,Manuscripts--Italy--Tuscany--16th century,aat,,manuscripts (documents);Italy--Tuscany;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204477;http://id.worldcat.org/fast/1119851,Q10789;Q322;Q335,,,
352,Illuminated manuscripts--Italy--16th century,aat,,illuminated manuscripts;Italy;Sixteenth century,http://vocab.getty.edu/aat/300265483;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q4268;Q249;Q335,,,
353,Deeds--Spain--Toledo,rbgenr,,Deeds;Spain--Toledo,http://id.loc.gov/vocabulary/rbmscv/cv01234;http://id.worldcat.org/fast/1204571,Q17486;Q7141,,,
354,Manuscripts--England--London--16th century,aat,,manuscripts (documents);England--London;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204271;http://id.worldcat.org/fast/1119851,Q10789;Q38890;Q335,,,
355,Warrants,aat,,warrants,http://vocab.getty.edu/aat/300027863,Q42581,,,
356,Account books,fast,,Account books,http://id.worldcat.org/fast/1750150,Q42548,,,
357,Account books,lcgft,http://id.loc.gov/authorities/genreForms/gf2017026136,Account books,http://id.worldcat.org/fast/1750150,Q42548,,,
358,Contemporary bindings (Binding)--England--16th century,rbbin,,Contemporary bindings;England;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00480;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,Q5930;Q320;Q335,,,
359,Manuscripts--Italy--Florence--16th century,aat,,manuscripts (documents);Italy--Florence;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1119851,Q10789;Q3604;Q335,,,
360,Contemporary bindings (Binding)--Italy--Florence--16th century,rbbin,,Contemporary bindings;Italy--Florence;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00480;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1119851,Q5930;Q3604;Q335,,,
