row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label,structured_value
45,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.653120700Z",Manuals (instructional materials),aat,,manuals (instructional materials),http://vocab.getty.edu/aat/300026395
46,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.653120700Z","Manuscripts, 14th century",lcsh,,Manuscripts;Fourteenth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/933420
47,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.653120700Z","Manuscripts, 15th century",lcsh,,Manuscripts;Fifteenth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/923962
48,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, 16th century",lcsh,,Manuscripts;Sixteenth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1119851
49,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, Arabic",lcsh,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278
50,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, English",lcsh,,"Manuscripts, English",http://id.worldcat.org/fast/1008324
51,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, English (Middle)--15th century",local,,"Manuscripts, English (Middle);Fifteenth century",http://id.worldcat.org/fast/1008329;http://id.worldcat.org/fast/923962
52,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, English--16th century",local,,"Manuscripts, English;Sixteenth century",http://id.worldcat.org/fast/1008324;http://id.worldcat.org/fast/1119851
53,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, European",lcsh,,"Manuscripts, European",http://id.worldcat.org/fast/1008335
54,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, French",lcsh,,"Manuscripts, French",http://id.worldcat.org/fast/1008338
55,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, French--16th century",local,,"Manuscripts, French;Sixteenth century",http://id.worldcat.org/fast/1008338;http://id.worldcat.org/fast/1119851
56,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, German",lcsh,,"Manuscripts, German",http://id.worldcat.org/fast/1008346
57,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, German--16th century",,,"Manuscripts, German;Sixteenth century",http://id.worldcat.org/fast/1008346;http://id.worldcat.org/fast/1119851
58,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.654118800Z","Manuscripts, Hebrew",lcsh,,"Manuscripts, Hebrew",http://id.worldcat.org/fast/1008360
59,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Italian",lcsh,,"Manuscripts, Italian",http://id.worldcat.org/fast/1008378
60,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Italian--15th century",local,,"Manuscripts, Italian;Fifteenth century",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/923962
61,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Latin",lcsh,,"Manuscripts, Latin",http://id.worldcat.org/fast/1008395
62,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Latin--11th century",,,"Manuscripts, Latin;Eleventh century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/908096
63,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Latin--12th century",local,,"Manuscripts, Latin;Twelfth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1159791
64,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Latin--13th century",local,,"Manuscripts, Latin;Thirteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1150138
65,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.417335800Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Latin--14th century",local,,"Manuscripts, Latin;Fourteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/933420
66,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.418341900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Latin--15th century",local,,"Manuscripts, Latin;Fifteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962
67,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.418341900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Latin--15th century",aat,,,
68,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.418341900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Latin--16th century",local,,"Manuscripts, Latin;Sixteenth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1119851
69,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.418341900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Latin--9th century",,,"Manuscripts, Latin;Ninth century",http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1037854
70,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.418341900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.655119200Z","Manuscripts, Medieval",lcsh,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422
71,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.418341900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z","Manuscripts, Medieval",local,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422
72,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z","Manuscripts, Persian",lcsh,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462
73,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z","Manuscripts, Renaissance",lcsh,,"Manuscripts, Renaissance",http://id.worldcat.org/fast/1008472
74,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z","Manuscripts, Spanish",lcsh,,"Manuscripts, Spanish",http://id.worldcat.org/fast/1008500
75,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.169759Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z",Maps (documents),aat,,maps (documents),http://vocab.getty.edu/aat/300028094
76,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z",Miniatures (paintings),aat,,miniatures (paintings),http://vocab.getty.edu/aat/300033936
77,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z",Paintings (visual works),aat,,paintings (visual works),http://vocab.getty.edu/aat/300033618
78,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z",Palimpsests,aat,,palimpsests (manuscripts),http://vocab.getty.edu/aat/300028576
79,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.360752500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z",Pictorial works,fast,,Pictorial works,http://id.worldcat.org/fast/1423874
80,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z",Poems,aat,,poems,http://vocab.getty.edu/aat/300026451
81,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z",Poetry,fast,,Poetry,http://id.worldcat.org/fast/1423828
82,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z",Poetry,lcgft,,Poetry,http://id.worldcat.org/fast/1423828
83,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z",Portraits,fast,,Portraits,http://id.worldcat.org/fast/1423831
84,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.656119700Z",Portraits,lcgft,,Portraits,http://id.worldcat.org/fast/1423831
85,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.657120700Z",Prayers,fast,,Prayers,http://id.worldcat.org/fast/1074737
86,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-21T03:35:25.361752400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2022-12-21T03:36:47.170755600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2022-12-21T03:44:17.134274200Z | GENRE FAST RECON, STEP 3: START FAST RECON 2022-12-21T03:50:31.419341700Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2022-12-21T03:50:52.913192200Z | GENRE RECON, STEP 7: FINALIZED 2022-12-21T03:51:07.657120700Z",Prayers,lcgft,,Prayers,http://id.worldcat.org/fast/1939841
