row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label_add,instance_of_add,structured_value_add,instance_of,authorized_label,structured_value,ds_qid
56,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412637Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087048Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123348Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592310Z","Balkhī, Muḥammad ibn Qivām, active 14th century",author,بلخى، محمد بن قوام، active 14th century,,Muḥammad ibn Qivām Balkhī,human,Q129453095,,,,
57,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412647Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087056Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123350Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592318Z","Anṣārī al-Harawī, ʻAbd Allāh ibn Muḥammad, 1006-1089",author,انصاري الهروي، عبد الله بن محمد، 1006-1089,,,,,human,Khwaja Abdullah Ansari,Q558205,Q42610
58,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412654Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087065Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123357Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592322Z","ʻAbd al-Razzāq Kamāl al-Dīn ibn Isḥāq al-Samarqandī, 1413-1482",author,عبد الرزاق کمال الدىن بن اسحاق السمرقندى، 1413-1482,,Abd al-Razzaq Samarqandi,human,Q2511004,,,,
59,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412662Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087085Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123360Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592327Z","Navandākī, Muḥammad ibn ʻAlī, active 16th century",author,نونداکى، محمد بن على، active 16th century,,Muḥammad ibn ʻAlī Navandākī,human,Q129453097,,,,
60,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412675Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087094Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123363Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592344Z","Dihdār, Maḥmūd ibn Muḥammad",author,دهدار، محمود بن محمد,,Maḥmūd ibn Muḥammad Dihdār,human,Q129453099,,,,
61,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412683Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087102Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123367Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592349Z","Gunābādī, Muẓaffar ibn Muḥammad Qāsim, -1621 or 1622",author,گنابادى، مظفر بن محمد قاسم، -1621 or 1622,,,,,human,Muẓaffar ibn Muḥammad Qāsim Gunābādī,Q124130458,Q27946
62,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412690Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087117Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123369Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592354Z","Bukhārī, Muḥammad ʻIṣmat Allāh ibn Maḥmūd, active 16th century",author,بخارى، محمد عصمة الله بن محمود، 16th cent,,Muḥammad ʻIṣmat Allāh ibn Maḥmūd Bukhārī,human,Q129453101,,,,
63,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412701Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087133Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123373Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592362Z","ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621",author,عاملى، بهاء الدىن محمد بن حسىن، 1547-1621,,,,,human,Bahāʾ al-dīn al-ʿĀmilī,Q2658411,Q12408
64,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412708Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087141Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123375Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592366Z","Khvājah Muḥammad Pārsā, 1338 or 1339-1420",author,خواجه محمد پارسا، 1338 or 9-1420,,Khvājah Muḥammad Pārsā,human,Q120599057,,,,
65,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412716Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087165Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123378Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592371Z","Ḥamd Allāh Mustawfī Qazvīnī, active 1330-1340",author,حمد الله مصطوفى قزوىنى، active 1330-1340,,Hamdallah Mustawfi,human,Q738649,,,,
66,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412745Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087174Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123382Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592380Z","Lāhījī, ʻAbd al-Razzāq, active 17th century",author,لاهىجى، عبد الرزاق، active 17th century,,Abd al-Razzaq Lahiji,human,Q3943957,,,,
67,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412753Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087181Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123384Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592385Z","Khvānsārī, Muḥammad Riz̤á ibn Ḥusayn",author,خوانسارى، محمد رضى بن حسىن,,Muḥammad Riz̤á ibn Ḥusayn Khvānsārī,human,Q129453103,,,,
68,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412761Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087199Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123387Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592390Z","Birjandī, ʻAbd al-ʻAlī ibn Muḥammad ibn Ḥusayn, active 16th century",author,برجندى، عبد العلى بن محمد بن حسىن، active 16th century,http://id.loc.gov/authorities/names/nr93001807,,,,human,ʿAbd-al-ʿAlī Ibn-Muḥammad al Birǧandī,Q114413753,Q457
69,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412771Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087207Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123398Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592398Z","Yaghmā Jandaqī, Abū al-Ḥasan, approximately 1782-1859",author,ىغما جندقى، ابو الحسن، approximately 1782-1859,,Abū al-Ḥasan Yaghmā Jandaqī,human,Q129453105,,,,
70,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412779Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087215Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123400Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592402Z","Nūrī Nāẓim al-Sharīʻah Hamadānī, Muḥammad ʻAlī ibn Muḥammad Ḥasan",author,نورى ناظم الشرىعه همدانى، محمد على بن محمد حسن,,Muḥammad ʻAlī ibn Muḥammad Ḥasan Nūrī Nāẓim al-Sharīʻah Hamadānī,human,Q129453106,,,,
71,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412786Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087237Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123403Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592407Z","Naẓīrī, -1613",author,نظىرى، -1613,,Naẓīrī,human,Q120599030,,,,
72,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412805Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087246Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123407Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592419Z","Rīzī, Ismāʻīl ibn Muḥammad",author,رىزى، اسماعىل بن محمد,,Q124985954,human,Q124985954,,,,
73,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412812Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087253Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123409Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592423Z","ʻAbd al-Ḥaqq ibn Sayf al-Dīn Dihlavī, 1551-1642",author,عبد الحق بن سىف الدىن دهلوى، 1551-1642,,Abdul-Haqq Dehlavi,human,Q3780585,,,,
74,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412823Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087271Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123412Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592429Z","Tabrīzī, Kalb Ḥusayn ibn Faz̤l ʻAlī",author,تبرىزى، کلب حسىن بن فضلعلى,,Kalb Ḥusayn ibn Faz̤l ʻAlī Tabrīzī,human,Q129453108,,,,
75,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412831Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087280Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123415Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592440Z","Ṣabā, Fatḥ ʻAlī ibn Muḥammad, -1822 or 1823",author,صبا، فتح على بن محمد، -1822 or 1823,,Fatḥ ʻAlī ibn Muḥammad Ṣabā,human,Q129453112,,,,
76,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412839Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087288Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123418Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592445Z","Nakhshabī, Z̤iyāʼ al-Dīn, -1350",author,نخشبى، ضىاء الدىن، -1350,,,,,human,Nakhshabi,Q2031113,Q42725
77,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412848Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087322Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123421Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592451Z","Burhān, Muḥammad Ḥusayn ibn Khalaf Tabrīzī, active 17th century",author,برهان، محمد حسىن بن خلف تبرىزى، active 17th century,,Muḥammad Ḥusayn ibn Khalaf Tabrīzī Burhān,human,Q5686861,,,,
78,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412856Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087331Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123425Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592459Z","Surūrī, Muḥammad Qāsim ibn Ḥājjī Muḥammad, 17th century",author,سرورى، محمد قاسم بن حاجى محمد، 17th century,,,,,human,Muḥammad Qāsim ibn Ḥājjī Muḥammad Surūrī,Q123581785,Q18671
79,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412864Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087342Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123428Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592464Z","Vaḥīd Tabrīzī, active 1417",author,وحىد تبرىزى، active 1417,,Vaḥīd Tabrīzī,human,Q129453113,,,,
80,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412874Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087354Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123430Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592468Z","Farāhānī, Abū al-Ḥasan Ḥusaynī, active approximately 1620",author,فراهانى، ابو الحسن حسىنى، active approximately 1620,,Abū al-Ḥasan Ḥusaynī Farāhānī,human,Q129453115,,,,
81,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412882Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087362Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123465Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592476Z","Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 1043-1136 or 1137",author,جرجاني، اسماعيل بن حسن، 1042 or 1043-1136 or 1137,,,,,human,Zayn al-Din Gorgani,Q2908840,Q389
82,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412909Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087414Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123468Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592481Z","Khvānd Mīr, Ghiyās̲ al-Dīn ibn Humām al-Dīn, approximately 1475-1535",author,خواند مىر، غىاث الدىن بن همام الدىن، approximately 1475-1535,,Muhammad Khwandamir,human,Q2977486,,,,
83,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412923Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087431Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123471Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592487Z","Qāz̤īʹzādah Kurahrūdī, ʻAbd al-Khāliq",author,قاضى‌زاده کرهرودى، عبد الخالق,,ʻAbd al-Khāliq Qāz̤īʹzādah Kurahrūdī,human,Q129453118,,,,
84,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412931Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087438Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123475Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592506Z","Qazvīnī, Muḥammad ibn Ḥusayn, 16th century",author,قزوىنى، محمد بن حسىن، 16th century,,Muḥammad ibn Ḥusayn Qazvīnī,human,Q129453119,,,,
85,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412939Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087453Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123478Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592511Z","Āmulī, Muḥammad ibn Maḥmūd, -1352 or 1353",author,آملي، محمد بن محمود، -1352 or 1353,,Muhammad ibn Mahmud Amuli,human,Q3296224,,,,
86,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412949Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087465Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123480Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592515Z","Amīr Shāhī Sabzavārī, -1453",author,امىر شاهى سبزوارى، -1453,,Amīr Shāhī Sabzavārī,human,Q6417819,,,,
87,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412956Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087472Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123484Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592524Z","Ṭihrānī, ʻAlī Aṣghar ibn ʻAlī Akbar",author,طهرانى، على اصغر بن على اکبر,,ʻAlī Aṣghar ibn ʻAlī Akbar Ṭihrānī,human,Q129453121,,,,
88,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412964Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087483Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123487Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592529Z","Saifuddīn Bākharzī, -1260",author,سىف الدىن باخرزى، d. 1260,,Sayf al-Din al-Bakharzi,human,Q25711379,,,,
89,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412974Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087507Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123489Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592534Z","Sanāʼī al-Ghaznavī, Abū al-Majd Majdūd ibn Ādam, -approximately 1150",author,سنائي الغزنوى، ابو المجد مجدود بن آدم، -approximately 1150,,Sanai,human,Q1148049,,,,
90,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412981Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087515Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123493Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592541Z","Qummī, Ḥasan ibn Muḥammad, -1015 or 1016",author,قمى، حسن بن محمد، -1015 or 1016,,"Qummī, Ḥasan ibn Muḥammad",human,Q65198662,,,,
91,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412989Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087525Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123496Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592546Z","Kanawjī, Khalīfah Shāh Muḥammad, active 17th century",author,کنوجى، خلىفه شاه محمد، 17th cent,,Khalīfah Shāh Muḥammad Kanawjī,human,Q129453123,,,,
92,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.412999Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087539Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123498Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592556Z","Ḥasanī al-Ḥusaynī al-Maʻmūrī, ʻAbd al-Vahhāb ibn Muḥammad",author,حسنى الحسىنى المعمورى، عبد الوهاب بن محمد,,ʻAbd al-Vahhāb ibn Muḥammad Ḥasanī al-Ḥusaynī al-Maʻmūrī,human,Q129453124,,,,
93,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413006Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087550Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123504Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592561Z","Sardārzādah-ʼi Afghānistān, Maḥmūd",author,سردارزادۀ افغانستان، محمود,,Maḥmūd Sardārzādah-ʼi Afghānistān,human,Q129453126,,,,
94,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413014Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087607Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123506Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592567Z","Vaḥīd al-Zamān Qazvīnī, Muḥammad Ṭāhir, -approximately 1708 or 1709",author,وحىد الزمان قزوىنى، محمد طاهر، -approximately 1708 or 1709,,Muḥammad Ṭāhir Vaḥīd al-Zamān Qazvīnī,human,Q129453129,,,,
95,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413026Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087641Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123509Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592582Z","Ghazzālī, 1058-1111",author,غزالي، 1058-1111,http://id.loc.gov/authorities/names/n82097778,,,,human,Al-Ghazali,Q9546,Q12305
96,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413034Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087651Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123513Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592587Z","Dihlavī, Nūr al-Ḥaqq ibn ʻAbd al-Ḥaqq, -1662 or 1663",author,دهلوى، نور الحق بن عبد الحق، -1662 or 1663,,Nūr al-Ḥaqq ibn ʻAbd al-Ḥaqq Dihlavī,human,Q129453131,,,,
97,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413042Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087667Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123516Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592592Z","Qāḍī Mīr, Ḥusayn ibn Muʻīn al-Dīn, -1504 or 1505",author,قاضى مىر، حسىن بن معىن الدىن، d. 1504 or 5,,Qadi Mir Husayn al-Maybudi,human,Q7265756,,,,
98,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413052Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087676Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123518Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592603Z","ʻInāyat Khān, approximately 1627-1670 or 1671",author,عناىت خان، approximately 1627-1670 or 1671,,Inayat Khan,human,Q16847057,,,,
99,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413060Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087683Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123522Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592608Z","Hātifī, -1520 or 1521",author,هاتفى، d. 1520 or 21,,,,,human,Hatefi,Q2820926,Q3801
100,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413067Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087715Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123524Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592612Z","Ibn Muḥyī, ʻAbd Allāh Quṭb, active 14th-15th century",author,ابن محىى، عبد الله قطب، 14th-15th cent,,ʻAbd Allāh Quṭb Ibn Muḥyī,human,Q129453134,,,,
101,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413077Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087724Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123527Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592621Z","Vārastah, active 1766",author,وارسته، active 1766,,Vārastah,human,Q129453136,,,,
102,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413085Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087731Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123531Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592626Z","Ikhtiyār al-Dīn ibn Ghiyāth al-Dīn, -1521 or 1522",author,اختيار الدين بن غياث الدين، -1521 or 1522,,Ikhtiyār al-Dīn ibn Ghiyāth al-Dīn,human,Q129453137,,,,
103,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413094Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087746Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123533Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592630Z","Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197",author,مرغىنانى، على بن ابى بکر، -1196 or 1197,,,,,human,Burhan al-Din al-Marghinani,Q4998760,Q3793
104,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413102Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.087754Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123542Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.592640Z","Khvārazmī, Kamāl al-Dīn Ḥusayn ibn Ḥasan",author,خوارزمى، کمال الدىن حسىن بن حسن,,Kamāl al-Dīn Ḥusayn ibn Ḥasan Khvārazmī,human,Q129453139,,,,
