row_index,workflow_history,name_as_recorded,recon-name,name,role,authorized_label_add,instance_of_add,structured_value_add,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
285,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186762Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699560Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856556Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149840Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943859Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.322799Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660522Z","Plimpton, George A. 1855-1936",,,former owner,George Arthur Plimpton,human,Q5536449,,,,,
286,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186771Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699567Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856559Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149854Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943866Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.322810Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660527Z","Pol, Nicolaus, approximately 1470-1532",,,"former owner,",Nicolaus Pol,human,Q16863474,,,,,
287,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186776Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699571Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856569Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149860Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943872Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.322825Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660530Z",Poor Clares,,,former owner,Poor Clares,organization,Q733658,,,,,
288,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186781Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699575Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856580Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149866Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943884Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.322831Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660538Z","Priestley, Richard, active 1808-1834","Priestley, Richard, active 1808-1834",Richard Priestley,former owner,"Priestley, Richard, active 1808-1834",human,Q123274808,,,,,
289,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186790Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699581Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856596Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149875Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943891Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.322842Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660542Z",Pseudo-Bede,,,author,,,,,,human,Pseudo-Bede,Q33243380
290,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186795Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699585Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856601Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149887Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943898Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323070Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660546Z",Pseudo-Bonaventure,,,author,Pseudo-Bonaventure,human,Q116486826,,,,,
291,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186799Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699590Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856610Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149896Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943907Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323083Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660555Z",Pseudo-Cicero,,,author,,,,,,human,Pseudo-Cicero,Q67405713
292,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186806Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699595Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856616Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149902Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943913Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323100Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660558Z","Pseudo-Joachim, of Fiore",,,author,Pseudo-Joachim of Fiore,human,Q19587867,,,,,
293,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186810Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699599Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856621Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149907Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943919Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323114Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660562Z","Qazwīnī, Zakarīyā ibn Muḥammad, approximately 1203-1283",,,author,Zakariya al-Qazwini,human,Q144639,,,,,
294,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186815Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699609Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856629Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149927Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943927Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323120Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660568Z",Québriac family,,Québriac family,former owner,Québriac family,organization,Q123285063,,,,,
295,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186824Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699618Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856636Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149934Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943934Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323167Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660572Z",R. Stora & Company,,,former owner,R. Stora and Company,organization,Q73705455,,,,,
296,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186829Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699623Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856733Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149939Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943940Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323246Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660578Z","Raymond, of Peñafort, Saint, 1175?-1275",,,author,,,,,,human,Raymond of Penyafort,Q318980
297,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186834Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699627Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856740Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149948Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943952Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323258Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660583Z","Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925",,,author,,,,,,human,Abu Bakr al-Razi,Q169234
298,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186841Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699633Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856749Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149954Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943980Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323267Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660587Z","Reed, Byron, 1829-1891",,,former owner,Byron Reed,human,Q5004456,,,,,
299,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186845Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699637Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856752Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149963Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.943993Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323277Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660590Z","Reichner, Herbert, 1899-1971",,,former owner,Herbert Reichner,human,Q27229630,,,,,
300,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186849Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699641Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856758Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149971Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944004Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323286Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660598Z",Renzo Rizzi libri antichi (Firm),,Renzo Rizzi libri antichi,former owner,Renzo Rizzi libri antichi (Firm),organization,Q123285064,,,,,
301,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186856Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699648Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856768Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149979Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944010Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323293Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660602Z","Ricciardo, di Nanni, active 1430-1480",,,illuminator,Ser Ricciardo di Nanni,human,Q18508646,,,,,
302,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186860Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699652Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856773Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149985Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944016Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323302Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660606Z","Rineck, André de, 1444-1527","Rineck, André de, 1444-1527",André de Rineck,former owner,"Rineck, André de, 1444-1527",human,Q123274809,,,,,
303,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186865Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699656Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856780Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.149993Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944067Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323311Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660614Z","Rodd, Thomas, 1796-1849",,,former owner,Thomas Rodd,human,Q18672648,,,,,
304,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186874Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699665Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856784Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150001Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944083Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323317Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660618Z","Rosenthal, Erwin, 1889-1981",,,former owner,Erwin Rosenthal,human,Q63969778,,,,,
305,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186879Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699670Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856789Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150007Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944090Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323326Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660622Z","Sabatier, Paul, 1858-1928",,,former owner,Paul Sabatier,human,Q885424,,,,,
306,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186888Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699681Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856801Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150035Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944128Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323340Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660630Z","Saibanti, Giovanni","Saibanti, Giovanni",Giovanni Saibanti,former owner,"Saibanti, Giovanni",human,Q123274810,,,,,
307,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186896Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699694Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856807Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150042Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944136Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323346Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660633Z",Saint Allyre (Abbey),,,former owner,Abbaye de Saint-Alyre,organization,Q2820668,,,,,
308,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186901Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699699Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856810Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150051Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944143Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323358Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660643Z",Saint-Amand-les-Eaux (Abbey),,,former owner,Saint-Amand Abbey,organization,Q334131,,,,,
309,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186908Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699704Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856816Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150060Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944156Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323368Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660646Z","San Sisto (Church : Piacenza, Italy)",,,former owner,"San Sisto, Piacenza",organization,Q1687296,,,,,
310,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186913Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699712Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856825Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150066Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944162Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323374Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660649Z","Sandbergs Bokhandel, Stockholm",,Sandbergs Bokhandel,former owner,"Sandbergs Bokhandel, Stockholm",organization,Q123285065,,,,,
311,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186917Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699716Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856828Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150071Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944168Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323386Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660658Z","Schab, William H",,,former owner,,,,,,human,William H. Schab,Q94865055
312,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186927Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699719Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856838Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150080Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944177Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323395Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660661Z","Scholz, Wolfgang G., 1927-2015","Scholz, Wolfgang G., 1927-2015",Wolfgang G. Scholz,former owner,"Scholz, Wolfgang G., 1927-2015",human,Q123274811,,,,,
313,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186932Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699725Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856843Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150088Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944183Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323400Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660665Z","Schøyen, Martin",,,former owner,Martin Schøyen,human,Q6776549,,,,,
314,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186936Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699729Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856848Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150094Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944192Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323409Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660673Z",Second Master of the San Sisto Choirbooks,Second Master of the San Sisto Choirbooks,Second Master of the San Sisto Choirbooks,illuminator,Second Master of the San Sisto Choirbooks,human,Q123274812,,,,,
315,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186946Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699733Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856854Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150102Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944199Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323418Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660677Z","Segre Amar, Sion, 1910-",,,former owner,,,,,,human,Sion Segre Amar,Q17364129
316,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186951Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699738Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856859Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150107Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944204Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323423Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660681Z","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D",,,author,,,,,,human,Seneca,Q2054
317,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186955Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699745Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856867Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150113Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944213Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323433Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660690Z","Serra, Pedro de, active 1314","Serra, Pedro de, active 1314",Pedro de Serra,author,"Serra, Pedro de, active 1314",human,Q123274813,,,,,
318,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186965Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699748Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856875Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150125Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944219Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323446Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660693Z","Sidrac, active 13th century",,,author,,,,,,human,Sidrac,Q116619826
319,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186970Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699756Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856881Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150130Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944225Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323458Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660697Z","Sigismondi, Sigismondo de', -1525",,,scribe,Sigismondo de' Sigismondi,human,Q120691934,,,,,
320,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186975Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699760Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856886Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150272Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944243Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323464Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660706Z","Sigmundt, Eduard von","Sigmundt, Eduard von",Eduard von Sigmundt,former owner,"Sigmundt, Eduard von",human,Q123274814,,,,,
321,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186982Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699769Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856897Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150949Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944249Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323474Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660709Z","Silva, Ercole, 1756-1840",,,former owner,Ercole Silva,human,Q3731214,,,,,
322,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-31T21:00:22.186987Z | NAME RECON STEP 3: START HUMAN RECON 2023-10-31T21:05:03.699773Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-10-31T21:07:38.856900Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-10-31T21:08:28.150955Z | NAME RECON STEP 6: START ORG RECON 2023-11-01T23:00:39.944255Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-11-01T23:01:10.323485Z | NAME RECON STEP 9: FINALIZED 2023-11-02T16:58:30.660713Z","Sneyd, Walter, 1809-1888",,,former owner,,,,,,human,Walter Sneyd,Q62619661
