row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
47,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Dominicans--Guatemala,a--z,Dominicans;Guatemala,http://id.worldcat.org/fast/533548;http://id.worldcat.org/fast/1205154,0,,,
48,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Dominicans--New Spain,a--z,Dominicans;New Spain,http://id.worldcat.org/fast/533548;http://id.worldcat.org/fast/1203034,0,,,
49,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Dudley family,a,Dudley family,http://id.worldcat.org/fast/217523,0,http://id.loc.gov/authorities/subjects/sh85039892,,
50,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Durandus, of Saint-Pourçain, Bishop of Meaux, approximately 1275-1334",a;c;d,"Durandus, of Saint-Pourçain, Bishop of Meaux, approximately 1275-1334",http://id.worldcat.org/fast/1816731,0,http://id.loc.gov/authorities/names/n86042101,,
51,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Elizabeth I, Queen of England, 1533-1603",a;b;c;d,"Elizabeth I, Queen of England, 1533-1603",http://id.worldcat.org/fast/39609,0,http://id.loc.gov/authorities/names/n79081709,,
52,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",England. Parliament--Rules and practice,a;b--v,England. Parliament;Parliamentary practice,http://id.worldcat.org/fast/611825;http://id.worldcat.org/fast/1053793,0,,,
53,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Fernández de Oviedo y Valdés, Gonzalo, 1478-1557",a;d,"Fernández de Oviedo y Valdés, Gonzalo, 1478-1557",http://id.worldcat.org/fast/42850,0,http://id.loc.gov/authorities/names/n79107995,,
54,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Gower, John, 1325?-1408--Portraits",a;d--v,"Gower, John, 1325?-1408;Portraits",http://id.worldcat.org/fast/70830;http://id.worldcat.org/fast/1423831,0,,,
55,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Hoccleve, Thomas, 1370?-1450",a;d,"Hoccleve, Thomas, 1370?-1450?",http://id.worldcat.org/fast/99039,0,http://id.loc.gov/authorities/names/n82125108,,
56,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Hugh, of Lincoln, Saint, 1140-1200",a;c;d,"Hugh, of Lincoln, Saint, 1140-1200",http://id.worldcat.org/fast/155136,0,http://id.loc.gov/authorities/names/n84216843,,
57,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Jesus Christ--Biography--Early works to 1800,a--v--v,,,0,http://id.loc.gov/authorities/subjects/sh85069975,Jesus Christ;Biographies;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
58,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.928977700Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.800329200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.560947400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.013595600Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Jesus Christ--Early works to 1800,a--v,Jesus Christ;Early works,http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1411636,0,,,
