row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
78,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.687653200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.060854100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.926907100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.030799700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.222644Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661",a;c;d,,,fast,(OCoLC)fst01804105,"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661",http://id.worldcat.org/fast/1804105
79,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.687653200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.060854100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.926907100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.030799700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877997200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.222644Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661--Hadith",a;c;d--x,,,0,,"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661;Hadith",http://id.worldcat.org/fast/1804105;http://id.worldcat.org/fast/950112
80,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.687653200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.060854100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.926907100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.030799700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877997200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.222644Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661--Poetry",a;c;d--v,"ʻAlī ibn Abī Ṭālib, Caliph, approximately 600-661;Poetry",http://id.worldcat.org/fast/1804105;http://id.worldcat.org/fast/1423828,0,,,
81,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.687653200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.060854100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.926907100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.030799700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877997200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.222644Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621. Khulāṣat al-ḥisāb",a;d;t,"Khulāṣat al-ḥisāb (ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn)",http://id.worldcat.org/fast/1378728,0,,,
82,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.687653200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.060854100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.926907100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.030799700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877997200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.245642700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621. Tashrīḥ al-aflāk",a;d;t,,,0,,,
83,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.687653200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.060854100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.926907100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.030799700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877997200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.245642700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Ḥusayn ibn ʻAlī, -680",a;d,"Ḥusayn ibn ʻAlī, -680",http://id.worldcat.org/fast/1825184,fast,(OCoLC)fst01825184,,
84,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.687653200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.276753100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.060854100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.342993400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.926907100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.030799700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877997200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.245642700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Ḥusayn ibn ʻAlī, -680--Tomb--Early works to 1800",a;d--x--v,"Ḥusayn ibn ʻAlī, -680;Tombs;Early works",http://id.worldcat.org/fast/1825184;http://id.worldcat.org/fast/1152439;http://id.worldcat.org/fast/1411636,0,,,
85,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.687653200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.277756600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.060854100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.343993800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.926907100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.030799700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877997200Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.245642700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Ḥāfiẓ, active 14th century",a;d,"Ḥāfiẓ, active 14th century",http://id.worldcat.org/fast/1822361,fast,(OCoLC)fst01822361,,
86,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.687653200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.277756600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.060854100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.343993800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.926907100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.030799700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.879002Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.245642700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Ḥāfiẓ, active 14th century--Criticism and interpretation",a;d--x,"Ḥāfiẓ, active 14th century;Criticism and interpretation",http://id.worldcat.org/fast/1822361;http://id.worldcat.org/fast/1198648,0,,,
87,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.834205700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.549212200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.470669600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.687653200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.818578900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.454362500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.277756600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.060854100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.343993800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.060727900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.926907100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.030799700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.879002Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.245642700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",a;d,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",http://id.worldcat.org/fast/100295,0,,,
