row_index,workflow_history,subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
814,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Menstruation--Religious aspects--Hinduism,a--x--x,fast,http://id.worldcat.org/fast/2008144,Menstruation--Religious aspects--Hinduism,http://id.worldcat.org/fast/2008144,,
815,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Menstruation--Religious aspects--Hinduism,a--x--x,0,http://id.loc.gov/authorities/subjects/sh2019100549,Menstruation--Religious aspects--Hinduism,http://id.worldcat.org/fast/2008144,,
816,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Mercury,a,fast,http://id.worldcat.org/fast/1198509,Mercury,http://id.worldcat.org/fast/1198509,,
817,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Mercury (Planet),a,fast,http://id.worldcat.org/fast/1239838,Mercury (Planet),http://id.worldcat.org/fast/1239838,,
818,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.303513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Mercury (Planet)--Mythology,a--x,0,,Mercury (Planet);Mythology,http://id.worldcat.org/fast/1239838;http://id.worldcat.org/fast/1031701,,
819,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.303513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Mercury--India,a--z,0,,Mercury;India,http://id.worldcat.org/fast/1198509;http://id.worldcat.org/fast/1210276,,
820,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.303513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Mimamsa,a,0,http://id.loc.gov/authorities/subjects/sh85085447,Mimamsa,http://id.worldcat.org/fast/1021907,,
821,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.303513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Mimamsa,a,fast,http://id.worldcat.org/fast/1021907,Mimamsa,http://id.worldcat.org/fast/1021907,,
822,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.303513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Mitra (Hindu deity),a,0,http://id.loc.gov/authorities/subjects/sh85086291,Mitra (Hindu deity),http://id.worldcat.org/fast/1024035,,
823,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.303513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Mitra (Hindu deity),a,fast,http://id.worldcat.org/fast/1024035,Mitra (Hindu deity),http://id.worldcat.org/fast/1024035,,
824,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.303513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Mokṣa,a,fast,http://id.worldcat.org/fast/1024641,Mokṣa,http://id.worldcat.org/fast/1024641,,
