ds_label,ds_qid,ds_id,type,wikidata_label,wikidata_qid
Ottmar Luscinius,Q4401,DSNAME1037,Personal (Name Authority),Ottmar Luscinius,Q97447
Otto Ege,Q808,DSNAME220,Personal (Name Authority),Otto Ege,Q7109575
Otto Haas,Q16609,DSNAME2308,Corporate (Name Authority),Otto Haas,Q1595206
Otto III,Q8416,DSNAME1701,Personal (Name Authority),Otto III,Q151090
Otto Jahn,Q7064,DSNAME1316,Personal (Name Authority),Otto Jahn,Q66001
Otto Orren Fisher,Q8429,DSNAME1714,Personal (Name Authority),Otto Orren Fisher,Q116326593
Otto Vollbehr,Q411,DSNAME138,Personal (Name Authority),Otto Vollbehr,Q23906104
Otto Walter Fuhrmann,Q40694,DSNAME4249,Personal (Name Authority),Otto Walter Fuhrmann,Q110215361
"Otto di guardia e balia (Florence, Tuscany)",Q4368,DSNAME1004,Corporate (Name Authority),"Otto di guardia e balia (Florence, Tuscany)",Q3887313
Otto of Freising,Q41378,DSNAME4933,Personal (Name Authority),Otto of Freising,Q435942
Otto of Passau,Q41377,DSNAME4932,Personal (Name Authority),Otto of Passau,Q1401255
Otto von Diemeringen,Q40534,DSNAME4089,Personal (Name Authority),Otto von Diemeringen,Q2041165
Our Lady of Ambronay,Q41923,DSNAME5478,Corporate (Name Authority),Our Lady of Ambronay,Q1283154
Ovid,Q41379,DSNAME4934,Personal (Name Authority),Ovid,Q7198
Owen D. Young,Q41888,DSNAME5443,Personal (Name Authority),Owen D. Young,Q944509
P. Desq,Q40525,DSNAME4080,Personal (Name Authority),P. Desq,Q124566780
P. J. De Mat,Q1593,DSNAME429,Personal (Name Authority),P. J. De Mat,Q79406248
P. J. Maan,Q41460,DSNAME5015,Personal (Name Authority),P. J. Maan,Q52235407
P. Lessi,Q5109,DSNAME1116,Personal (Name Authority),P. Lessi,Q116181757
P. Omnibenius de Vione de Vallecamonica,Q41364,DSNAME4919,Personal (Name Authority),P. Omnibenius de Vione de Vallecamonica,Q124566902
P. Pigeot,Q41489,DSNAME5044,Personal (Name Authority),P. Pigeot,Q124566919
PBA Galleries,Q42270,DSNAME5797,Corporate (Name Authority),PBA Galleries,Q7118388
Pacholo Falconieri,Q4364,DSNAME1000,Personal (Name Authority),Pacholo Falconieri,Q116326503
Padmapādācārya,Q28259,DSNAME3475,Personal (Name Authority),Padmapādācārya,Q124252915
Palazzo degli Anziani,Q8209,DSNAME1640,Corporate (Name Authority),Palazzo degli Anziani,Q3891178
Pandit Gobindpurshad,Q18642,DSNAME2594,Personal (Name Authority),Pandit Gobindpurshad,Q123581726
Pangracius Chrewczer,Q3231,DSNAME830,Personal (Name Authority),Pangracius Chrewczer,Q116272350
Panini,Q28147,DSNAME3363,Personal (Name Authority),Panini,Q189725
Panormitanus,Q20238,DSNAME2922,Personal (Name Authority),Panormitanus,Q1370153
Paolo Dagomari di Prato,Q41395,DSNAME4950,Personal (Name Authority),Paolo Dagomari di Prato,Q1168587
Paolo Erizzo,Q40606,DSNAME4161,Personal (Name Authority),Paolo Erizzo,Q16586844
Paolo Fregoso,Q40388,DSNAME3943,Personal (Name Authority),Paolo Fregoso,Q2325125
Paolo Gallo,Q6120,DSNAME1241,Personal (Name Authority),Paolo Gallo,Q120442561
Paolo Giovio,Q2839,DSNAME729,Personal (Name Authority),Paolo Giovio,Q437543
Paolo Grillandi,Q41413,DSNAME4968,Personal (Name Authority),Paolo Grillandi,Q7132202
Paolo Guerrini,Q40253,DSNAME3808,Personal (Name Authority),Paolo Guerrini,Q61476535
"Paolo I Sforza, marchese di Proceno",Q1904,DSNAME669,Personal (Name Authority),"Paolo I Sforza, marchese di Proceno",Q62572885
Paolo Rato,Q41396,DSNAME4951,Personal (Name Authority),Paolo Rato,Q117351906
Paolo Sarpi,Q41397,DSNAME4952,Personal (Name Authority),Paolo Sarpi,Q1349158
Paolo Scaruffi,Q41398,DSNAME4953,Personal (Name Authority),Paolo Scaruffi,Q124300611
Paolo Signarri,Q41399,DSNAME4954,Personal (Name Authority),Paolo Signarri,Q117351915
Paolo Vimercati Sozzi,Q7653,DSNAME1492,Personal (Name Authority),Paolo Vimercati Sozzi,Q65010835
Papias,Q1925,DSNAME690,Personal (Name Authority),Papias,Q3894841
Parashara,Q28304,DSNAME3520,Personal (Name Authority),Parashara,Q2668205
Paraśurāma,Q28325,DSNAME3541,Personal (Name Authority),Paraśurāma,Q124252916
Parish Church of St. John the Baptist,Q42377,DSNAME5904,Corporate (Name Authority),Parish Church of St. John the Baptist,Q126000666
Park Abbey,Q42021,DSNAME5576,Corporate (Name Authority),Park Abbey,Q476178
Parke-Bernet,Q42271,DSNAME5798,Corporate (Name Authority),Parke-Bernet,Q15435609
Parliament of Great Britain,Q41989,DSNAME5544,Corporate (Name Authority),Parliament of Great Britain,Q2739604
Parthasarathi Mishra,Q28230,DSNAME3446,Personal (Name Authority),Parthasarathi Mishra,Q112080969
Pascal Gay,Q12811,DSNAME2002,Personal (Name Authority),Pascal Gay,Q19280985
Paschal II,Q40410,DSNAME3965,Personal (Name Authority),Paschal II,Q227967
Paschasius Radbertus,Q838,DSNAME234,Personal (Name Authority),Paschasius Radbertus,Q654858
Paschualis Bernardus,Q8401,DSNAME1686,Personal (Name Authority),Paschualis Bernardus,Q116250824
Patanjali,Q28149,DSNAME3365,Personal (Name Authority),Patanjali,Q231680
Paterius,Q41404,DSNAME4959,Personal (Name Authority),Paterius,Q672439
Paul Durrieux,Q42272,DSNAME5799,Personal (Name Authority),Paul Durrieux,Q125930853
Paul Gottschalk,Q16577,DSNAME2275,Personal (Name Authority),Paul Gottschalk,Q72937167
Paul Grinke,Q387,DSNAME114,Personal (Name Authority),Paul Grinke,Q113864039
Paul Gruel,Q16662,DSNAME2361,Personal (Name Authority),Paul Gruel,Q123274772
Paul Göbel,Q5094,DSNAME1101,Personal (Name Authority),Paul Göbel,Q116181546
Paul III,Q8102,DSNAME1611,Personal (Name Authority),Paul III,Q133001
Paul Joseph Sachs,Q41407,DSNAME4962,Personal (Name Authority),Paul Joseph Sachs,Q7151510
Paul Louis Feiss,Q7658,DSNAME1497,Personal (Name Authority),Paul Louis Feiss,Q102427026
Paul Pellisson,Q41429,DSNAME4984,Personal (Name Authority),Paul Pellisson,Q1368276
Paul Riant,Q41570,DSNAME5125,Personal (Name Authority),Paul Riant,Q53674
Paul Sabatier,Q16689,DSNAME2389,Personal (Name Authority),Paul Sabatier,Q885424
Paul Typoon,Q41408,DSNAME4963,Personal (Name Authority),Paul Typoon,Q124515279
Paul V,Q41415,DSNAME4970,Personal (Name Authority),Paul V,Q132711
Paul Viollet,Q41825,DSNAME5380,Personal (Name Authority),Paul Viollet,Q1216036
Paul of Aegina,Q4407,DSNAME1043,Personal (Name Authority),Paul of Aegina,Q540679
Paul of Burgos,Q41411,DSNAME4966,Personal (Name Authority),Paul of Burgos,Q1851906
Paul of Pergula,Q7619,DSNAME2925,Personal (Name Authority),Paul of Pergula,Q2050459
Paul of Venice,Q477,DSNAME204,Personal (Name Authority),Paul of Venice,Q2064265
Paul the Apostle,Q41405,DSNAME4960,Personal (Name Authority),Paul the Apostle,Q9200
Paul the Deacon,Q1545,DSNAME381,Personal (Name Authority),Paul the Deacon,Q160424
Paulinus II of Aquileia,Q41406,DSNAME4961,Personal (Name Authority),Paulinus II of Aquileia,Q738554
Paulus A Motha,Q41293,DSNAME4848,Personal (Name Authority),Paulus A Motha,Q124566891
Paulus Fabricius,Q41412,DSNAME4967,Personal (Name Authority),Paulus Fabricius,Q2059497
Paulus Hungarus,Q41414,DSNAME4969,Personal (Name Authority),Paulus Hungarus,Q6067562
Paulus Lambertus,Q42273,DSNAME5800,Personal (Name Authority),Paulus Lambertus,Q125930854
Paulus Manutius,Q41194,DSNAME4749,Personal (Name Authority),Paulus Manutius,Q941151
Paulus Melissus,Q41249,DSNAME4804,Personal (Name Authority),Paulus Melissus,Q882363
Paulus de Gnathi,Q41410,DSNAME4965,Personal (Name Authority),Paulus de Gnathi,Q124566909
Paulus de Graecus,Q41409,DSNAME4964,Personal (Name Authority),Paulus de Graecus,Q124566910
Payne and Foss,Q42023,DSNAME5578,Corporate (Name Authority),Payne and Foss,Q113847193
Payre-Grolée-Virville family,Q42274,DSNAME5801,Corporate (Name Authority),Payre-Grolée-Virville family,Q126000580
Pazzi family,Q42024,DSNAME5579,Corporate (Name Authority),Pazzi family,Q1547181
Pedanius Dioscorides,Q394,DSNAME121,Personal (Name Authority),Pedanius Dioscorides,Q297776
Pedro Ciruelo,Q40443,DSNAME3998,Personal (Name Authority),Pedro Ciruelo,Q3374120
Pedro García de Montoya,Q41280,DSNAME4835,Personal (Name Authority),Pedro García de Montoya,Q64778055
Pedro González de Mendoza,Q40394,DSNAME3949,Personal (Name Authority),Pedro González de Mendoza,Q786748
Pedro Luis de Borja Lanzol de Romaní,Q8221,DSNAME1652,Personal (Name Authority),Pedro Luis de Borja Lanzol de Romaní,Q2034112
Pedro Pizarro,Q41424,DSNAME4979,Personal (Name Authority),Pedro Pizarro,Q1110889
Pedro de Corral,Q41421,DSNAME4976,Personal (Name Authority),Pedro de Corral,Q6070461
Pedro de Gracia,Q4373,DSNAME1009,Personal (Name Authority),Pedro de Gracia,Q116181564
Pedro de Manozca,Q7883,DSNAME1518,Personal (Name Authority),Pedro de Manozca,Q116453232
Pedro de Medina,Q41245,DSNAME4800,Personal (Name Authority),Pedro de Medina,Q112366594
Pedro de Serra,Q16541,DSNAME2238,Personal (Name Authority),Pedro de Serra,Q123274813
Pedro de Valencia,Q41422,DSNAME4977,Personal (Name Authority),Pedro de Valencia,Q3374154
Pedro de la Cavalleria,Q41456,DSNAME5011,Personal (Name Authority),Pedro de la Cavalleria,Q105452743
Pelagius,Q41427,DSNAME4982,Personal (Name Authority),Pelagius,Q162593
Pellegrino Agli,Q16626,DSNAME2325,Personal (Name Authority),Pellegrino Agli,Q109875978
Penzance Library,Q42275,DSNAME5802,Corporate (Name Authority),Penzance Library,Q54879181
Perceval Lucas,Q17729,DSNAME2520,Personal (Name Authority),Perceval Lucas,Q18910734
Percy Mordaunt Barnard,Q1489,DSNAME324,Personal (Name Authority),Percy Mordaunt Barnard,Q94925072
Pere Marsili,Q41208,DSNAME4763,Personal (Name Authority),Pere Marsili,Q4889221
Peregrine of Opole,Q41433,DSNAME4988,Personal (Name Authority),Peregrine of Opole,Q474691
Peregrinus de Sancto Vito,Q7593,DSNAME1432,Personal (Name Authority),Peregrinus de Sancto Vito,Q116506005
Peretz ben Yehuda Mintz Ashkenazi,Q3224,DSNAME823,Personal (Name Authority),Peretz ben Yehuda Mintz Ashkenazi,Q116250351
Perfecto Corazini,Q41435,DSNAME4990,Personal (Name Authority),Perfecto Corazini,Q114242542
Perna degli Ugurgieri,Q41797,DSNAME5352,Personal (Name Authority),Perna degli Ugurgieri,Q120442588
Pero López de Ayala,Q41144,DSNAME4699,Personal (Name Authority),Pero López de Ayala,Q81678
Perrin Remiet,Q1667,DSNAME503,Personal (Name Authority),Perrin Remiet,Q18508588
Persius,Q7636,DSNAME1475,Personal (Name Authority),Persius,Q332785
Peter Arrell Brown Widener,Q20530,DSNAME3043,Personal (Name Authority),Peter Arrell Brown Widener,Q7172565
Peter Arrell Brown Widener II,Q20525,DSNAME3038,Personal (Name Authority),Peter Arrell Brown Widener II,Q27886487
Peter B. Howard,Q40905,DSNAME4460,Personal (Name Authority),Peter B. Howard,Q120442567
Peter Cantor,Q41448,DSNAME5003,Personal (Name Authority),Peter Cantor,Q1231596
Peter Ceffons,Q41441,DSNAME4996,Personal (Name Authority),Peter Ceffons,Q7173221
Peter Christos,Q40749,DSNAME4304,Personal (Name Authority),Peter Christos,Q124515269
Peter Damian,Q839,DSNAME235,Personal (Name Authority),Peter Damian,Q258369
Peter Eaton,Q17713,DSNAME2504,Personal (Name Authority),Peter Eaton,Q113819016
Peter Hosemann,Q41442,DSNAME4997,Personal (Name Authority),Peter Hosemann,Q63823475
Peter Idley,Q41443,DSNAME4998,Personal (Name Authority),Peter Idley,Q19335561
Peter Le Neve,Q16491,DSNAME2183,Personal (Name Authority),Peter Le Neve,Q7175396
Peter Lombard,Q1124,DSNAME307,Personal (Name Authority),Peter Lombard,Q315347
Peter Lombard,Q41142,DSNAME4697,Personal (Name Authority),Peter Lombard,Q7175510
Peter Ludwig,Q454,DSNAME181,Personal (Name Authority),Peter Ludwig,Q73991
Peter Paludanus,Q7900,DSNAME1535,Personal (Name Authority),Peter Paludanus,Q2081053
Peter Pascual,Q41423,DSNAME4978,Personal (Name Authority),Peter Pascual,Q744531
Peter Roth,Q41462,DSNAME5017,Personal (Name Authority),Peter Roth,Q43598332
Peter Schmieher,Q7916,DSNAME1551,Personal (Name Authority),Peter Schmieher,Q55194375
Peter de Rivo,Q41457,DSNAME5012,Personal (Name Authority),Peter de Rivo,Q7177901
Peter of Ancarano,Q41454,DSNAME5009,Personal (Name Authority),Peter of Ancarano,Q2081037
Peter of Bergamo,Q802,DSNAME214,Personal (Name Authority),Peter of Bergamo,Q7177913
Peter of Blois,Q41444,DSNAME4999,Personal (Name Authority),Peter of Blois,Q926670
Peter of Eboli,Q41445,DSNAME5000,Personal (Name Authority),Peter of Eboli,Q707723
Peter of Peckham,Q41482,DSNAME5037,Personal (Name Authority),Peter of Peckham,Q18880169
Peter of Poitiers,Q6147,DSNAME3064,Personal (Name Authority),Peter of Poitiers,Q3387668
Peter of Spain,Q41459,DSNAME5014,Personal (Name Authority),Peter of Spain,Q320546
"Peter, Constable of Portugal",Q41420,DSNAME4975,Personal (Name Authority),"Peter, Constable of Portugal",Q965686
Petrarch,Q16486,DSNAME2178,Personal (Name Authority),Petrarch,Q1401
Petros,Q41450,DSNAME5005,Personal (Name Authority),Petros,Q124566916
Petruccio Ubaldini,Q41793,DSNAME5348,Personal (Name Authority),Petruccio Ubaldini,Q3901125
Petrus Adamus Mantuanus,Q41461,DSNAME5016,Personal (Name Authority),Petrus Adamus Mantuanus,Q94761595
Petrus Agarius,Q8069,DSNAME1578,Personal (Name Authority),Petrus Agarius,Q116235295
Petrus Alphonsi,Q41452,DSNAME5007,Personal (Name Authority),Petrus Alphonsi,Q2080920
Petrus Apianus,Q40170,DSNAME3725,Personal (Name Authority),Petrus Apianus,Q58662
Petrus Aureolus,Q6082,DSNAME1203,Personal (Name Authority),Petrus Aureolus,Q1383191
Petrus Bonus,Q27866,DSNAME3077,Personal (Name Authority),Petrus Bonus,Q3377681
Petrus Comestor,Q1586,DSNAME2150,Personal (Name Authority),Petrus Comestor,Q785250
Petrus De Ricey,Q40521,DSNAME4076,Personal (Name Authority),Petrus De Ricey,Q124566774
Petrus Giraud,Q7058,DSNAME1310,Personal (Name Authority),Petrus Giraud,Q116377440
Petrus Grasolorrius,Q16596,DSNAME2295,Personal (Name Authority),Petrus Grasolorrius,Q123274770
Petrus Hofman Peerlkamp,Q41426,DSNAME4981,Personal (Name Authority),Petrus Hofman Peerlkamp,Q2037927
Petrus Hofstede,Q16709,DSNAME2410,Personal (Name Authority),Petrus Hofstede,Q1877878
Petrus Jensenius,Q20177,DSNAME2860,Personal (Name Authority),Petrus Jensenius,Q122873514
Petrus Joseph Puccius,Q27861,DSNAME3072,Personal (Name Authority),Petrus Joseph Puccius,Q123851949
Petrus Leonardus,Q20308,DSNAME2998,Personal (Name Authority),Petrus Leonardus,Q122873515
Petrus Lomer,Q467,DSNAME194,Personal (Name Authority),Petrus Lomer,Q114242519
Petrus Martinotius,Q20306,DSNAME2996,Personal (Name Authority),Petrus Martinotius,Q122873516
Petrus Molitor,Q41274,DSNAME4829,Personal (Name Authority),Petrus Molitor,Q124566886
Petrus Riga,Q6085,DSNAME1505,Personal (Name Authority),Petrus Riga,Q556117
Petrus Verliot,Q41816,DSNAME5371,Personal (Name Authority),Petrus Verliot,Q124566971
Petrus Ysermans,Q20173,DSNAME2856,Personal (Name Authority),Petrus Ysermans,Q122873546
Petrus Zwicker,Q41449,DSNAME5004,Personal (Name Authority),Petrus Zwicker,Q800104
Petrus de Braco,Q5131,DSNAME1138,Personal (Name Authority),Petrus de Braco,Q116040900
Petrus de Herenthals,Q41451,DSNAME5006,Personal (Name Authority),Petrus de Herenthals,Q112373078
Petrus de Isolella,Q6135,DSNAME1256,Personal (Name Authority),Petrus de Isolella,Q120442577
Petrus de Luno,Q7925,DSNAME1562,Personal (Name Authority),Petrus de Luno,Q116520092
Petrus de Monastero,Q5139,DSNAME1147,Personal (Name Authority),Petrus de Monastero,Q116192681
Petrus de Traiecto,Q436,DSNAME163,Personal (Name Authority),Petrus de Traiecto,Q114242494
Petrus de la Cavalleria,Q41087,DSNAME4642,Personal (Name Authority),Petrus de la Cavalleria,Q124566855
Phalaris,Q41463,DSNAME5018,Personal (Name Authority),Phalaris,Q452265
Philadelphia Museum of Art,Q42025,DSNAME5580,Corporate (Name Authority),Philadelphia Museum of Art,Q510324
Philadelphia Rare Books & Manuscripts Company,Q16537,DSNAME2234,Corporate (Name Authority),Philadelphia Rare Books & Manuscripts Company,Q123285062
Philagathus of Cerami,Q20275,DSNAME2964,Personal (Name Authority),Philagathus of Cerami,Q3744914
Philip Augustus Hanrott,Q40837,DSNAME4392,Personal (Name Authority),Philip Augustus Hanrott,Q108402300
Philip C. Duschnes,Q16517,DSNAME2212,Personal (Name Authority),Philip C. Duschnes,Q67614357
Philip Carteret Webb,Q41843,DSNAME5398,Personal (Name Authority),Philip Carteret Webb,Q7183335
Philip Hofer,Q16659,DSNAME2358,Personal (Name Authority),Philip Hofer,Q19754076
"Philip Howard, 20th Earl of Arundel",Q40188,DSNAME3743,Personal (Name Authority),"Philip Howard, 20th Earl of Arundel",Q336320
Philip Hurd,Q20294,DSNAME2983,Personal (Name Authority),Philip Hurd,Q108308272
Philip I of Hesse,Q41467,DSNAME5022,Personal (Name Authority),Philip I of Hesse,Q169319
Philip II of Daun-Oberstein,Q41465,DSNAME5020,Personal (Name Authority),Philip II of Daun-Oberstein,Q2086852
Philip II of France,Q41466,DSNAME5021,Personal (Name Authority),Philip II of France,Q34428
Philip II of Spain,Q17780,DSNAME2572,Personal (Name Authority),Philip II of Spain,Q34417
Philip III of Spain,Q41700,DSNAME5255,Personal (Name Authority),Philip III of Spain,Q34464
Philip Jacob Grangier,Q857,DSNAME253,Personal (Name Authority),Philip Jacob Grangier,Q116523308
"Philip Kerr, 11th Marquess of Lothian",Q7049,DSNAME1301,Personal (Name Authority),"Philip Kerr, 11th Marquess of Lothian",Q957575
Philip Milburn,Q42278,DSNAME5805,Personal (Name Authority),Philip Milburn,Q125930855
Philip Robinson,Q415,DSNAME142,Personal (Name Authority),Philip Robinson,Q114242505
Philip Sidney,Q41468,DSNAME5023,Personal (Name Authority),Philip Sidney,Q315509
Philip Sills,Q42279,DSNAME5806,Personal (Name Authority),Philip Sills,Q125930856
Philip Stos,Q41720,DSNAME5275,Personal (Name Authority),Philip Stos,Q124566956
Philip of the Palatinate,Q1886,DSNAME651,Personal (Name Authority),Philip of the Palatinate,Q72026
Philip the Chancellor,Q42280,DSNAME5807,Personal (Name Authority),Philip the Chancellor,Q768555
Philipp Melanchthon,Q12916,DSNAME2108,Personal (Name Authority),Philipp Melanchthon,Q76325
Philippe Desportes,Q40524,DSNAME4079,Personal (Name Authority),Philippe Desportes,Q605064
Philippe Hurault de Cheverny,Q20293,DSNAME2982,Personal (Name Authority),Philippe Hurault de Cheverny,Q3380037
Philippe II de Croÿ,Q2851,DSNAME741,Personal (Name Authority),Philippe II de Croÿ,Q935822
Philippe de Béthune,Q40285,DSNAME3840,Personal (Name Authority),Philippe de Béthune,Q3380920
Philippus,Q8236,DSNAME1667,Personal (Name Authority),Philippus,Q116192866
Philippus Brusserius,Q7578,DSNAME1416,Personal (Name Authority),Philippus Brusserius,Q116041584
Phillip J. Pirages Fine Books & Manuscripts,Q1127,DSNAME310,Corporate (Name Authority),Phillip J. Pirages Fine Books & Manuscripts,Q116790542
Philo of Alexandria,Q41469,DSNAME5024,Personal (Name Authority),Philo of Alexandria,Q189597
Philo of Byblos,Q41470,DSNAME5025,Personal (Name Authority),Philo of Byblos,Q504771
Phocylides,Q41471,DSNAME5026,Personal (Name Authority),Phocylides,Q972799
Piccolomini,Q8207,DSNAME1638,Corporate (Name Authority),Piccolomini,Q611733
Piccolomo Oltremonti,Q8220,DSNAME1651,Personal (Name Authority),Piccolomo Oltremonti,Q116486938
Pier Francesco Portinari,Q7344,DSNAME1404,Personal (Name Authority),Pier Francesco Portinari,Q116570744
Pier Paolo Vergerio,Q41480,DSNAME5035,Personal (Name Authority),Pier Paolo Vergerio,Q668134
Pierleone Leoni,Q41478,DSNAME5033,Personal (Name Authority),Pierleone Leoni,Q3903068
Piero Cennini,Q40421,DSNAME3976,Personal (Name Authority),Piero Cennini,Q103842786
Piero Ginori Conti,Q3165,DSNAME1157,Personal (Name Authority),Piero Ginori Conti,Q3903260
Piero Vettori,Q8083,DSNAME1592,Personal (Name Authority),Piero Vettori,Q784373
Piero de Ricci,Q5497,DSNAME1170,Personal (Name Authority),Piero de Ricci,Q116192722
Piero del Paradiso,Q41479,DSNAME5034,Personal (Name Authority),Piero del Paradiso,Q114242544
Piero di Luigi Guicciardini,Q41163,DSNAME4718,Personal (Name Authority),Piero di Luigi Guicciardini,Q3903393
Pierre Bersuire,Q4458,DSNAME1095,Personal (Name Authority),Pierre Bersuire,Q1370726
Pierre Danes,Q5092,DSNAME1099,Personal (Name Authority),Pierre Danes,Q3384615
Pierre Fraenkel,Q3177,DSNAME776,Personal (Name Authority),Pierre Fraenkel,Q59530171
Pierre Gorman,Q408,DSNAME135,Personal (Name Authority),Pierre Gorman,Q1671373
Pierre Grégoire,Q41483,DSNAME5038,Personal (Name Authority),Pierre Grégoire,Q3385354
Pierre Gélis-Didot,Q1607,DSNAME443,Personal (Name Authority),Pierre Gélis-Didot,Q106675850
Pierre Mathieu,Q897,DSNAME284,Personal (Name Authority),Pierre Mathieu,Q114242545
Pierre Picard le Jeune,Q40630,DSNAME4185,Personal (Name Authority),Pierre Picard le Jeune,Q124258072
Pierre Pithou,Q16629,DSNAME2328,Personal (Name Authority),Pierre Pithou,Q2093849
Pierre Tassel,Q3211,DSNAME810,Personal (Name Authority),Pierre Tassel,Q116619928
Pierre d'Abernon,Q41446,DSNAME5001,Personal (Name Authority),Pierre d'Abernon,Q3387411
Pierre d'Ailly,Q41453,DSNAME5008,Personal (Name Authority),Pierre d'Ailly,Q318580
Pierre de Belleperche,Q41455,DSNAME5010,Personal (Name Authority),Pierre de Belleperche,Q3387452
Pierre de La Cépède,Q41481,DSNAME5036,Personal (Name Authority),Pierre de La Cépède,Q105742067
Pierre de La Vacherie,Q20283,DSNAME2972,Personal (Name Authority),Pierre de La Vacherie,Q121133874
Pieter Bondam,Q1835,DSNAME600,Personal (Name Authority),Pieter Bondam,Q2074033
Pietro Andrea Mattioli,Q41236,DSNAME4791,Personal (Name Authority),Pietro Andrea Mattioli,Q457191
Pietro Andrea di Bassi,Q40238,DSNAME3793,Personal (Name Authority),Pietro Andrea di Bassi,Q124566722
Pietro Antonio Crevenna,Q40309,DSNAME3864,Personal (Name Authority),Pietro Antonio Crevenna,Q55902726
Pietro Aretino,Q7306,DSNAME1365,Personal (Name Authority),Pietro Aretino,Q296272
Pietro Bembo,Q16676,DSNAME2376,Personal (Name Authority),Pietro Bembo,Q334188
Pietro Candido Decembrio,Q40512,DSNAME4067,Personal (Name Authority),Pietro Candido Decembrio,Q714963
Pietro Cavallini,Q40416,DSNAME3971,Personal (Name Authority),Pietro Cavallini,Q124364123
Pietro Civaleri,Q7587,DSNAME1425,Personal (Name Authority),Pietro Civaleri,Q116319517
Pietro Dini,Q42281,DSNAME5808,Personal (Name Authority),Pietro Dini,Q29569163
Pietro Flores,Q8224,DSNAME1655,Personal (Name Authority),Pietro Flores,Q116327081
Pietro Giuseppe Ignati Mattei Cattochii,Q3780,DSNAME941,Personal (Name Authority),Pietro Giuseppe Ignati Mattei Cattochii,Q116272207
Pietro Gravina,Q41485,DSNAME5040,Personal (Name Authority),Pietro Gravina,Q1080488
Pietro Lamberti,Q8228,DSNAME1659,Personal (Name Authority),Pietro Lamberti,Q64777442
Pietro Magno,Q7334,DSNAME1394,Personal (Name Authority),Pietro Magno,Q55229164
Pietro Michele,Q41486,DSNAME5041,Personal (Name Authority),Pietro Michele,Q117324190
Pietro Millini,Q404,DSNAME131,Personal (Name Authority),Pietro Millini,Q114242487
Pietro Odescalchi,Q41355,DSNAME4910,Personal (Name Authority),Pietro Odescalchi,Q18758550
Pietro Paolo Muscarello,Q446,DSNAME173,Personal (Name Authority),Pietro Paolo Muscarello,Q114242415
Pietro Paolo Spinelli,Q852,DSNAME248,Personal (Name Authority),Pietro Paolo Spinelli,Q117351943
Pietro Parenzi,Q8196,DSNAME1627,Personal (Name Authority),Pietro Parenzi,Q116487008
Pietro Pomponazzi,Q41487,DSNAME5042,Personal (Name Authority),Pietro Pomponazzi,Q318787
Pietro d'Abano,Q42276,DSNAME5803,Personal (Name Authority),Pietro d'Abano,Q313174
Pietro da Tossignano,Q41484,DSNAME5039,Personal (Name Authority),Pietro da Tossignano,Q55226828
Pietro de' Crescenzi,Q434,DSNAME161,Personal (Name Authority),Pietro de' Crescenzi,Q1933377
Pietro della Vigna,Q41477,DSNAME5032,Personal (Name Authority),Pietro della Vigna,Q1394860
Pisanus Laurentius,Q41100,DSNAME4655,Personal (Name Authority),Pisanus Laurentius,Q120442571
Pistoia,Q4409,DSNAME1045,Corporate (Name Authority),Pistoia,Q13376
Pius II,Q894,DSNAME281,Personal (Name Authority),Pius II,Q101437
Pius III,Q5141,DSNAME1149,Personal (Name Authority),Pius III,Q160030
Pius IV,Q8315,DSNAME1682,Personal (Name Authority),Pius IV,Q161983
Pius V,Q40413,DSNAME3968,Personal (Name Authority),Pius V,Q131945
Pius VI,Q441,DSNAME168,Personal (Name Authority),Pius VI,Q128019
Pius XI,Q7053,DSNAME1305,Personal (Name Authority),Pius XI,Q42323
Placentinus,Q1926,DSNAME691,Personal (Name Authority),Placentinus,Q974126
Placida Mahl,Q17674,DSNAME2465,Personal (Name Authority),Placida Mahl,Q123378482
Plato,Q10866,DSNAME1726,Personal (Name Authority),Plato,Q859
Platonic Academy,Q3234,DSNAME833,Corporate (Name Authority),Platonic Academy,Q4579791
Plautus,Q41495,DSNAME5050,Personal (Name Authority),Plautus,Q47160
Pliny the Elder,Q41496,DSNAME5051,Personal (Name Authority),Pliny the Elder,Q82778
Pliny the Younger,Q6137,DSNAME1258,Personal (Name Authority),Pliny the Younger,Q168707
Plutarch,Q10867,DSNAME1727,Personal (Name Authority),Plutarch,Q41523
Poblet Monastery,Q430,DSNAME157,Corporate (Name Authority),Poblet Monastery,Q645157
Podestà of Monterubbiano (Italy),Q7583,DSNAME1421,Corporate (Name Authority),Podestà of Monterubbiano (Italy),Q116707680
Podestà of Monticchiello (Italy),Q8238,DSNAME1669,Corporate (Name Authority),Podestà of Monticchiello (Italy),Q116708144
Podestà of Perugia,Q7885,DSNAME1520,Corporate (Name Authority),Podestà of Perugia,Q87450169
Poggio Bracciolini,Q40332,DSNAME3887,Personal (Name Authority),Poggio Bracciolini,Q318254
Poliziano,Q7061,DSNAME1313,Personal (Name Authority),Poliziano,Q250414
Polyaenus,Q41497,DSNAME5052,Personal (Name Authority),Polyaenus,Q537755
Pomponius Mela,Q3770,DSNAME931,Personal (Name Authority),Pomponius Mela,Q297515
Pontigny Abbey,Q1589,DSNAME425,Corporate (Name Authority),Pontigny Abbey,Q591296
Poor Clares,Q16467,DSNAME2159,Corporate (Name Authority),Poor Clares,Q733658
Porcellio,Q7902,DSNAME1537,Personal (Name Authority),Porcellio,Q12270006
