id,manuscript,groups,source_date,source_title,source_catalog_or_lot_number,institution,sale_selling_agent,sale_seller_or_holder,sale_buyer,sale_sold,sale_date,sale_price,titles,authors,dates,artists,scribes,languages,materials,places,uses,missing_authority_names,folios,num_columns,num_lines,height,width,alt_size,miniatures_fullpage,miniatures_large,miniatures_small,miniatures_unspec_size,initials_historiated,initials_decorated,manuscript_binding,manuscript_link,other_info,provenance,created_at,created_by,updated_at,updated_by,approved,deprecated,unverified_legacy_record,superceded_by_id,draft,coordinates
284338,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10125,"","","","",,,"",Lections on the Blessed Virgin Mary (St. Martin-in-the-Fields),"",s. XII(ex) (1175 to 1199);  1185-1199 (1185 to 1199),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 052) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-13  4:19pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284339,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10126,"","","","",,,"",(Office of the Dead); (Windmill Psalter),"","","","","","","","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Morgan, J. P. (John Pierpont), 1867-1943 (Sir Sydney Cockerell gave this leaf (containing a portion of the Office of the Dead) to J. P. Morgan in 1916 as it originally came from the ""Windmill Psalter,"" held by the Pierpont Morgan Library, New York as MS M.102.); Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 053) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-13  4:33pm,roseamcc,false,false,false,,false,""
284340,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10127,"","","","",,,"",Bible (Bible),"",s. XIII(1) (1200 to 1250);  1200-1250 (1200 to 1250),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 054) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 11:53am,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284341,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10128,"","","","",,,"","Bible, glossed (Glossed Bible)","",s. XIII(3/4) (1250 to 1275);  1250-1275 (1250 to 1275),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 055) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 11:54am,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284342,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10129,"","","","",,,"",(Civil law with gloss),"",s. XIII(2) (1250 to 1299);  1250-1299 (1250 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.); University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 056) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 11:55am,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284343,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10130,"","","","",,,"",Lectionary (Lectionary),"",s. XIII(1) (1200 to 1250);  1200-1250 (1200 to 1250),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England?)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 057) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 11:57am,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284344,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10131,"","","","",,,"",Lectionary (Lectionary),"",s. XIII(med) (1240 to 1260);  1240-1260 (1240 to 1260),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 058) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 11:58am,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284345,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10132,"","","","",,,"",Missal (Missal),"",s. XII/XIII (1100 to 1299);  1190-1210 (1190 to 1210),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 059) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 11:59am,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284346,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10133,"","","","",,,"","Bible, glossed (Glossed Bible)","",s. XIII(med) (1240 to 1260);  1240-1260 (1240 to 1260),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 060) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 12:00pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284347,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10134,"","","","",,,"",Psalter (Psalter),"",s. XII/XIII (1100 to 1299);  1190-1210 (1190 to 1210),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 061) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 12:01pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284348,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10135,"","","","",,,"",Sermon on Blessed Virgin Mary (Sermon on Blessed Virgin Mary),"",s. XII(med) (1140 to 1160);  1140-1160 (1140 to 1160),"","",Latin (Latin),Parchment (parchment),"France, Europe (France, Channel); Northern France, France, Europe (France, Channel); Southern England, England, Great Britain, United Kingdom, Europe (France, Channel)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 062) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 12:03pm,roseamcc,false,false,false,,false,"(46.0,2.0); (49.440718,3.503918); (51.045559,-0.989293)"
284349,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10136,"","","","",,,"",Canon law with gloss (Canon law with gloss),"",s. XIII(med) (1240 to 1260);  1240-1260 (1240 to 1260),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 063) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 12:04pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284350,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10137,"","","","",,,"",Antiphonal (Antiphonal),"",s. XII(3/4) (1150 to 1175);  1150-1175 (1150 to 1175),"","",Latin (Latin),Parchment (parchment),"France, Europe (France?)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 064) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14 12:05pm,roseamcc,false,false,false,,false,"(46.0,2.0)"
284351,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10138,"","","","",,,"",De poenitentia (De poenitentia),"Ambrose, Saint, Bishop of Milan, -397 (Ambrose of Milan)",s. XIII(2) (1250 to 1299);  1250-1299 (1250 to 1299),"","",Latin (Latin),Parchment (parchment),"France, Europe (France?)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 065) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  1:19pm,roseamcc,false,false,false,,false,"(46.0,2.0)"
284352,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10139,"","","","",,,"",Sententiarum libri (Sententiarum libri); Sententiarum libri (Sentences),"Peter Lombard, Bishop of Paris, c. 1100-1160 (Peter Lombard)",s. XIII(1) (1200 to 1250);  1200-1250 (1200 to 1250),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 066) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  1:20pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284353,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10140,"","","","",,,"",Legal treatise (Legal treatise),"",s. XIII(1) (1200 to 1250);  1200-1250 (1200 to 1250),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England?)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 067) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  1:24pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284354,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10141,"","","","",,,"",Doctrinale (Doctrinale),"Alexander de Villa Dei, 1170-1250 (Alexander de Villa Dei)",s. XIII/XIV (1200 to 1399);  1290-1310 (1290 to 1310),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 068) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  3:37pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284355,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10142,"","","","",,,"",Treatise on logic (Treatise on logic),"",s. XIV(1) (1300 to 1350);  1300-1350 (1300 to 1350),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 069) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  3:38pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284356,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10143,"","","","",,,"",Dialogues (Dialogues),"Gregory I, Pope, c. 540-604 (Gregory the Great)",s. XIII(1/4) (1200 to 1225);  1200-1225 (1200 to 1225),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 070) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  3:40pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284357,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10144,"","","","",,,"","Celestial Hierarchy IX 10, 11, commentary on (Commentary on Celestial Hierarchy)","Hugh of St. Victor, 1096-1141 (Hugh of St. Victor)",s. XII(ex) (1175 to 1199);  1185-1199 (1185 to 1199),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 071) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  3:41pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284358,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10145,"","","","",,,"",Summa theologiae (Summa theologiae),"Thomas Aquinas, Saint, 1225?-1274 (Thomas Aquinas)",s. XIII/XIV (1200 to 1399);  1290-1310 (1290 to 1310),"","",Latin (Latin),Parchment (parchment),"France, Europe (France?)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 072) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  3:43pm,roseamcc,false,false,false,,false,"(46.0,2.0)"
284359,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10274,"","","","",,,"",Volvelle (Volvelle),"",s. XV(ex) (1475 to 1499);  1485-1499 (1485 to 1499),"","","",Paper (paper),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758;  his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 201) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  3:44pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284360,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10275,"","","","",,,"",Book inscription (Book inscription),"",s. XVI (1500 to 1599);  1500-1599 (1500 to 1599),"","",Latin (Latin),Paper (paper),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 202) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  3:45pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284361,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10276,"","","","",,,"",Library stamp (partial) (Library stamp (partial)),"",Undetermined,"","",Latin (Latin),Paper (paper),(Undetermined),"",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 (sale 1861 to Sir Thomas Phillipps, n.15758; his sale 22 May, 1913, lot 742) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 203) [1968 ]",2025-02-12  6:22pm,lpc,2025-02-14  3:46pm,roseamcc,false,false,false,,false,""
