File,subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label,structured_value,ds_qid
subjects.csv,Debt cancellation,fast,a,http://id.worldcat.org/fast/888782,Debt cancellation,http://id.worldcat.org/fast/888782,Q3592
subjects.csv,Debt cancellation.,fast,a,http://id.worldcat.org/fast/888782,Debt cancellation,http://id.worldcat.org/fast/888782,Q3592
subjects.csv,Debt cancellation--Italy--Early works to 1800,0,a--z--v,,Debt cancellation;Italy;Early works,http://id.worldcat.org/fast/888782;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q3592;Q249;Q300
subjects.csv,Debt cancellation--Italy--Early works to 1800.,0,a--z--v,,Debt cancellation;Italy;Early works,http://id.worldcat.org/fast/888782;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,Q3592;Q249;Q300
subjects.csv,Debt--India,0,a--z,,Debt;India,http://id.worldcat.org/fast/888768;http://id.worldcat.org/fast/1210276,Q8135;Q26595
subjects.csv,Debt--India--Religious aspects,0,a--z--x,,Debt;India,http://id.worldcat.org/fast/888768;http://id.worldcat.org/fast/1210276,Q8135;Q26595
subjects.csv,Debt--Italy,0,a--z,,Debt;Italy,http://id.worldcat.org/fast/888768;http://id.worldcat.org/fast/1204565,Q8135;Q249
subjects.csv,Debt--Italy.,0,a--z,,Debt;Italy,http://id.worldcat.org/fast/888768;http://id.worldcat.org/fast/1204565,Q8135;Q249
subjects.csv,Debt--Italy--Siena,0,a--z--z,,Debt;Italy--Siena,http://id.worldcat.org/fast/888768;http://id.worldcat.org/fast/1204409,Q8135;Q4200
subjects.csv,Debt--Italy--Siena.,0,a--z--z,,Debt;Italy--Siena,http://id.worldcat.org/fast/888768;http://id.worldcat.org/fast/1204409,Q8135;Q4200
subjects.csv,Debtor and creditor,fast,a,(OCoLC)fst00888809,Debtor and creditor,http://id.worldcat.org/fast/888809,Q48323
subjects.csv,Debtor and creditor--Spain--16th century,0,a--z--y,,Debtor and creditor;Spain;Sixteenth century,http://id.worldcat.org/fast/888809;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851,Q48323;Q343;Q335
subjects.csv,Debt--Religious aspects--Hinduism,0,a--x--x,,Debt;Hinduism,http://id.worldcat.org/fast/888768;http://id.worldcat.org/fast/957121,Q8135;Q27213
subjects.csv,"Debts, External",fast,a,(OCoLC)fst00888828,"Debts, External",http://id.worldcat.org/fast/888828,Q48244
subjects.csv,"Debts, External--Spain--Early works to 1800",0,a--z--v,,"Debts, External;Spain;Early works",http://id.worldcat.org/fast/888828;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636,Q48244;Q343;Q300
subjects.csv,Deccan (India),0,a,http://id.loc.gov/authorities/subjects/sh85036173,India--Deccan,http://id.worldcat.org/fast/1242608,Q26619
subjects.csv,Deccani painting,openn-subjects,,,Deccani painting,http://id.worldcat.org/fast/888928,Q18330
subjects.csv,Decimas,0,a,,Decimas,http://id.worldcat.org/fast/889006,Q48340
subjects.csv,Decimas,fast,a,(OCoLC)fst00889006,Decimas,http://id.worldcat.org/fast/889006,Q48340
subjects.csv,Decimas,0,a,http://id.loc.gov/authorities/subjects/sh85036194,Decimas,http://id.worldcat.org/fast/889006,Q48340
subjects.csv,Decimas,fast,a,,Decimas,http://id.worldcat.org/fast/889006,Q48340
subjects.csv,Declination (Astronomy)--Manuscripts--Early works to 1800,0,a--x--v,,Declination (Astronomy);Manuscripts;Early works,http://id.worldcat.org/fast/1742340;http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1411636,Q16280;Q38609;Q300
subjects.csv,Declination (Astronomy)--Manuscripts--Early works to 1800.,0,a--x--v,,Declination (Astronomy);Manuscripts;Early works,http://id.worldcat.org/fast/1742340;http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1411636,Q16280;Q38609;Q300
subjects.csv,Deeds,fast,a,(OCoLC)fst00889460,Deeds,http://id.worldcat.org/fast/889460,Q38803
subjects.csv,Deeds--England--Manuscripts--Early works to 1800,0,a--z--v--v,,Deeds;England;Manuscripts;Early works,http://id.worldcat.org/fast/889460;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,Q38803;Q320;Q331;Q300
subjects.csv,Deeds--France--Manuscripts--Early works to 1800,0,a--z--v--v,,Deeds;France;Manuscripts;Early works,http://id.worldcat.org/fast/889460;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1411636,Q38803;Q152;Q331;Q300
subjects.csv,Demonology,fast,a,http://id.worldcat.org/fast/890199,Demonology,http://id.worldcat.org/fast/890199,Q27468
subjects.csv,Demonology--India,0,a--z,,Demonology;India,http://id.worldcat.org/fast/890199;http://id.worldcat.org/fast/1210276,Q27468;Q26595
subjects.csv,Derbyshire (England),0,a,,England--Derbyshire,http://id.worldcat.org/fast/1202650,Q8373
subjects.csv,Derbyshire (England)--History,0,a--x,,England--Derbyshire;History,http://id.worldcat.org/fast/1202650;http://id.worldcat.org/fast/958235,Q8373;Q6879
subjects.csv,Derbyshire (England)--History.,0,a--x,,England--Derbyshire;History,http://id.worldcat.org/fast/1202650;http://id.worldcat.org/fast/958235,Q8373;Q6879
subjects.csv,Despotism,fast,a,(OCoLC)fst00891415,Despotism,http://id.worldcat.org/fast/891415,Q5916
subjects.csv,Despotism--Early works to 1800,0,a--v,,Despotism;Early works,http://id.worldcat.org/fast/891415;http://id.worldcat.org/fast/1411636,Q5916;Q300
subjects.csv,Despotism--Early works to 1800.,0,a--v,,Despotism;Early works,http://id.worldcat.org/fast/891415;http://id.worldcat.org/fast/1411636,Q5916;Q300
subjects.csv,Despotisme--Italie--Florence--16e siècle,6,a--z--z--y,,Despotism;Italy--Florence;Sixteenth century,http://id.worldcat.org/fast/891415;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1119851,Q5916;Q3604;Q335
subjects.csv,Despotism--Italy--Florence--16th century,0,a--z--z--y,,Despotism;Italy--Florence;Sixteenth century,http://id.worldcat.org/fast/891415;http://id.worldcat.org/fast/1204699;http://id.worldcat.org/fast/1119851,Q5916;Q3604;Q335
subjects.csv,Dettes extérieures--Espagne--Ouvrages avant 1800,6,a--z--v,,"Debts, External;Spain;Early works",http://id.worldcat.org/fast/888828;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636,Q48244;Q343;Q300
subjects.csv,Devices (Heraldry),fast,a,,Devices (Heraldry),http://id.worldcat.org/fast/891970,Q48371
subjects.csv,Devices (Heraldry)--Spain,0,a--z,,Devices (Heraldry);Spain,http://id.worldcat.org/fast/891970;http://id.worldcat.org/fast/1204303,Q48371;Q343
subjects.csv,Devices (Heraldry)--Spain--Early works to 1800,0,a--z--v,,Devices (Heraldry);Spain;Early works,http://id.worldcat.org/fast/891970;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411636,Q48371;Q343;Q300
subjects.csv,Devil--Early works to 1800,0,a--v,,Devil;Early works,http://id.worldcat.org/fast/891974;http://id.worldcat.org/fast/1411636,Q38877;Q300
subjects.csv,Devon (England)--History,0,a--x,,England--Devon;History,http://id.worldcat.org/fast/1206047;http://id.worldcat.org/fast/958235,Q3609;Q6879
subjects.csv,Devon (England)--History.,0,a--x,,England--Devon;History,http://id.worldcat.org/fast/1206047;http://id.worldcat.org/fast/958235,Q3609;Q6879
subjects.csv,Devotio moderna--History--Sources,0,a--x--x,,Devotio moderna;History;Sources,http://id.worldcat.org/fast/892004;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q38878;Q6879;Q2769
subjects.csv,Devotion,openn-subjects,,,Prayers and devotions,http://id.worldcat.org/fast/1423909,Q3052
subjects.csv,Devotional calendars,0,a,,Devotional calendars,http://id.worldcat.org/fast/892010,Q26838
subjects.csv,Devotional calendars--Catholic Church--Early works to 1800,0,a--x--v,,Devotional calendars--Catholic Church;Catholic Church;Early works,http://id.worldcat.org/fast/1750953;http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636,Q26660;Q310;Q300
subjects.csv,Devotional exercises,0,a,http://id.loc.gov/authorities/subjects/sh85037397,Devotional exercises,http://id.worldcat.org/fast/892012,Q7672
subjects.csv,Devotional exercises,fast,a,http://id.worldcat.org/fast/892012,Devotional exercises,http://id.worldcat.org/fast/892012,Q7672
subjects.csv,Devotional exercises.,fast,a,http://id.worldcat.org/fast/892012,Devotional exercises,http://id.worldcat.org/fast/892012,Q7672
subjects.csv,Devotional exercises.,0,a,http://id.loc.gov/authorities/subjects/sh85037397,Devotional exercises,http://id.worldcat.org/fast/892012,Q7672
subjects.csv,Devotional literature,0,a,http://id.loc.gov/authorities/subjects/sh85037398,Devotional literature,http://id.worldcat.org/fast/892015,Q2950
subjects.csv,Devotional literature,0,a,,Devotional literature,http://id.worldcat.org/fast/892015,Q2950
subjects.csv,Devotional literature,fast,a,http://id.worldcat.org/fast/892015,Devotional literature,http://id.worldcat.org/fast/892015,Q2950
subjects.csv,"Devotional literature, English (Middle)",0,a,http://id.loc.gov/authorities/subjects/sh89005456,"Devotional literature, English (Middle)",http://id.worldcat.org/fast/892024,Q7140
subjects.csv,"Devotional literature, English (Middle)",fast,a,http://id.worldcat.org/fast/892024,"Devotional literature, English (Middle)",http://id.worldcat.org/fast/892024,Q7140
subjects.csv,"Devotional literature, French",0,a,http://id.loc.gov/authorities/subjects/sh85037401,"Devotional literature, French",http://id.worldcat.org/fast/892026,Q7462
subjects.csv,"Devotional literature, French",fast,a,http://id.worldcat.org/fast/892026,"Devotional literature, French",http://id.worldcat.org/fast/892026,Q7462
subjects.csv,"Devotional literature, French.",0,a,http://id.loc.gov/authorities/subjects/sh85037401,"Devotional literature, French",http://id.worldcat.org/fast/892026,Q7462
subjects.csv,"Devotional literature, French.",fast,a,http://id.worldcat.org/fast/892026,"Devotional literature, French",http://id.worldcat.org/fast/892026,Q7462
subjects.csv,"Devotional literature, German",fast,a,http://id.worldcat.org/fast/1736795,"Devotional literature, German",http://id.worldcat.org/fast/1736795,Q4858
subjects.csv,"Devotional literature, German.",fast,a,http://id.worldcat.org/fast/1736795,"Devotional literature, German",http://id.worldcat.org/fast/1736795,Q4858
subjects.csv,"Devotional literature, German--Early works to 1800",0,a--v,,"Devotional literature, German;Early works",http://id.worldcat.org/fast/1736795;http://id.worldcat.org/fast/1411636,Q4858;Q300
subjects.csv,"Devotional literature, German--Early works to 1800.",0,a--v,,"Devotional literature, German;Early works",http://id.worldcat.org/fast/1736795;http://id.worldcat.org/fast/1411636,Q4858;Q300
subjects.csv,"Devotional literature, Hindi",0,a,http://id.loc.gov/authorities/subjects/sh95008029,"Devotional literature, Hindi",http://id.worldcat.org/fast/892029,Q26614
subjects.csv,"Devotional literature, Hindi",fast,a,http://id.worldcat.org/fast/892029,"Devotional literature, Hindi",http://id.worldcat.org/fast/892029,Q26614
subjects.csv,"Devotional literature, Italian",0,a,http://id.loc.gov/authorities/subjects/sh85037402,"Devotional literature, Italian",http://id.worldcat.org/fast/892033,Q7131
subjects.csv,"Devotional literature, Italian",fast,a,http://id.worldcat.org/fast/892033,"Devotional literature, Italian",http://id.worldcat.org/fast/892033,Q7131
subjects.csv,"Devotional literature, Italian",0,a,,"Devotional literature, Italian",http://id.worldcat.org/fast/892033,Q7131
subjects.csv,"Devotional literature, Italian.",0,a,http://id.loc.gov/authorities/subjects/sh85037402,"Devotional literature, Italian",http://id.worldcat.org/fast/892033,Q7131
subjects.csv,"Devotional literature, Italian.",fast,a,http://id.worldcat.org/fast/892033,"Devotional literature, Italian",http://id.worldcat.org/fast/892033,Q7131
subjects.csv,"Devotional literature, Italian--Early works to 1800",0,a--v,,"Devotional literature, Italian;Early works",http://id.worldcat.org/fast/892033;http://id.worldcat.org/fast/1411636,Q7131;Q300
subjects.csv,"Devotional literature, Italian--Early works to 1800.",0,a--v,,"Devotional literature, Italian;Early works",http://id.worldcat.org/fast/892033;http://id.worldcat.org/fast/1411636,Q7131;Q300
subjects.csv,"Devotional literature, Latin (Medieval and modern)--Germany--Early works to 1800",0,a--z--v,,"Devotional literature, Latin (Medieval and modern);Germany;Early works",http://id.worldcat.org/fast/892038;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1411636,Q26968;Q3032;Q300
subjects.csv,"Devotional literature, Marathi",0,a,http://id.loc.gov/authorities/subjects/sh2012001572,"Devotional literature, Marathi",http://id.worldcat.org/fast/1893465,Q26718
subjects.csv,"Devotional literature, Marathi",fast,a,http://id.worldcat.org/fast/1893465,"Devotional literature, Marathi",http://id.worldcat.org/fast/1893465,Q26718
subjects.csv,"Devotional literature, Sanskrit",0,a,,"Devotional literature, Sanskrit",http://id.worldcat.org/fast/892043,Q26699
subjects.csv,"Devotional literature, Sanskrit",0,a,http://id.loc.gov/authorities/subjects/sh2003006059,"Devotional literature, Sanskrit",http://id.worldcat.org/fast/892043,Q26699
subjects.csv,"Devotional literature, Sanskrit",fast,a,http://id.worldcat.org/fast/892043,"Devotional literature, Sanskrit",http://id.worldcat.org/fast/892043,Q26699
subjects.csv,"Devotional literature, Sanskrit--Early works to 1800",0,a--x,,"Devotional literature, Sanskrit;Early works",http://id.worldcat.org/fast/892043;http://id.worldcat.org/fast/1411636,Q26699;Q300
subjects.csv,"Devotional literature, Sanskrit--Early works to 1800",0,a--v,,"Devotional literature, Sanskrit;Early works",http://id.worldcat.org/fast/892043;http://id.worldcat.org/fast/1411636,Q26699;Q300
subjects.csv,Devotional literature.,fast,a,http://id.worldcat.org/fast/892015,Devotional literature,http://id.worldcat.org/fast/892015,Q2950
subjects.csv,Devotional literature.,0,a,http://id.loc.gov/authorities/subjects/sh85037398,Devotional literature,http://id.worldcat.org/fast/892015,Q2950
subjects.csv,Devotional literature.,0,a,,Devotional literature,http://id.worldcat.org/fast/892015,Q2950
subjects.csv,Devotional literature--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2009123289,Devotional literature;Early works,http://id.worldcat.org/fast/892015;http://id.worldcat.org/fast/1411636,Q2950;Q300
subjects.csv,Devotional literature--Early works to 1800,0,a--v,,Devotional literature;Early works,http://id.worldcat.org/fast/892015;http://id.worldcat.org/fast/1411636,Q2950;Q300
subjects.csv,Devotional literature--Early works to 1800.,0,a--v,http://id.loc.gov/authorities/subjects/sh2009123289,Devotional literature;Early works,http://id.worldcat.org/fast/892015;http://id.worldcat.org/fast/1411636,Q2950;Q300
subjects.csv,Devotional literature--Jesus Christ--Mary Magdalene--Early works to 1800,0,a--v--v--v,,"Devotional literature;Jesus Christ;Mary Magdalene, Saint;Early works",http://id.worldcat.org/fast/892015;http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/32964;http://id.worldcat.org/fast/1411636,Q2950;Q338;Q6902;Q300
subjects.csv,"Devotional poetry, Arabic",fast,a,(OCoLC)fst00892054,"Devotional poetry, Arabic",http://id.worldcat.org/fast/892054,Q11202
subjects.csv,"Devotional poetry, Arabic",0,a,http://id.loc.gov/authorities/subjects/sh98003813--(uri) http://id.loc.gov/authorities/subjects/sh98003813,"Devotional poetry, Arabic",http://id.worldcat.org/fast/892054,Q11202
subjects.csv,"Devotional poetry, Arabic.",0,a,http://id.loc.gov/authorities/subjects/sh98003813--(uri) http://id.loc.gov/authorities/subjects/sh98003813,"Devotional poetry, Arabic",http://id.worldcat.org/fast/892054,Q11202
subjects.csv,"Devotional poetry, Arabic.",fast,a,(OCoLC)fst00892054,"Devotional poetry, Arabic",http://id.worldcat.org/fast/892054,Q11202
subjects.csv,"Devotional poetry, Arabic--Early works to 1800",0,a--v,(uri) http://id.loc.gov/authorities/subjects/sh98003813,"Devotional poetry, Arabic;Early works",http://id.worldcat.org/fast/892054;http://id.worldcat.org/fast/1411636,Q11202;Q300
subjects.csv,"Devotional poetry, Arabic--Early works to 1800.",0,a--v,(uri) http://id.loc.gov/authorities/subjects/sh98003813,"Devotional poetry, Arabic;Early works",http://id.worldcat.org/fast/892054;http://id.worldcat.org/fast/1411636,Q11202;Q300
subjects.csv,Dharma,fast,a,http://id.worldcat.org/fast/892093,Dharma,http://id.worldcat.org/fast/892093,Q26837
subjects.csv,Dharma,0,a,,Dharma,http://id.worldcat.org/fast/892093,Q26837
subjects.csv,Dharma,0,a,http://id.loc.gov/authorities/subjects/sh85037434,Dharma,http://id.worldcat.org/fast/892093,Q26837
subjects.csv,Dharma--Early works to 1800,0,a--v,,Dharma;Early works,http://id.worldcat.org/fast/892093;http://id.worldcat.org/fast/1411636,Q26837;Q300
subjects.csv,Dharma--Early works to 1800,0,a--x,,Dharma;Early works,http://id.worldcat.org/fast/892093;http://id.worldcat.org/fast/1411636,Q26837;Q300
subjects.csv,Dharma--Hinduism,0,a--x,,Dharma;Hinduism,http://id.worldcat.org/fast/892093;http://id.worldcat.org/fast/957121,Q26837;Q27213
subjects.csv,Dharma--Religious aspects--Hinduism,0,a--x--x,,Dharma;Hinduism,http://id.worldcat.org/fast/892093;http://id.worldcat.org/fast/957121,Q26837;Q27213
subjects.csv,Dharma--Texts--Early works to 1800,0,a--v--v,,Dharma;Texts;Early works,http://id.worldcat.org/fast/892093;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q26837;Q3066;Q300
subjects.csv,Dhimmis (Islamic law),fast,a,(OCoLC)fst01797956,Dhimmis (Islamic law),http://id.worldcat.org/fast/1797956,Q11257
subjects.csv,Dhimmis (Islamic law)--Early works to 1800,0,a--v,(uri) http://id.loc.gov/authorities/subjects/sh85037446,Dhimmis (Islamic law);Early works,http://id.worldcat.org/fast/1797956;http://id.worldcat.org/fast/1411636,Q11257;Q300
subjects.csv,Dhimmis (Islamic law)--Early works to 1800.,0,a--v,(uri) http://id.loc.gov/authorities/subjects/sh85037446,Dhimmis (Islamic law);Early works,http://id.worldcat.org/fast/1797956;http://id.worldcat.org/fast/1411636,Q11257;Q300
subjects.csv,Diagnosis--Early works to 1800,0,a--v,,Diagnosis;Early works,http://id.worldcat.org/fast/892273;http://id.worldcat.org/fast/1411636,Q16256;Q300
subjects.csv,Diagnosis--Early works to 1800.,0,a--v,,Diagnosis;Early works,http://id.worldcat.org/fast/892273;http://id.worldcat.org/fast/1411636,Q16256;Q300
subjects.csv,Diagrams,openn-subjects,,,"Charts, diagrams, etc.",http://id.worldcat.org/fast/852545,Q18331
subjects.csv,Dialectic,fast,a,(OCoLC)fst00892462,Dialectic,http://id.worldcat.org/fast/892462,Q11445
subjects.csv,Dialectic.,fast,a,(OCoLC)fst00892462,Dialectic,http://id.worldcat.org/fast/892462,Q11445
subjects.csv,Dialectic--Early works to 1800,0,a--v,,Dialectic;Early works,http://id.worldcat.org/fast/892462;http://id.worldcat.org/fast/1411636,Q11445;Q300
subjects.csv,Dialectic--Early works to 1800.,0,a--v,,Dialectic;Early works,http://id.worldcat.org/fast/892462;http://id.worldcat.org/fast/1411636,Q11445;Q300
subjects.csv,Dialogues,fast,a,(OCoLC)fst00892505,Dialogues,http://id.worldcat.org/fast/892505,Q16367
subjects.csv,Dialogues,aat,a,http://vocab.getty.edu/aat/300026185,dialogues,http://vocab.getty.edu/aat/300026185,Q330
subjects.csv,"Dialogues, Greek",fast,a,(OCoLC)fst00892521,"Dialogues, Greek",http://id.worldcat.org/fast/892521,Q48308
subjects.csv,"Dialogues, Greek--Translations",0,a--v,,"Dialogues, Greek;Translations",http://id.worldcat.org/fast/892521;http://id.worldcat.org/fast/1423791,Q48308;Q18303
subjects.csv,Dialogues--Early works to 1800,0,a--v,,Dialogues;Early works,http://id.worldcat.org/fast/892505;http://id.worldcat.org/fast/1411636,Q16367;Q300
subjects.csv,Dialogues grecs--Traductions,6,a--v,,"Dialogues, Greek;Translations",http://id.worldcat.org/fast/892521;http://id.worldcat.org/fast/1423791,Q48308;Q18303
subjects.csv,Dialogues--Ouvrages avant 1800,6,a--v,,Dialogues;Early works,http://id.worldcat.org/fast/892505;http://id.worldcat.org/fast/1411636,Q16367;Q300
subjects.csv,Dialogues--Texts--Early works to 1800,0,a--v--v,,Dialogues;Texts;Early works,http://id.worldcat.org/fast/892505;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q16367;Q3066;Q300
subjects.csv,Dialogues--Texts--Early works to 1800.,0,a--v--v,,Dialogues;Texts;Early works,http://id.worldcat.org/fast/892505;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q16367;Q3066;Q300
subjects.csv,Diamonds,fast,a,http://id.worldcat.org/fast/892595,Diamonds,http://id.worldcat.org/fast/892595,Q26987
subjects.csv,Diamonds--India,0,a--z,http://id.loc.gov/authorities/subjects/sh85037569,Diamonds;India,http://id.worldcat.org/fast/892595;http://id.worldcat.org/fast/1210276,Q26987;Q26595
subjects.csv,Diarrhea,fast,a,http://id.worldcat.org/fast/892682,Diarrhea,http://id.worldcat.org/fast/892682,Q27430
subjects.csv,Diarrhea--India,0,a--z,,Diarrhea;India,http://id.worldcat.org/fast/892682;http://id.worldcat.org/fast/1210276,Q27430;Q26595
subjects.csv,Dice--Religious aspects,fast,a--x,http://id.worldcat.org/fast/2031391,Dice--Religious aspects,http://id.worldcat.org/fast/2031391,Q27044
subjects.csv,Dice--Religious aspects--Hinduism,0,a--x--x,,Dice--Religious aspects;Hinduism,http://id.worldcat.org/fast/2031391;http://id.worldcat.org/fast/957121,Q27044;Q27213
subjects.csv,Dice--Religious aspects--Hinduism--Early works to 1800,0,a--x--x--v,,Dice--Religious aspects;Hinduism;Early works,http://id.worldcat.org/fast/2031391;http://id.worldcat.org/fast/957121;http://id.worldcat.org/fast/1411636,Q27044;Q27213;Q300
subjects.csv,Dictators as authors--Early works to 1800,0,a--v,,Dictators as authors;Early works,http://id.worldcat.org/fast/1986296;http://id.worldcat.org/fast/1411636,Q5862;Q300
subjects.csv,Dictators as authors--Early works to 1800.,0,a--v,,Dictators as authors;Early works,http://id.worldcat.org/fast/1986296;http://id.worldcat.org/fast/1411636,Q5862;Q300
subjects.csv,Dictionary,openn-subjects,,,Encyclopedias and dictionaries,http://id.worldcat.org/fast/909533,Q175
subjects.csv,"Didactic literature, English (Middle)",0,a,http://id.loc.gov/authorities/subjects/sh95010838,"Didactic literature, English (Middle)",http://id.worldcat.org/fast/892953,Q38879
subjects.csv,"Didactic literature, German",0,a,http://id.loc.gov/authorities/subjects/sh85037728,"Didactic literature, German",http://id.worldcat.org/fast/892958,Q4975
subjects.csv,"Didactic literature, German",fast,a,http://id.worldcat.org/fast/892958,"Didactic literature, German",http://id.worldcat.org/fast/892958,Q4975
subjects.csv,"Didactic literature, German.",fast,a,http://id.worldcat.org/fast/892958,"Didactic literature, German",http://id.worldcat.org/fast/892958,Q4975
subjects.csv,"Didactic literature, German.",0,a,http://id.loc.gov/authorities/subjects/sh85037728,"Didactic literature, German",http://id.worldcat.org/fast/892958,Q4975
subjects.csv,"Didactic literature, Latin",0,a,,"Didactic literature, Latin",http://id.worldcat.org/fast/892967,Q38880
subjects.csv,"Didactic literature, Latin (Medieval and modern)",0,a,http://id.loc.gov/authorities/subjects/sh89002223,"Didactic literature, Latin (Medieval and modern)",http://id.worldcat.org/fast/892969,Q38881
subjects.csv,Didactic literature--Early works to 1800,0,a--v,,Didactic literature;Early works,http://id.worldcat.org/fast/892936;http://id.worldcat.org/fast/1411636,Q5814;Q300
subjects.csv,Didactic literature--Early works to 1800.,0,a--v,,Didactic literature;Early works,http://id.worldcat.org/fast/892936;http://id.worldcat.org/fast/1411636,Q5814;Q300
subjects.csv,"Didactic poetry, English (Middle)",0,a,http://id.loc.gov/authorities/subjects/sh94003480,"Didactic poetry, English (Middle)",http://id.worldcat.org/fast/892998,Q38882
subjects.csv,"Didactic poetry, Latin",0,a,http://id.loc.gov/authorities/subjects/sh85037739,"Didactic poetry, Latin",http://id.worldcat.org/fast/893018,Q2963
subjects.csv,"Didactic poetry, Latin",fast,a,http://id.worldcat.org/fast/893018,"Didactic poetry, Latin",http://id.worldcat.org/fast/893018,Q2963
subjects.csv,"Didactic poetry, Latin.",fast,a,http://id.worldcat.org/fast/893018,"Didactic poetry, Latin",http://id.worldcat.org/fast/893018,Q2963
subjects.csv,"Didactic poetry, Latin.",0,a,http://id.loc.gov/authorities/subjects/sh85037739,"Didactic poetry, Latin",http://id.worldcat.org/fast/893018,Q2963
subjects.csv,"Didactic poetry, Latin (Medieval and modern)",0,a,http://id.loc.gov/authorities/subjects/sh86005920,"Didactic poetry, Latin (Medieval and modern)",http://id.worldcat.org/fast/893021,Q6911
subjects.csv,"Didactic poetry, Latin (Medieval and modern)",fast,a,http://id.worldcat.org/fast/893021,"Didactic poetry, Latin (Medieval and modern)",http://id.worldcat.org/fast/893021,Q6911
subjects.csv,"Didactic poetry, Latin--Texts--Manuscripts",0,a--v--x,,"Didactic poetry, Latin;Texts;Manuscripts",http://id.worldcat.org/fast/893018;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1008230,Q2963;Q3066;Q38609
subjects.csv,"Didactic poetry, Latin--Texts--Manuscripts.",0,a--v--x,,"Didactic poetry, Latin;Texts;Manuscripts",http://id.worldcat.org/fast/893018;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1008230,Q2963;Q3066;Q38609
subjects.csv,Diet--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2009123351,Diet;Early works,http://id.worldcat.org/fast/893284;http://id.worldcat.org/fast/1411636,Q38883;Q300
subjects.csv,Dieu (Islam)--Ouvrages avant 1800,6,a--v,,God (Islam);Early works,http://id.worldcat.org/fast/944142;http://id.worldcat.org/fast/1411636,Q11509;Q300
subjects.csv,Dieu (Islam)--Ouvrages avant 1800.,6,a--v,,God (Islam);Early works,http://id.worldcat.org/fast/944142;http://id.worldcat.org/fast/1411636,Q11509;Q300
subjects.csv,Dīkṣā,fast,a,http://id.worldcat.org/fast/900398,Dīkṣā,http://id.worldcat.org/fast/900398,Q27082
subjects.csv,Dīkṣā--Early works to 1800,0,a--v,,Dīkṣā;Early works,http://id.worldcat.org/fast/900398;http://id.worldcat.org/fast/1411636,Q27082;Q300
subjects.csv,Dioceses,fast,a,http://id.worldcat.org/fast/894031,Dioceses,http://id.worldcat.org/fast/894031,Q7447
subjects.csv,Dioceses.,fast,a,http://id.worldcat.org/fast/894031,Dioceses,http://id.worldcat.org/fast/894031,Q7447
subjects.csv,Diplomacy,0,a,,Diplomacy,http://id.worldcat.org/fast/894188,Q17514
subjects.csv,Diplomacy.,0,a,,Diplomacy,http://id.worldcat.org/fast/894188,Q17514
subjects.csv,Diplomatic relations,fast,a,(OCoLC)fst01907412,Diplomatic relations,http://id.worldcat.org/fast/1907412,Q48240
subjects.csv,Diplomatic relations,fast,a,,Diplomatic relations,http://id.worldcat.org/fast/1907412,Q48240
subjects.csv,Disciples,fast,a,http://id.worldcat.org/fast/1352712,Disciples,http://id.worldcat.org/fast/1352712,Q27112
subjects.csv,Discipline,fast,a,http://id.worldcat.org/fast/894841,Discipline,http://id.worldcat.org/fast/894841,Q3516
subjects.csv,Discipline.,fast,a,http://id.worldcat.org/fast/894841,Discipline,http://id.worldcat.org/fast/894841,Q3516
subjects.csv,Discoveries in geography,0,a,http://id.loc.gov/authorities/subjects/sh85038366,Discoveries in geography,http://id.worldcat.org/fast/894950,Q38884
subjects.csv,Diseases,fast,a,http://id.worldcat.org/fast/895158,Diseases,http://id.worldcat.org/fast/895158,Q3631
subjects.csv,Diseases--China,0,a--z,,Diseases;China,http://id.worldcat.org/fast/895158;http://id.worldcat.org/fast/1206073,Q3631;Q12627
subjects.csv,Diseases--India,0,a--z,,Diseases;India,http://id.worldcat.org/fast/895158;http://id.worldcat.org/fast/1210276,Q3631;Q26595
