title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Rawḍat al-adhhān fī maʻrifat tashrīḥ badan al-insān,روضة الاذهان في معرفة تشريح بدن الانسان.,Tashrīḥ-i Manṣūrī,تشريح منصورى,Tashrīḥ-i Manṣūrī
"Recognoyssenssas et fieux novels appertenens al noble Joham de Vernoils, seigneur de Peyrat et conseigneur de Pompinhan an los locs de Pompinhan et de Gresolas",,,,Notarial documents
"Records of agreements between members of the Bragadin family, regarding property and obligations",,,,Family documents
Register of writs,,,,Writs
Renaissance miscellany,,,,Miscellany
Requesens family papers,,,,Family documents
Reshut le-nishmat le-Fesah leha-R. Binyamin,רשות לנשמת לפסח לה״ר בנימין.,Siddur (Roman rite).,סידור.,Siddur
Ricettario,,,,Recipes
Rime burlesche,,,,Poetry
"Roman de Troie, fragment",,Roman de Troie.,,Roman de Troie
Roman de la Rose,,Roman de la rose,,Roman de la rose
Roman-- des sept sages de Rome,,,,Seven sages of Rome
Samminiati notarial document excerpts,,,,Notarial documents
Sandra de Bascoli power of attorney,,,,Power of attorney
Sangalletti family accounts,,,,Family documents
School miscellany,,,,School miscellany
Sebastiano Benivieni will,,,,Will
Sefer ha-Ḳanon ... etc,,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
Sefer ha-Ḳanon ... etc,,Qānūn fī al-ṭibb.,,Qānūn fī al-ṭibb
Sefer ha-seder ha-ḳaṭan ... etc,,Qānūn fī al-ṭibb.,,Qānūn fī al-ṭibb
Selections from the Ḥadīth,,,,Ḥadīth
Sermone,,,,Sermons
Sermones a cena Domini usque ad vigiliam Paschae,,,,Sermons
Sermones anonymi,,,,Sermons
"Sermones de tempore, sanctis et variis causis",,,,Sermons
Sermones de tribus partibus penitencie ... etc,,,,Sermons
Sermones dominicales,,,,Sermons
Sermones dominicales per circulum anni,,,,Sermons
Sermones varii,,,,Sermons
Sermons,,,,Sermons
Sette salmi penitenziali ... etc,,Penitential Psalms.,,Penitential Psalms
Sharḥ Fuṣūl Buqurāṭ. Masāʼil Ḥunayn ibn Isḥāq,شرح فصول بقراط. مسائل حنين بن اسحاق.,Sharḥ Fusūl Ibuqrāṭ,شرح فصول ابقراط,Sharḥ Fusūl Ibuqrāṭ
Sharḥ Jighmīnī fī fann al-hayʼah,شرح جغميني في فن الهيئه.,Sharḥ al-Jaghmīnī,شرح الجغميني,Sharḥ al-Jaghmīnī
Sharḥ al-Mulakhkhaṣ fī al-hayʼah,شرح الملخص في الهيئة.,Sharḥ al-Jaghmīnī,شرح الجغميني,Sharḥ al-Jaghmīnī
Shāh Qāsim wa-ghayruhu min taṣānīfih,شاه قاسم وغيره من تصانيفه.,Poems,,Poetry
Sidur =,סדור.,Siddur (Italian),,Siddur
Simone di San Miniato will,,,,Will
Sirr al-asrār,سر الاسرار.,Secretum secretorum.,,Secretum secretorum
Somme le roi,,Somme des vices et vertus,,Somme le roi
Spanish Forger illumination,,,,Forgery
Specchio de coscienza,,Omnis mortalium cura.,,Omnis mortalium cura
Speculum monachorum ... etc,,,,Speculum monachorum
Spiritualis philosophia,,,,De anima
Splendor solis oder Sonnen Glantz,,,,Splendor solis
Statuta,,,,Statutes
Statuta Amelie,,,,Statutes
Statuta Ecclesiae Tullensis,,,,Statutes
Statuta civitatis Castelli,,,,Statutes
"Statuta communitatis Viglani edita per homines et communitatem dicti loci Viglani, diocesis et capitaneatus Astensis",,,,Statutes
Statuta et ordinamenta communis et hominum Montis Dolii,,,,Statutes
Statuta sive capitula loci Castini,,,,Statutes
Statutes,,,,Statutes
Statutes and constitution of the Ordre de Saint-Michel,,,,Statutes
Statutes and membership lists,,,,Statutes
Statutes and ordinances,,,,Statutes
Statuti del Bosco,,,,Statutes
Statuti della Dogana di Livorno etc,,,,Statutes
Stefano Orlandini power of attorney,,,,Power of attorney
Strozzi family power of attorney,,,,Power of attorney
Summa aurea in quattuor libros sententiarum,,Summa aurea,,Summa aurea
Summa de vitiis,,Summa de vitiis,,Summa de vitiis
Summa dictaminis ...etc,,,,Summa dictaminis
Summa metrica,,,,Summa metrica
Summa totius logicae,,Summa logicae,,Summa logicae
Summula de Summa Raymundi,,,,Summa
Summula de summa Raymundi,,,,Summa
Susanna family ledger,,,,Family documents
Taddea Salamon will,,,,Will
Terentii Comedie,,,,Comedies
Teseide,,,,Teseida
Texts for the Commemorative Office of the Virgin Mary and notated Office of the Dead,,,,Book of hours
Textus tertius libri sententiarum,,Libri quattuor sententiarum,,Libri quattuor sententiarum
Theologia naturalis,,,,Theologia naturalis
Theological miscellany,,,,Theological miscellany
Three devotional works,,,,Religious miscellany
Tommaso di Aringhello power of attorney,,,,Power of attorney
Tommaso di San Miniato will,,,,Will
Topica ... etc,,,,Topics
"Torah with Masorah, and haftarot",,Bible.,,Bible
Trattato dei peccati,,Omnis mortalium cura.,,Omnis mortalium cura
Trattato dei peccati mortali,,,,Omnis mortalium cura
Tribunal notarial document,,,,Notarial documents
Triumpho de la morte contra li magni et valenti homini de Italia,,,,Triumpho de la morte
Uguccioni and Marucelli miscellany,,,,Miscellany
Uguccioni family papers,,,,Family documents
Vanne de' Medici power of attorney,,,,Power of attorney
Ventimiglia family papers,,,,Family documents
Ventura di Baronto will,,,,Will
Viridarium consolationis,,,,Viridarium consolationis
Vita Sanctae Katharinae de Alexandria,,,,Life of Catherine of Alexandria
Vitae episcoporum et patriarcharum aquileiensium,,,,Vitae episcoporum et patriarcharum aquileiensium
XVI libri reductorii moralis in quo moralizantur omnes figure biblie et cetera,,Reductorium morale,,Reductorium morale
"Yemenite manuscript consisting of Va-yiḳra, Ba-midbar, Devarim","חומש תימני כולל ויקרא, במדבר, דברים.",Bible.,תורה.,Bible
Yesod ʻolam,,,,Yesod ʻolam
Yoreh deʻah,יורה דעה :,Yoreh deʻah,יורה דעה,Yoreh deʻah
al-Hidāyah,الهداية.,Hidāyah fī sharḥ al-Bidāyah,هداية في شرح البداية,Hidāyah fī sharḥ al-Bidāyah
al-Kullīyāt,الكليات.,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
al-Mulakhkhaṣ fī al-hayʼah,الملخص في الهيئة.,Sharḥ al-Jaghmīnī,شرح الجغميني,Sharḥ al-Jaghmīnī
al-Thānī min al-ṣiḥāḥ,الثاني من الصحاح.,Ṣiḥāḥ.,صحاح.,Ṣiḥāḥ
