subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value
"Medea, consort of Aegeus, King of Athens (Mythological character)",a;c,0,http://id.loc.gov/authorities/names/no2014012419,"Medea, consort of Aegeus, King of Athens (Mythological character)",http://id.worldcat.org/fast/1013568
"Medea, consort of Aegeus, King of Athens (Mythological character)",a;c,fast,http://id.worldcat.org/fast/1013568,"Medea, consort of Aegeus, King of Athens (Mythological character)",http://id.worldcat.org/fast/1013568
"Medici, Alessandro de', 1510-1537.",a;d,0,http://id.loc.gov/authorities/names/no94033848,"Medici, Alessandro de', 1510-1537",http://id.worldcat.org/fast/347856
"Medici, Alessandro de', 1510-1537.",a;d,fast,http://id.worldcat.org/fast/347856,"Medici, Alessandro de', 1510-1537",http://id.worldcat.org/fast/347856
"Medici, Giuliano de', 1453-1478.",a;d,0,http://id.loc.gov/authorities/names/n93016524,"Medici, Giuliano de', 1453-1478",http://id.worldcat.org/fast/317310
"Medici, Giuliano de', 1453-1478.",a;d,fast,http://id.worldcat.org/fast/317310,"Medici, Giuliano de', 1453-1478",http://id.worldcat.org/fast/317310
"Medici, House of.",a,fast,http://id.worldcat.org/fast/212417,"Medici, House of",http://id.worldcat.org/fast/212417
"Medici, House of.",a,0,http://id.loc.gov/authorities/subjects/sh85083062,"Medici, House of",http://id.worldcat.org/fast/212417
"Medici, House of--Archives.",a--v,0,,"Medici, House of;Archives",http://id.worldcat.org/fast/212417;http://id.worldcat.org/fast/1423700
"Medici, Lorenzo de', 1449-1492.",a;d,0,http://id.loc.gov/authorities/names/n78085428,"Medici, Lorenzo de', 1449-1492",http://id.worldcat.org/fast/28072
"Medici, Lorenzo de', 1449-1492.",a;d,fast,http://id.worldcat.org/fast/28072,"Medici, Lorenzo de', 1449-1492",http://id.worldcat.org/fast/28072
"Medici, Lorenzo di Pierfrancesco de', 1463-1503.",a;d,fast,http://id.worldcat.org/fast/109965,"Medici, Lorenzo di Pierfrancesco de', 1463-1503",http://id.worldcat.org/fast/109965
"Medici, Lorenzo di Pierfrancesco de', 1463-1503.",a;d,0,http://id.loc.gov/authorities/names/n83034937,"Medici, Lorenzo di Pierfrancesco de', 1463-1503",http://id.worldcat.org/fast/109965
"Medici, Piero di Lorenzo de', 1472-1503.",a;d,0,http://id.loc.gov/authorities/names/nr93027978,"Medici, Piero di Lorenzo de', 1472-1503",http://id.worldcat.org/fast/325876
"Medici, Piero di Lorenzo de', 1472-1503.",a;d,fast,http://id.worldcat.org/fast/325876,"Medici, Piero di Lorenzo de', 1472-1503",http://id.worldcat.org/fast/325876
"Medici, Vincenzo de'.",a,0,http://id.loc.gov/authorities/names/n2017062097,"Medici, Vincenzo de'",http://id.worldcat.org/fast/2042305
"Medieval, 500-1500.",a,fast,,500-1500,http://id.worldcat.org/fast/1355938
"Medieval and early modern period, 425-1789.",a,fast,,425-1789,http://id.worldcat.org/fast/1355929
"Medieval period, 987-1515.",a,fast,,987-1515,http://id.worldcat.org/fast/1356009
Merlin (Legendary character)--Early works to 1800.,a;c--v,0,,Merlin (Legendary character);Early works,http://id.worldcat.org/fast/1017208;http://id.worldcat.org/fast/1411636
"Metochites, Theodoros, 1270-1332.",a;d,fast,http://id.worldcat.org/fast/1834524,"Metochites, Theodoros, 1270-1332",http://id.worldcat.org/fast/1834524
"Metochites, Theodoros, 1270-1332.",a;d,0,http://id.loc.gov/authorities/names/n83032201,"Metochites, Theodoros, 1270-1332",http://id.worldcat.org/fast/1834524
"Middle Ages, 600-1500.",a,fast,,500-1500,http://id.worldcat.org/fast/1355938
"Miftāḥ al-ʻulūm (Sakkākī, Yūsuf ibn Abī Bakr)",a,fast,(OCoLC)fst01915402,"Miftāḥ al-ʻulūm (Sakkākī, Yūsuf ibn Abī Bakr)",http://id.worldcat.org/fast/1915402
Minhāj al-ṭālibīn (Nawawī),a,fast,(OCoLC)fst01363943,Minhāj al-ṭālibīn (Nawawī),http://id.worldcat.org/fast/1363943
"Mizzī, Yūsuf ibn al-Zakī ʿAbd al-Raḥmān, 1256-1341. Tahdhīb al-Kamāl fī asmāʼ al-rijāl.--Abridgment.",a;d;t--k,0,,"Tahdhīb al-Kamāl fī asmāʼ al-rijāl (Mizzī, Yūsuf ibn al-Zakī ʻAbd al-Raḥmān);Abridgments",http://id.worldcat.org/fast/1380469;http://id.worldcat.org/fast/1726571
"Monte di pietà (Florence, Italy)",a,fast,http://id.worldcat.org/fast/682901,"Monte di pietà (Florence, Italy)",http://id.worldcat.org/fast/682901
"Monte di pietà (Florence, Italy)",a,0,http://id.loc.gov/authorities/names/n92115452,"Monte di pietà (Florence, Italy)",http://id.worldcat.org/fast/682901
"Muḥammad, Prophet, -632.",a;c;d,fast,(OCoLC)fst01836298,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298
"Muḥammad, Prophet, -632.",a;c;d,fast,http://id.worldcat.org/fast/1836298,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298
"Muḥammad, Prophet, -632.",a;c;d,0,http://id.loc.gov/authorities/names/n79130881,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298
"Muḥammad, Prophet, -632--Biography.",a;c;d--v,0,,"Muḥammad, Prophet, -632;Biographies",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896
"Muḥammad, Prophet, -632--Biography--Early works to 1800.",a;c;d--v--v,0,,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Biography--Early works to 1800.",a;c;d--v--v,0,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Birth--Early works to 1800.",a;c;d--x--v,0,,"Muḥammad, Prophet, -632;Birth of a person;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1185270;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Birth--Early works to 1800.",a;c;d--x--v,0,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Birth of a person;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1185270;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Companions.",a;c;d--x,0,http://id.loc.gov/authorities/subjects/sh85088280--(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,Companions of the Prophet Muhammad,http://id.worldcat.org/fast/1352525
"Muḥammad, Prophet, -632--Companions--Early works to 1800.",a;c;d--x--v,0,,Companions of the Prophet Muhammad;Early works,http://id.worldcat.org/fast/1352525;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Devotional literature--Early works to 1800.",a;c;d--v--v,0,,"Muḥammad, Prophet, -632;Devotional literature;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423773;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Early works to 1800.",a;c;d--v,0,,"Muḥammad, Prophet, -632;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Early works to 1800.",a;c;d--v,0,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Family.",a;c;d--x,0,,"Muḥammad, Prophet, -632;Families",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849
"Muḥammad, Prophet, -632--Family.",a;c;d--x,0,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Families",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849
"Muḥammad, Prophet, -632--Family--Early works to 1800.",a;c;d--x--v,0,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Families;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Family--Early works to 1800.",a;c;d--x--v,0,,"Muḥammad, Prophet, -632;Families;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1728849;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Friends and associates--Early works to 1800.",a;c;d--x--v,0,,"Muḥammad, Prophet, -632;Friends and associates;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1353140;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Friends and associates--Early works to 1800.",a;c;d--x--v,0,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Friends and associates;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1353140;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Isrāʼ and Miʻrāj--Early works to 1800.",a;c;d--x--v,0,,"Muḥammad, Prophet, -632;Laylat al-Miʻrāj;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/994487;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Military leadership--Early works to 1800.",a;c;d--x--v,0,,"Muḥammad, Prophet, -632;Command of troops;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/869220;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Poetry.",a;c;d--v,0,,"Muḥammad, Prophet, -632;Poetry",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423828
"Muḥammad, Prophet, -632--Poetry--Early works to 1800.",a;c;d--v--v,0,,"Muḥammad, Prophet, -632;Poetry;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Poetry--Early works to 1800.",a;c;d--v--v,0,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Poetry;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636
"Muḥammad, Prophet, -632--Prayers and devotions--Early works to 1800.",a;c;d--v--v,0,(uri) http://id.loc.gov/authorities/names/n79130881--(uri) http://viaf.org/viaf/sourceID/LC%7cn79130881,"Muḥammad, Prophet, -632;Prayers and devotions;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636
Muḥammad ibn ʻAbd al-Raḥmān--Knowledge and learning.,a--x,0,,Learning and scholarship,http://id.worldcat.org/fast/994857
"Muḥammad ibn ʻAbd al-Wahhāb, 1703 or 1704-1792. Kabāʼir.",a;d;t,0,,Kabāʼir (Muḥammad ibn ʻAbd al-Wahhāb),http://id.worldcat.org/fast/1400055
"Muḥammad ibn ʻAbd al-Wahhāb, 1703 or 1704-1792--Poetry.",a;d--v,0,,Poetry,http://id.worldcat.org/fast/1423828
"Mukhtaṣar fī al-fiqh ʻalá madhhab al-Shāfiʻī (Abū Shujāʻ
				al-Iṣfahānī, Aḥmad ibn al-Ḥusayn)",a,fast,(OCoLC)fst01403587,"Mukhtaṣar fī al-fiqh ʻalá madhhab al-Shāfiʻī (Abū Shujāʻ al-Iṣfahānī, Aḥmad ibn al-Ḥusayn)",http://id.worldcat.org/fast/1403587
"Mulakhkhaṣ fī al-hayʼah (Jaghmīnī, Maḥmūd ibn Muḥammad)",a,fast,http://id.worldcat.org/fast/1380591,"Mulakhkhaṣ fī al-hayʼah (Jaghmīnī, Maḥmūd ibn Muḥammad)",http://id.worldcat.org/fast/1380591
"Munyat al-muṣallī wa-ghunyat al-mubtadiʼ (Kāshgharī, Sadīd
				al-Dīn)",a,fast,(OCoLC)fst01369619,"Munyat al-muṣallī wa-ghunyat al-mubtadiʼ (Kāshgharī, Sadīd al-Dīn)",http://id.worldcat.org/fast/1369619
"Muslim ibn al-Ḥajjāj al-Qushayrī, approximately 821-875. Jāmiʻ al-ṣaḥīḥ.",a;d;t,0,,Jāmiʻ al-ṣaḥīḥ (Muslim ibn al-Ḥajjāj al-Qushayrī),http://id.worldcat.org/fast/1367524
"Muslim ibn Ḥajjāj al-Qushayrī, approximately 821-875. Jāmiʻ al-ṣaḥīḥ",a;d;t,0,,Jāmiʻ al-ṣaḥīḥ (Muslim ibn al-Ḥajjāj al-Qushayrī),http://id.worldcat.org/fast/1367524
"Musnad (Shāfiʻī, Muḥammad ibn Idrīs)",a,fast,(OCoLC)fst01375730,"Musnad (Shāfiʻī, Muḥammad ibn Idrīs)",http://id.worldcat.org/fast/1375730
"Mutanabbī, Abū al-Ṭayyib Aḥmad ibn al-Ḥusayn, 915 or 916-965.",a;d,fast,(OCoLC)fst01836609,"Mutanabbī, Abū al-Ṭayyib Aḥmad ibn al-Ḥusayn, 915 or 916-965",http://id.worldcat.org/fast/1836609
"Mutanabbī, Abū al-Ṭayyib Aḥmad ibn al-Ḥusayn, 915 or 916-965.",a;d,0,,"Mutanabbī, Abū al-Ṭayyib Aḥmad ibn al-Ḥusayn, 915 or 916-965",http://id.worldcat.org/fast/1836609
"Muṭawwal (Taftāzānī, Masʻūd ibn ʻUmar)",a,fast,(OCoLC)fst01372119,"Muṭawwal (Taftāzānī, Masʻūd ibn ʻUmar)",http://id.worldcat.org/fast/1372119
Muʻallaqāt.,a,fast,(OCoLC)fst01356614,Muʻallaqāt,http://id.worldcat.org/fast/1356614
"Muʻallaqāt--Criticism, Textual.",a--x,0,,"Criticism, Textual",http://id.worldcat.org/fast/883762
"Nasafī, ʻAbd Allāh ibn Aḥmad, -1310. Manār al-anwār fī al-uṣūl.",a;d;t,0,http://id.loc.gov/authorities/names/n89207881,"Manār al-anwār fī al-uṣūl (Nasafī, ʻAbd Allāh ibn Aḥmad)",http://id.worldcat.org/fast/1383700
"Nasafī, ʻUmar ibn Muḥammad, 1068?-1142. ʻAqāʼid.",a;d;t,0,http://id.loc.gov/authorities/names/n2017001846,"ʻAqāʼid (Nasafī, ʻUmar ibn Muḥammad)",http://id.worldcat.org/fast/1381144
"Nasafī, ʻUmar ibn Muḥammad, 1068?-1142. ʻAqāʼid.",a;d;t,0,,"ʻAqāʼid (Nasafī, ʻUmar ibn Muḥammad)",http://id.worldcat.org/fast/1381144
"Nasafī, ʻUmar ibn Muḥammad, 1068?-1142. ʻAqāʼid.",a;d;t,0,,"ʻAqāʼid (Nasafī, ʻUmar ibn Muḥammad)",http://id.worldcat.org/fast/1381144
"Naṣīḥat al-ikhwān wa-murshidat al-khillān (Ibn al-Wardī, Zayn al-Dīn
				ʻUmar ibn al-Muẓaffar)",a,fast,(OCoLC)fst01787943,"Naṣīḥat al-ikhwān wa-murshidat al-khillān (Ibn al-Wardī, Zayn al-Dīn ʻUmar ibn al-Muẓaffar)",http://id.worldcat.org/fast/1787943
"Nawawī, 1233-1277. Arbaʻūn al-Nawawīyah.",a;d;t,0,,Arbaʻūn al-Nawawīyah (Nawawī),http://id.worldcat.org/fast/1366772
"Nawawī, 1233-1277. Minhāj al-ṭālibīn.",a;d;t,0,,Minhāj al-ṭālibīn (Nawawī),http://id.worldcat.org/fast/1363943
"Nawawī, 1233-1277. Minhāj al-ṭālibīn.",a;d;t,0,http://id.loc.gov/authorities/names/n85203221--(uri) http://id.loc.gov/authorities/names/n85203221--(uri) http://viaf.org/viaf/sourceID/LC%7cn85203221,Minhāj al-ṭālibīn (Nawawī),http://id.worldcat.org/fast/1363943
"Nawawī, 1233-1277. Minhāj al-ṭālibīn.",a;d;t,0,http://id.loc.gov/authorities/names/n85203221,Minhāj al-ṭālibīn (Nawawī),http://id.worldcat.org/fast/1363943
"Nawawī, 1233-1277. Sharḥ Ṣaḥīḥ Muslim.--Abridgment.",a;d;t--k,0,,Sharḥ Ṣaḥīḥ Muslim (Nawawī);,http://id.worldcat.org/fast/2058240;
"Nicomachus, of Gerasa. Encheiridion harmonikēs.",a;c;t,0,http://id.loc.gov/authorities/names/n91123681,"Encheiridion harmonikēs (Nicomachus, of Gerasa)",http://id.worldcat.org/fast/1360028
"Niẓām al-Mulk, 1018-1092--Poetry--Early works to 1800.",a;d--v--v,0,,"Niẓām al-Mulk, 1018-1092;Poetry;Early works",http://id.worldcat.org/fast/159087;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636
"Nukhbat al-fikar fī muṣṭalaḥ ahl al-athar (Ibn Ḥajar al-ʻAsqalānī,
				Aḥmad ibn ʻAlī)",a,fast,(OCoLC)fst01372699,"Nukhbat al-fikar fī muṣṭalaḥ ahl al-athar (Ibn Ḥajar al-ʻAsqalānī, Aḥmad ibn ʻAlī)",http://id.worldcat.org/fast/1372699
"Nūr al-īḍāḥ fī al-fiqh ʻalá madhhab al-Imām Abī Ḥanīfah
				(Shurunbulālī, Ḥasan ibn ʻAmmār)",a,fast,(OCoLC)fst01390906,"Nūr al-īḍāḥ fī al-fiqh ʻalá madhhab al-Imām Abī Ḥanīfah (Shurunbulālī, Ḥasan ibn ʻAmmār)",http://id.worldcat.org/fast/1390906
Odyssey (Homer),a,fast,(OCoLC)fst01356149,Odyssey (Homer),http://id.worldcat.org/fast/1356149
Orden de Santiago.,a,0,http://id.loc.gov/authorities/names/n50003487,Orden de Santiago,http://id.worldcat.org/fast/510683
Orden de Santiago.,a,fast,http://id.worldcat.org/fast/510683,Orden de Santiago,http://id.worldcat.org/fast/510683
Ordre de Saint-Michel.,a,fast,http://id.worldcat.org/fast/721102,Ordre de Saint-Michel,http://id.worldcat.org/fast/721102
Ordre de Saint-Michel--Government.,a--x,0,,Ordre de Saint-Michel;Politics and government,http://id.worldcat.org/fast/721102;http://id.worldcat.org/fast/1919741
Origen.,a,fast,http://id.worldcat.org/fast/29884,Origen,http://id.worldcat.org/fast/29884
Origen.,a,0,http://id.loc.gov/authorities/names/n79004180,Origen,http://id.worldcat.org/fast/29884
Orthodox Eastern Church.,a,fast,http://id.worldcat.org/fast/510210,Orthodox Eastern Church,http://id.worldcat.org/fast/510210
Orthodox Eastern Church.,a,0,http://id.loc.gov/authorities/names/n50000556,Orthodox Eastern Church,http://id.worldcat.org/fast/510210
Orthodox Eastern Church--Doctrines.,a--x,0,,Orthodox Eastern Church,http://id.worldcat.org/fast/510210
Orthodox Eastern Church--Liturgy and ritual.,a--x,0,,Orthodox Eastern Church;Liturgics,http://id.worldcat.org/fast/510210;http://id.worldcat.org/fast/1000579
Orthodox Eastern Church--Liturgy--Texts--Manuscripts.,a--x--x--x,0,,Orthodox Eastern Church;Liturgics;Texts;Manuscripts,http://id.worldcat.org/fast/510210;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1424060
Orthodox Eastern Church--Prayers and devotions.,a--v,0,,Orthodox Eastern Church;Prayers and devotions,http://id.worldcat.org/fast/510210;http://id.worldcat.org/fast/1423909
"Ospedale degli Innocenti (Florence, Italy)",a,fast,http://id.worldcat.org/fast/658780,"Ospedale degli Innocenti (Florence, Italy)",http://id.worldcat.org/fast/658780
"Ospedale degli Innocenti (Florence, Italy)--History.",a--x,0,,"Ospedale degli Innocenti (Florence, Italy);History",http://id.worldcat.org/fast/658780;http://id.worldcat.org/fast/1411628
"Otto I, Holy Roman Emperor, 912-973.",a;b;c;d,0,http://id.loc.gov/authorities/names/n82136785,"Otto I, Holy Roman Emperor, 912-973",http://id.worldcat.org/fast/100265
"Otto I, Holy Roman Emperor, 912-973.",a;b;c;d,fast,http://id.worldcat.org/fast/100265,"Otto I, Holy Roman Emperor, 912-973",http://id.worldcat.org/fast/100265
"Paul, the Apostle, Saint.",a;c,fast,(OCoLC)fst00037330,"Paul, the Apostle, Saint",http://id.worldcat.org/fast/37330
"Paul, the Apostle, Saint--Art.",a;c--v,0,,"Paul, the Apostle, Saint;Art",http://id.worldcat.org/fast/37330;http://id.worldcat.org/fast/1423702
"Paul III, Pope, 1468-1549.",a;b;c;d,fast,http://id.worldcat.org/fast/88996,"Paul III, Pope, 1468-1549",http://id.worldcat.org/fast/88996
"Paul III, Pope, 1468-1549.",a;b;c;d,0,http://id.loc.gov/authorities/names/n82037510,"Paul III, Pope, 1468-1549",http://id.worldcat.org/fast/88996
"Paul V, Pope, 1552-1621.",a;b;c;d,fast,http://id.worldcat.org/fast/165205,"Paul V, Pope, 1552-1621",http://id.worldcat.org/fast/165205
"Paul V, Pope, 1552-1621.",a;b;c;d,0,http://id.loc.gov/authorities/names/n85144319,"Paul V, Pope, 1552-1621",http://id.worldcat.org/fast/165205
Pazzi Conspiracy (1478),a;d,fast,http://id.worldcat.org/fast/1055741,Pazzi Conspiracy (1478),http://id.worldcat.org/fast/1055741
"Peri, Giovanni.",a,0,http://id.loc.gov/authorities/names/no00074679,"Peri, Giovanni",http://id.worldcat.org/fast/1789626
"Peri, Giovanni.",a,fast,http://id.worldcat.org/fast/1789626,"Peri, Giovanni",http://id.worldcat.org/fast/1789626
Persephone (Greek deity)--In literature.,a;c--x,0,,Persephone (Greek deity),http://id.worldcat.org/fast/1058362
Persius.,a,fast,http://id.worldcat.org/fast/36746,Persius,http://id.worldcat.org/fast/36746
Persius--Criticism and interpretation.,a--x,0,,Persius;Criticism and interpretation,http://id.worldcat.org/fast/36746;http://id.worldcat.org/fast/1198648
"Peter, the Apostle, Saint.",a;c,fast,(OCoLC)fst00031923,"Peter, the Apostle, Saint",http://id.worldcat.org/fast/31923
