subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value
Catholic Church--Discipline.,a--x,0,http://id.loc.gov/authorities/subjects/sh85021102,Catholic Church;Discipline,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/894841
Catholic Church--Discipline--Early works to 1800.,a--x--v,0,,Catholic Church;Discipline;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/894841;http://id.worldcat.org/fast/1411636
Catholic Church--Doctrines.,a--x,0,http://id.loc.gov/authorities/subjects/sh85021103,Catholic Church,http://id.worldcat.org/fast/531720
Catholic Church--Doctrines--Early works to 1800.,a--x--v,0,,Catholic Church;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636
Catholic Church--Doctrines--Early works to 1800.,a--x--v,0,,Catholic Church;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636
Catholic Church--Doctrines--History.,a--x--x,0,http://id.loc.gov/authorities/subjects/sh85021104,Catholic Church;History,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411628
"Catholic Church--Doctrines--Middle Ages, 600-1500.",a--x--y,0,,Catholic Church;500-1500,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1355938
Catholic Church--Ecclesiastical geography--Registers.,a--x--v,0,,Catholic Church;Ecclesiastical geography;Registers (Lists),http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/901288;http://id.worldcat.org/fast/1919964
Catholic Church--Foreign relations--12th century.,a--x--y,0,,Catholic Church;International relations;Twelfth century,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1159791
Catholic Church--Foreign relations--Holy Roman Empire.,a--x--z,0,,Catholic Church;International relations;Europe--Holy Roman Empire,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1205344
"Catholic Church--Foreign relations--Holy Roman Empire--Charles V, 1519-1556.",a--x--z--y,0,,Catholic Church;International relations;Europe--Holy Roman Empire;1519-1556,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1205344;http://id.worldcat.org/fast/1355581
Catholic Church--Foreign relations--Poland.,a--x--z,0,,Catholic Church;International relations;Poland,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1206891
Catholic Church--Foreign relations--Spain.,a--x--z,0,,Catholic Church;International relations;Spain,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1204303
Catholic Church--Foreign relations--Turkey.,a--x--z,0,,Catholic Church;International relations;Turkey,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/977053;http://id.worldcat.org/fast/1208963
Catholic Church--France--Douai--Finance.,a--z--z--x,0,,Catholic Church;France--Douai;Finance,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1213826;http://id.worldcat.org/fast/924349
Catholic Church--France--History--To 1500.,a--z--x--y,0,,Catholic Church;France;History,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235
Catholic Church--Government.,a--x,0,http://id.loc.gov/authorities/subjects/sh85021112,Catholic Church;Politics and government,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1919741
Catholic Church--History.,a--x,0,http://id.loc.gov/authorities/subjects/sh85021115,Catholic Church;History,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411628
Catholic Church--History--13th century.,a--x--y,0,,Catholic Church;History;Thirteenth century,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1150138
Catholic Church--History--14th century.,a--x--y,0,,Catholic Church;History;Fourteenth century,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/933420
Catholic Church--History--15th century.,a--x--y,0,,Catholic Church;History;Fifteenth century,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/923962
Catholic Church--History--16th century.,a--x--y,0,http://id.loc.gov/authorities/subjects/sh85021116,Catholic Church;History;Sixteenth century,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1119851
Catholic Church--Hymns--Texts--Early works to 1800.,a--v--v--v,0,,Catholic Church;Hymns;Texts;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423701;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636
Catholic Church--Italy--Finance.,a--z--x,0,,Catholic Church;Italy;Finance,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/924349
Catholic Church--Italy--Tuscany--History.,a--z--z--x,0,,Catholic Church;Italy--Tuscany;History,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1204477;http://id.worldcat.org/fast/1411628
Catholic Church--Liturgy.,a--x,0,,Catholic Church;Liturgics,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579
Catholic Church--Liturgy.,a--x,0,http://id.loc.gov/authorities/subjects/sh85021130,Catholic Church;Liturgics,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579
Catholic Church--Liturgy--Calendar--Early works to 1800.,a--x--v--v,0,,Catholic Church;Liturgics;Calendars;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423764;http://id.worldcat.org/fast/1411636
Catholic Church--Liturgy--Calendar--Early works to 1800.,a--x--v--v,0,,Catholic Church;Liturgics;Calendars;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423764;http://id.worldcat.org/fast/1411636
Catholic Church--Liturgy--Early works to 1800.,a--x--v,0,,Catholic Church;Liturgics;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1411636
Catholic Church--Liturgy--Texts.,a--x--v,0,http://id.loc.gov/authorities/subjects/sh85021135,Catholic Church;Liturgics;Texts,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705
Catholic Church--Liturgy--Texts--Early works to 1800.,a--x--v--v,0,,Catholic Church;Liturgics;Texts;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636
Catholic Church--Liturgy--Texts--Early works to 1800.,a--x--v--v,0,,Catholic Church;Liturgics;Texts;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636
Catholic Church--Liturgy--Texts--Manuscripts.,a--x--v--v,0,http://id.loc.gov/authorities/subjects/sh85021139,Catholic Church;Liturgics;Texts;Manuscripts,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1424060
Catholic Church--Liturgy--Texts--Rubrics.,a--x--x--v,0,,Catholic Church;Liturgics;Texts;Rubrics,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1424192
Catholic Church--Prayers and devotions.,a--v,0,http://id.loc.gov/authorities/subjects/sh85021160,Catholic Church;Prayers and devotions,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423909
Catholic Church--Prayers and devotions.,a--v,0,,Catholic Church;Prayers and devotions,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423909
Catholic Church--Prayers and devotions--Early works to 1800.,a--v--v,0,,Catholic Church;Prayers and devotions;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636
Catholic Church--Prayers and devotions--French.,a--v--x,0,,Catholic Church;Prayers and devotions;French language,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/934333
Catholic Church--Prayers and devotions--Latin.,a--v--x,0,,Catholic Church;Prayers and devotions;Latin language,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/993125
Catholic Church--Sermons.,a--v,0,,Catholic Church;Sermons,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423904
Catholic Church--Sermons.,a--v,0,http://id.loc.gov/authorities/subjects/sh85021172,Catholic Church;Sermons,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423904
Catholic Church--Sermons--Early works to 1800.,a--v--v,0,,Catholic Church;Sermons;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636
"Catholic Church--Societies, etc.",a--x,0,http://id.loc.gov/authorities/subjects/sh85021174,Catholic Church;Societies,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1123785
Catholic Church--Spain--Aragon.,a--z--z,0,,Catholic Church;Spain--Aragon,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1227604
"Catholic Church--Theology--Middle Ages, 600-1500.",a--x--y,0,,Catholic Church;Theology;500-1500,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1149559;http://id.worldcat.org/fast/1355938
"Catiline, approximately 108 B.C.-62 B.C.",a;d,0,http://id.loc.gov/authorities/names/n79026681,"Catiline, approximately 108 B.C.-62 B.C.",http://id.worldcat.org/fast/1811802
"Catiline, approximately 108 B.C.-62 B.C.",a;d,fast,http://id.worldcat.org/fast/1811802,"Catiline, approximately 108 B.C.-62 B.C.",http://id.worldcat.org/fast/1811802
"Cecco, d'Ascoli, 1269-1327.",a;c;d,fast,http://id.worldcat.org/fast/77327,"Cecco, d'Ascoli, 1269-1327",http://id.worldcat.org/fast/77327
"Cecco, d'Ascoli, 1269-1327.",a;c;d,0,http://id.loc.gov/authorities/names/n81089867,"Cecco, d'Ascoli, 1269-1327",http://id.worldcat.org/fast/77327
"Cesare d'Este, Duke of Modena and Reggio, 1552-1628.",a;c;d,0,http://id.loc.gov/authorities/names/n90683516,"Cesare d'Este, Duke of Modena and Reggio, 1552-1628",http://id.worldcat.org/fast/274432
"Cesare d'Este, Duke of Modena and Reggio, 1552-1628.",a;c;d,fast,http://id.worldcat.org/fast/274432,"Cesare d'Este, Duke of Modena and Reggio, 1552-1628",http://id.worldcat.org/fast/274432
"Charles, Duke of Burgundy, 1433-1477.",a;c;d,0,http://id.loc.gov/authorities/names/n80056901,"Charles, Duke of Burgundy, 1433-1477",http://id.worldcat.org/fast/54638
"Charles, Duke of Burgundy, 1433-1477.",a;c;d,fast,http://id.worldcat.org/fast/54638,"Charles, Duke of Burgundy, 1433-1477",http://id.worldcat.org/fast/54638
"Charles I, 1516-1556.",a,fast,,1516-1556,http://id.worldcat.org/fast/1355580
"Charles IX, 1560-1574.",a,fast,,1560-1574,http://id.worldcat.org/fast/1355610
"Charles V, 1519-1556.",a,fast,,1519-1556,http://id.worldcat.org/fast/1355581
"Charles V, Holy Roman Emperor, 1500-1558.",a;b;c;d,fast,http://id.worldcat.org/fast/43382,"Charles V, Holy Roman Emperor, 1500-1558",http://id.worldcat.org/fast/43382
"Charles V, Holy Roman Emperor, 1500-1558.",a;b;c;d,0,http://id.loc.gov/authorities/names/n79112289,"Charles V, Holy Roman Emperor, 1500-1558",http://id.worldcat.org/fast/43382
"Charles VI, King of France, 1368-1422.",a;b;c;d,0,http://id.loc.gov/authorities/names/n80123242,"Charles VI, King of France, 1368-1422",http://id.worldcat.org/fast/61233
"Charles VI, King of France, 1368-1422.",a;b;c;d,fast,http://id.worldcat.org/fast/61233,"Charles VI, King of France, 1368-1422",http://id.worldcat.org/fast/61233
"Charles VIII, King of France, 1470-1498.",a;b;c;d,fast,http://id.worldcat.org/fast/102718,"Charles VIII, King of France, 1470-1498",http://id.worldcat.org/fast/102718
"Charles VIII, King of France, 1470-1498.",a;b;c;d,0,http://id.loc.gov/authorities/names/n82158482,"Charles VIII, King of France, 1470-1498",http://id.worldcat.org/fast/102718
"Chiesa di San Pancrazio (Florence, Italy)",a,0,http://id.loc.gov/authorities/names/no2013077510,"Chiesa di San Pancrazio (Florence, Italy)",http://id.worldcat.org/fast/1924325
"Chiesa di San Pancrazio (Florence, Italy)",a,fast,http://id.worldcat.org/fast/1924325,"Chiesa di San Pancrazio (Florence, Italy)",http://id.worldcat.org/fast/1924325
"Chiesa di Sant'Antonio da Padova (Palermo, Italy)",a,fast,http://id.worldcat.org/fast/784150,"Chiesa di Sant'Antonio da Padova (Palermo, Italy)",http://id.worldcat.org/fast/784150
"Chiesa di Sant'Antonio da Padova (Palermo, Italy)",a,0,http://id.loc.gov/authorities/names/n2003016744,"Chiesa di Sant'Antonio da Padova (Palermo, Italy)",http://id.worldcat.org/fast/784150
Ciacci family.,a,fast,http://id.worldcat.org/fast/212100,Ciacci family,http://id.worldcat.org/fast/212100
Ciacci family.,a,0,http://id.loc.gov/authorities/subjects/sh85025907,Ciacci family,http://id.worldcat.org/fast/212100
"Cicero, Marcus Tullius.",a,0,http://id.loc.gov/authorities/names/n79032166,"Cicero, Marcus Tullius",http://id.worldcat.org/fast/32861
"Cicero, Marcus Tullius.",a,fast,http://id.worldcat.org/fast/32861,"Cicero, Marcus Tullius",http://id.worldcat.org/fast/32861
"Cicero, Marcus Tullius. Epistolae ad familiares.",a;t,0,http://id.loc.gov/authorities/names/n86114112,"Epistolae ad familiares (Cicero, Marcus Tullius)",http://id.worldcat.org/fast/1360120
"Cicero, Marcus Tullius. Speeches--Early works to 1800.",a;t--v,0,,"Speeches (Cicero, Marcus Tullius);Early works",http://id.worldcat.org/fast/1357310;http://id.worldcat.org/fast/1411636
Cistercians.,a,fast,http://id.worldcat.org/fast/554661,Cistercians,http://id.worldcat.org/fast/554661
Cistercians--Liturgy--Texts.,a--x--v,0,,Cistercians;Liturgics;Texts,http://id.worldcat.org/fast/554661;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705
Cistercians--Rules--Early works to 1800.,a--x--v,0,,Cistercians;Rules;Early works,http://id.worldcat.org/fast/554661;http://id.worldcat.org/fast/1423857;http://id.worldcat.org/fast/1411636
"Clare, of Assisi, Saint, 1194-1253.",a;c;d,fast,http://id.worldcat.org/fast/109466,"Clare, of Assisi, Saint, 1194-1253",http://id.worldcat.org/fast/109466
"Clare, of Assisi, Saint, 1194-1253--Legends--Early works to 1800.",a;c;d--v--v,0,,"Clare, of Assisi, Saint, 1194-1253;Legends;Early works",http://id.worldcat.org/fast/109466;http://id.worldcat.org/fast/1423803;http://id.worldcat.org/fast/1411636
"Clement VII, Pope, 1478-1534.",a;b;c;d,0,http://id.loc.gov/authorities/names/n88002890,"Clement VII, Pope, 1478-1534",http://id.worldcat.org/fast/232633
"Clement VII, Pope, 1478-1534.",a;b;c;d,fast,http://id.worldcat.org/fast/232633,"Clement VII, Pope, 1478-1534",http://id.worldcat.org/fast/232633
"Clement VIII, Pope, 1536-1605.",a;b;c;d,fast,http://id.worldcat.org/fast/74239,"Clement VIII, Pope, 1536-1605",http://id.worldcat.org/fast/74239
"Clement VIII, Pope, 1536-1605.",a;b;c;d,0,http://id.loc.gov/authorities/names/n81066128,"Clement VIII, Pope, 1536-1605",http://id.worldcat.org/fast/74239
"Colleoni, Bartolomeo, 1400-1475.",a;d,fast,http://id.worldcat.org/fast/170042,"Colleoni, Bartolomeo, 1400-1475",http://id.worldcat.org/fast/170042
"Colleoni, Bartolomeo, 1400-1475.",a;d,0,http://id.loc.gov/authorities/names/n85326439,"Colleoni, Bartolomeo, 1400-1475",http://id.worldcat.org/fast/170042
Conspiracy of Catiline (Rome : 65-62 B.C.),a;c;d,fast,(OCoLC)fst01352536,Conspiracy of Catiline (Rome : 65-62 B.C.),http://id.worldcat.org/fast/1352536
"Constantine XI Palaeologus, Emperor of the East, 1405-1453.",a;b;c;d,fast,http://id.worldcat.org/fast/201967,"Constantine XI Palaeologus, Emperor of the East, 1405-1453",http://id.worldcat.org/fast/201967
"Constantine XI Palaeologus, Emperor of the East, 1405-1453.",a;b;c;d,0,http://id.loc.gov/authorities/names/n86119188,"Constantine XI Palaeologus, Emperor of the East, 1405-1453",http://id.worldcat.org/fast/201967
"Convento di S. Maria degli Angeli (Florence, Italy)",a,0,http://id.loc.gov/authorities/names/n87897979,"Convento di S. Maria degli Angeli (Florence, Italy)",http://id.worldcat.org/fast/626466
"Convento di S. Maria degli Angeli (Florence, Italy)",a,fast,http://id.worldcat.org/fast/626466,"Convento di S. Maria degli Angeli (Florence, Italy)",http://id.worldcat.org/fast/626466
Coptic Church.,a,fast,http://id.worldcat.org/fast/536919,Coptic Church,http://id.worldcat.org/fast/536919
Coptic Church--Liturgy.,a--x,0,http://id.loc.gov/authorities/subjects/sh99014993,Coptic Church;Liturgics,http://id.worldcat.org/fast/536919;http://id.worldcat.org/fast/1000579
Coptic Church--Liturgy--Texts--Manuscripts.,a--x--v--x,0,,Coptic Church;Liturgics;Texts;Manuscripts,http://id.worldcat.org/fast/536919;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1424060
"Coran--Critique, interprétation, etc.--Ouvrages avant 1800.",a--x--v,6,,Qurʼan;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636
"Cosimo I, Grand-Duke of Tuscany, 1519-1574.",a;b;c;d,0,http://id.loc.gov/authorities/names/n79043917,"Cosimo I, Grand-Duke of Tuscany, 1519-1574",http://id.worldcat.org/fast/34278
"Cosimo I, Grand-Duke of Tuscany, 1519-1574.",a;b;c;d,fast,http://id.worldcat.org/fast/34278,"Cosimo I, Grand-Duke of Tuscany, 1519-1574",http://id.worldcat.org/fast/34278
"Cosimo II, Grand Duke of Tuscany, 1590-1621.",a;b;c;d,0,http://id.loc.gov/authorities/names/no91010039,"Cosimo II, Grand Duke of Tuscany, 1590-1621",http://id.worldcat.org/fast/292834
"Cosimo II, Grand Duke of Tuscany, 1590-1621.",a;b;c;d,fast,http://id.worldcat.org/fast/292834,"Cosimo II, Grand Duke of Tuscany, 1590-1621",http://id.worldcat.org/fast/292834
"Cosimo III, Grand-Duke of Tuscany, 1642-1723.",a;b;c;d,0,http://id.loc.gov/authorities/names/n81057115,"Cosimo III, Grand-Duke of Tuscany, 1642-1723",http://id.worldcat.org/fast/73122
"Cosimo III, Grand-Duke of Tuscany, 1642-1723.",a;b;c;d,fast,http://id.worldcat.org/fast/73122,"Cosimo III, Grand-Duke of Tuscany, 1642-1723",http://id.worldcat.org/fast/73122
Council of Basel.,a,fast,http://id.worldcat.org/fast/1405584,Council of Basel,http://id.worldcat.org/fast/1405584
"Council of Basel (1431-1449 : Basel, Switzerland)",a;d;c,0,http://id.loc.gov/authorities/names/n79129626,Council of Basel,http://id.worldcat.org/fast/1405584
Council of Trent.,a,fast,http://id.worldcat.org/fast/1405600,Council of Trent,http://id.worldcat.org/fast/1405600
"Council of Trent (1545-1563 : Trento, Italy)",a;d;c,0,http://id.loc.gov/authorities/names/n79144782,Council of Trent,http://id.worldcat.org/fast/1405600
"Council of Trent (1545-1563 : Trento, Italy)--Early works to 1800.",a;d;c--v,0,,Council of Trent;Early works,http://id.worldcat.org/fast/1405600;http://id.worldcat.org/fast/1411636
Council of Vienne.,a,fast,http://id.worldcat.org/fast/1408837,Council of Vienne,http://id.worldcat.org/fast/1408837
"Council of Vienne (1311-1312 : Vienne, France)",a;d;c,0,http://id.loc.gov/authorities/names/no97041509,Council of Vienne,http://id.worldcat.org/fast/1408837
Crusades (Fourth) (1202-1204),a;d,fast,http://id.worldcat.org/fast/884409,Crusades (Fourth) (1202-1204),http://id.worldcat.org/fast/884409
Dal Borgo family.,a,0,http://id.loc.gov/authorities/subjects/sh2006000072,Dal Borgo family,http://id.worldcat.org/fast/1635618
Dal Borgo family.,a,fast,http://id.worldcat.org/fast/1635618,Dal Borgo family,http://id.worldcat.org/fast/1635618
"Dānī, ʻUthmān ibn Saʻīd, 981 or 982-1053. Taysīr fī al-qirāʼāt al-sabʻ--Versification.",a;d;t--x,0,,Versification,http://id.worldcat.org/fast/1165529
"Dati, Agostino, 1420-1478.",a;d,fast,http://id.worldcat.org/fast/316013,"Dati, Agostino, 1420-1478",http://id.worldcat.org/fast/316013
"Dati, Agostino, 1420-1478.",a;d,0,http://id.loc.gov/authorities/names/nr93002988,"Dati, Agostino, 1420-1478",http://id.worldcat.org/fast/316013
"Dawwānī, Muḥammad ibn Asʻad, 1426 or 1427-1512 or 1513. Sharḥ Tahdhīb al-manṭiq.",a;d;t,0,,"Sharḥ Tahdhīb al-manṭiq (Dawwānī, Muḥammad ibn Asʻad)",http://id.worldcat.org/fast/2058406
"De' Medici, Luigi, principe di Ottaviano, 1759-1830.",a;c;d,fast,http://id.worldcat.org/fast/462387,"De' Medici, Luigi, principe di Ottaviano, 1759-1830",http://id.worldcat.org/fast/462387
"De' Medici, Luigi, principe di Ottaviano, 1759-1830.",a;c;d,0,http://id.loc.gov/authorities/names/n2001034382,"De' Medici, Luigi, principe di Ottaviano, 1759-1830",http://id.worldcat.org/fast/462387
Del Carretto family.,a,0,http://id.loc.gov/authorities/subjects/sh2022005386,Del Carretto family,http://id.worldcat.org/fast/2040604
Demetrius. On style.,a;t,0,http://id.loc.gov/authorities/names/n96059487,On style (Demetrius),http://id.worldcat.org/fast/1367675
"Dialogi (Gregory I, Pope)",a,fast,(OCoLC)fst01362212,"Dialogi (Gregory I, Pope)",http://id.worldcat.org/fast/1362212
"Diocletian, Emperor of Rome, 245-313.",a;c;d,0,http://id.loc.gov/authorities/names/n81127262,"Diocletian, Emperor of Rome, 245-313",http://id.worldcat.org/fast/81734
"Diocletian, Emperor of Rome, 245-313.",a;c;d,fast,http://id.worldcat.org/fast/81734,"Diocletian, Emperor of Rome, 245-313",http://id.worldcat.org/fast/81734
"Dionysius, the Areopagite, Saint, active 1st century.",a;c;d,fast,http://id.worldcat.org/fast/1815965,"Dionysius, the Areopagite, Saint, active 1st century",http://id.worldcat.org/fast/1815965
"Dionysius, the Areopagite, Saint, active 1st century.",a;c;d,0,http://id.loc.gov/authorities/names/n85113327,"Dionysius, the Areopagite, Saint, active 1st century",http://id.worldcat.org/fast/1815965
"Dodoens, Rembert, 1517-1585.",a;d,0,,"Dodoens, Rembert, 1517-1585",http://id.worldcat.org/fast/136670
Dominicans.,a,fast,http://id.worldcat.org/fast/533548,Dominicans,http://id.worldcat.org/fast/533548
Dominicans.,a,0,http://id.loc.gov/authorities/names/n79063273,Dominicans,http://id.worldcat.org/fast/533548
Dominicans--England.,a--z,0,,Dominicans;England,http://id.worldcat.org/fast/533548;http://id.worldcat.org/fast/1219920
Dominicans--In art.,a--v,0,,Dominicans,http://id.worldcat.org/fast/533548
Dominicans--Liturgy.,a--x,0,,Dominicans;Liturgics,http://id.worldcat.org/fast/533548;http://id.worldcat.org/fast/1000579
Dominicans--Sermons--Early works to 1800.,a--x--v,0,,Dominicans;Sermons;Early works,http://id.worldcat.org/fast/533548;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636
"Domitian, Emperor of Rome, 51-96.",a;c;d,fast,http://id.worldcat.org/fast/39095,"Domitian, Emperor of Rome, 51-96",http://id.worldcat.org/fast/39095
"Domitian, Emperor of Rome, 51-96--Drama.",a;c;d--v,0,,"Domitian, Emperor of Rome, 51-96;Drama",http://id.worldcat.org/fast/39095;http://id.worldcat.org/fast/1423879
"Early church, ca. 30-600.",a,fast,,30-600,http://id.worldcat.org/fast/1355906
Early works 1800.,a,fast,,Early works,http://id.worldcat.org/fast/1411636
Early works to 1500.,a,fast,,Early works,http://id.worldcat.org/fast/1411636
Early works to 1600.,a,fast,,Early works,http://id.worldcat.org/fast/1411636
Early works to 1700.,a,fast,,Early works,http://id.worldcat.org/fast/1411636
Early works to 1800.,a,fast,,Early works,http://id.worldcat.org/fast/1411636
Early works to 1850.,a,fast,,Early works,http://id.worldcat.org/fast/1411636
Early works to 1900.,a,fast,,Early works,http://id.worldcat.org/fast/1411636
"Eder, Georg, 1524-1587.",a;d,0,http://id.loc.gov/authorities/names/n93111723,"Eder, Georg, 1524-1587",http://id.worldcat.org/fast/1517814
"Eder, Georg, 1524-1587.",a;d,fast,http://id.worldcat.org/fast/1517814,"Eder, Georg, 1524-1587",http://id.worldcat.org/fast/1517814
"Edward IV, King of England, 1442-1483.",a;b;c;d,fast,http://id.worldcat.org/fast/11900,"Edward IV, King of England, 1442-1483",http://id.worldcat.org/fast/11900
"Edward IV, King of England, 1442-1483--Family.",a;b;c;d--x,0,,"Edward IV, King of England, 1442-1483;Families",http://id.worldcat.org/fast/11900;http://id.worldcat.org/fast/1728849
Église catholique--Prières et dévotions.,a--v,6,,Catholic Church;Prayers and devotions,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423909
"Elizabeth, 1558-1603.",a,fast,,1558-1603,http://id.worldcat.org/fast/1355606
"Emmanuel Philibert, Duke of Savoy, 1528-1580.",a;c;d,fast,http://id.worldcat.org/fast/103212,"Emmanuel Philibert, Duke of Savoy, 1528-1580",http://id.worldcat.org/fast/103212
"Emmanuel Philibert, Duke of Savoy, 1528-1580.",a;c;d,0,http://id.loc.gov/authorities/names/n82163369,"Emmanuel Philibert, Duke of Savoy, 1528-1580",http://id.worldcat.org/fast/103212
"Erasmus, Desiderius, -1536.",a;d,fast,http://id.worldcat.org/fast/1817492,"Erasmus, Desiderius, -1536",http://id.worldcat.org/fast/1817492
"Erasmus, Desiderius, -1536.",a;d,0,http://id.loc.gov/authorities/names/n79055814,"Erasmus, Desiderius, -1536",http://id.worldcat.org/fast/1817492
Eremo di Lecceto.,a,fast,http://id.worldcat.org/fast/1976901,Eremo di Lecceto,http://id.worldcat.org/fast/1976901
Eremo di Lecceto.,a,0,http://id.loc.gov/authorities/names/nr92030287,Eremo di Lecceto,http://id.worldcat.org/fast/1976901
Euclid. Elements.,a;t,0,http://id.loc.gov/authorities/names/n82211109,Elements (Euclid),http://id.worldcat.org/fast/1356952
"Eugene IV, Pope, 1383-1447.",a;b;c;d,0,,"Eugene IV, Pope, 1383-1447",http://id.worldcat.org/fast/37943
"Eusebius, of Alexandria.",a;c,0,,"Eusebius, of Alexandria",http://id.worldcat.org/fast/1672068
"Eusebius, of Caesarea, Bishop of Caesarea, approximately 260-approximately 340.",a;c;d,fast,http://id.worldcat.org/fast/1817708,"Eusebius, of Caesarea, Bishop of Caesarea, approximately 260-approximately 340",http://id.worldcat.org/fast/1817708
"Eusebius, of Caesarea, Bishop of Caesarea, approximately 260-approximately 340.",a;c;d,0,http://id.loc.gov/authorities/names/n79150225,"Eusebius, of Caesarea, Bishop of Caesarea, approximately 260-approximately 340",http://id.worldcat.org/fast/1817708
Eve (Biblical figure)--Islamic interpretations--Early works to 1800.,a;c--x--v,0,,Eve (Biblical figure);Islamic interpretations of Adam;Early works,http://id.worldcat.org/fast/87718;http://id.worldcat.org/fast/1353429;http://id.worldcat.org/fast/1411636
"Fanārī, Muḥammad ibn Ḥamzah, 1350 or 1351-1430 or 1431. Fawāʼid al-Fanārīyah.",a;d;t,0,,"Fawāʼid al-Fanārīyah (Fanārī, Muḥammad ibn Ḥamzah)",http://id.worldcat.org/fast/2058009
"Farāʼiḍ al-Sirājīyah (Sajāwandī, Sirāj al-Dīn Muḥammad ibn Muḥammad)",a,fast,http://id.worldcat.org/fast/1781891,"Farāʼiḍ al-Sirājīyah (Sajāwandī, Sirāj al-Dīn Muḥammad ibn Muḥammad)",http://id.worldcat.org/fast/1781891
