row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_name,instance_of,structured_value
738,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Aristotle,author,,,Pseudo-Aristotle,human,Q1783131
739,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Augustine of Hippo,author,,,Pseudo-Augustine,human,Q1241114
740,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Aurelius Victor,author,,,Pseudo-Aurelius Victor,human,Q98588079
743,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Cicero,author,,,Pseudo-Cicero,human,Q67405713
744,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Phalaris,author,,,Pseudo-Phalaris,human,Q101173400
745,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo-Cicero.,author,,,Pseudo-Cicero,human,Q67405713
746,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo-Cyprian,author,,,Pseudo-Cyprian,human,Q66134384
748,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Ptolemy, active 2nd century.",author,بطليموس، active 2nd century.,,Ptolemy,human,Q34943
765,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Qasṭallānī, Aḥmad ibn Muḥammad, 1447 or 1448-1517 or 1518.",author,قسطلاني، احمد بن محمد، 1447 أو 1448-1517 أو 1518.,,Al-Qastallani,human,Q2829271
767,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Qārī al-Harawī, ʻAlī ibn Sulṭān Muḥammad, -1605 or 1606.",author,,http://id.loc.gov/authorities/names/n82091823,Ali al-Qari,human,Q2836379
768,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Quaritch, Bernard",former owner,,,Bernard Quaritch,human,Q119818
770,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Quodvultdeus, Bishop of Carthage, -454?",author,,https://viaf.org/viaf/250796368,Quodvultdeus,human,Q608506
773,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Quṭb al-Shīrāzī, Maḥmūd ibn Masʻūd, 1236 or 1237-1310 or 1311.",author,قطب الشيرازي، محمود بن مسعود، 1236 أو 1237-1310 أو 1311.,,Qutb al-Din al-Shirazi,human,Q729903
774,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 1295-1364 or 1365.",author,قطب التحتاني، محمد بن محمد، 1294 أو 1295-1364 أو 1365.,,Muḥammad ibn Muḥammad Quṭb al-Taḥtānī,human,Q12233267
776,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Rabanus Maurus,author,,,Rabanus Maurus,human,Q160441
777,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Rabanus Maurus, Archbishop of Mainz, 784?-856,",author.,,,Rabanus Maurus,human,Q160441
778,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Rajab ʻAlī Beg.,author,رجب علی بیگ.,,Rajab ʻAlī Beg Surūr,human,Q7512157
781,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Raqqī, Ibrāhīm ibn Aḥmad, 1249 or 1250-1303 or 1304.",author,,http://id.loc.gov/authorities/names/nr93038801,Ibrāhīm Ibn-Aḥmad ar- Raqqī,human,Q60844447
783,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Raymond of Pennafort,author,,,Raymond of Penyafort,human,Q318980
784,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Raymond, of Peñafort, Saint, 1175?-1275.",author,,,Raymond of Penyafort,human,Q318980
786,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Rāmānandasarasvatī.,author,,,Rāmānandasarasvatī,human,Q94635099
790,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Regiomontanus, Joannes, 1436-1476.",author,,,Regiomontanus,human,Q76365
794,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Richard Rolle,author,,,Richard Rolle,human,Q2345308
795,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Richard, of St. Victor, -1173",author,,http://id.loc.gov/authorities/names/n79076053.html,Richard of Saint Victor,human,Q1344799
796,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Richard, of St. Victor, -1173.",author,,,Richard of Saint Victor,human,Q1344799
800,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Roberto Caraccioli,author,,,Roberto Caracciolo,human,Q15430545
802,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Roffredus Beneventanus,author,,,Roffredo Epifanio,human,Q3940064
803,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Rosenbach, A. S. W. (Abraham Simon Wolf), 1876-1952",former owner,,,A. S. W. Rosenbach,human,Q3663160
807,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Sacro Bosco, Joannes de, active 1230.",author,,,Johannes de Sacrobosco,human,Q433841
808,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Saffārīnī, Muḥammad ibn Aḥmad, 1702 or 1703-1774.",author,,http://id.loc.gov/authorities/names/n85212066,"Saffārīnī, Muḥammad ibn Aḥmad",human,Q12240064
809,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Saint-Benoît-sur-Loire (Abbey),",former owner.,,,Fleury Abbey,organization,Q956741
810,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Saint-Bénigne of Dijon,former owner,,,Benignus of Dijon,human,Q652797
811,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Santa María de Benevívere (Monastery : Spain),former owner,,,Monastery of Benevívere,organization,Q6898311
813,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Sassoon, David Solomon, 1880-1942,",former owner.,,,David Solomon Sassoon,human,Q31762617
815,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Schoenberg, Lawrence J.,",former owner.,,,Lawrence J. Schoenberg,human,Q107542788
816,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Schöner, Johann, 1477-1547.",author,,,Johannes Schöner,human,Q62770
817,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Sedulius (Caelius Sedulius),author,,,Coelius Sedulius,human,Q538564
818,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z",Seneca,author,,,Seneca,human,Q2054
819,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.387Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.551Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.463Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.982Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.190Z","Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",author,,http://viaf.org/viaf/90637919,Seneca,human,Q2054
