row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_name,instance_of,structured_value
94,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Augustine,author,,,Augustine of Hippo,human,Q8018
95,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Augustine (Aurelius Augustinus),author,,,Augustine of Hippo,human,Q8018
97,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Augustine, Saint, Bishop of Hippo",author,,http://id.loc.gov/authorities/names/n80126290.html,Augustine of Hippo,human,Q8018
98,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Augustine, Saint, Bishop of Hippo",author,,http://viaf.org/viaf/66806872/,Augustine of Hippo,human,Q8018
99,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Augustine, of Hippo, Saint, 354-430",author,,http://id.loc.gov/authorities/names/n80126290.html,Augustine of Hippo,human,Q8018
100,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Augustine, of Hippo, Saint, 354-430",author,,http://viaf.org/viaf/66806872,Augustine of Hippo,human,Q8018
101,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Augustine, of Hippo, Saint, 354-430",author,,https://viaf.org/viaf/66806872,Augustine of Hippo,human,Q8018
102,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Augustine, of Hippo, Saint, 354-430,",author.,,,Augustine of Hippo,human,Q8018
107,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Autolycus, active 2nd century.",author,,,Autolycus of Pitane,human,Q451390
108,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Autolycus, active 2nd century.",author,"اوطولوقس, active 2nd century.",,Autolycus of Pitane,human,Q451390
110,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Baillie-Weaver, Harold, -1926",former owner,,,Harold Baillie Weaver,human,Q18821788
113,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bannānī, Muḥammad ibn al-Ḥasan, 1720 or 1721-1780.",author,بناني، محمد بن الحسن، 1720 أو 1721-1780.,,Al-Bannani,human,Q16145863
118,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Basil, Saint, Bishop of Caesarea, approximately 329-379",author,,http://id.loc.gov/authorities/names/n80004066.html,Basil of Caesarea,human,Q44258
119,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z",Battista Malatesta,author,,,Battista Malatesta,human,Q4869934
120,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z",Baudhāyana.,author,,,Baudhayana,human,Q3384944
121,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bayḍāwī, ʻAbd Allāh ibn ʻUmar, -1286.",author,بيضاوي، عبد الله بن عمر، -1286؟,,Baidawi,human,Q287573
122,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Beatty, A. Chester Sir, 1875-1968,",former owner.,,,Alfred Chester Beatty,human,Q1387981
123,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Beck, Helmut, 1919-2001,",former owner.,,,Helmut Beck,human,Q94821473
124,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.862Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.524Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z",Bede,author,,,Bede,human,Q154938
142,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.965Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z",Bernard of Clairvaux,author,,,Bernard of Clairvaux,human,Q188411
143,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z",Bernard of Clairvaux (Bernardus Claraevallensis),author,,,Bernard of Clairvaux,human,Q188411
144,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z",Bernard of Clairvaux?,author,,,Bernard of Clairvaux,human,Q188411
145,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bernard, of Clairvaux, Saint, 1090 or 1091-1153",author,,http://id.loc.gov/authorities/names/n79059107.html,Bernard of Clairvaux,human,Q188411
146,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bernard, of Clairvaux, Saint, 1090 or 1091-1153",author,,http://viaf.org/viaf/59875293,Bernard of Clairvaux,human,Q188411
147,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bernard, of Clairvaux, Saint, 1090 or 1091-1153,",author.,,,Bernard of Clairvaux,human,Q188411
148,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z",Bernardino Ochino,author,,,Bernardino Ochino,human,Q822924
150,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bhāskarācārya, 1114-",author,"باسکراکاریا, 1114-.",,Bhāskara II,human,Q213385
151,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bhāskarācārya, 1114-",author,باسكراكاريا، - 1114-,,Bhāskara II,human,Q213385
153,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.446Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bigod, Roger, Earl of Norfolk, d. 1221.",author,,,"Roger Bigod, 2nd Earl of Norfolk",human,Q3438704
157,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Boccaccio, Giovanni, 1313-1375.",author,,,Giovanni Boccaccio,human,Q1402
159,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z",Boethius (Anicius Manlius Severinus Boethius),author,,,Boethius,human,Q102851
160,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Boethius, -524",author,,http://id.loc.gov/authorities/names/n79029805.html,Boethius,human,Q102851
161,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Boethius, -524.",author,,,Boethius,human,Q1174068
162,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bohic, Henri, 1310-approximately 1390",author,,http://id.loc.gov/authorities/names/n2015042280.html,Henri Bohic,human,Q3130702
164,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bonaventure, Saint, Cardinal, approximately 1217-1274,",author.,,,Bonaventure,human,Q43746
165,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.372Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.526Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bonfils, Immanuel ben Jacob, 14th cent.",author,,,Immanuel Bonfils,human,Q354517
183,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.528Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.180Z","Bragge, William",former owner,,,William Bragge,human,Q15453218
184,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.528Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Bragge, William, 1823-1884",former owner,,,William Bragge,human,Q15453218
185,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.528Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Brecher, Adolf,",former owner.,,,Adolf Brecher,human,Q15217756
188,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.373Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.863Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.528Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.447Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.966Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.181Z","Burgess, Edward Sandford, 1855-1928,",former owner.,,,Edward Sandford Burgess,human,Q5820022
