title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Kitāb Ḥayāt al-ḥayawān wa-ṭabāʻihi wa-khawāṣṣihi wa-manāfiʻ mā fī aʻḍāʼihi mimmā ṣannafahu al-ḥukamāʼ,كتاب حيوة الحيوان وطباعه وخواصه ومنافع ما في اعضائه مما صنّفه الحكماء,Ḥayāt al-ḥayawān,,,,,
al-Khuṭab al-mubārakah,الخطب المباركة,Khuṭab,خطب,,,,
Risālat al-Shaykh al-faqīr al-zāhid al-burhān al-ʻālim al-ʻāmil Abī Ḥusayn Ḥasan [...] fī al-ḥikmah al-ʻuẓmá wa-al-ṣanʻah al-mubārakah,رسالة الشيخ الفقير الزاهد البرهان العالم العامل ابي حسين حسن ... في الحكمة العظمى والصنعة المباركة,,,,,,
Kitāb ʻUyūn al-ḥaqāʼiq wa-īḍāḥ al-ṭarāʼiq /,كتاب عيون الحقائق وايضاح الطرائق /,,,,,,
Kitāb al-Kawākib al-durrīyah fī al-uṣūl al-jafrīyah bi-al-tamām wa-al-kamāl,كتاب الكواكب الدرية في الاصول الجفرية بالتمام والكمال,,,,,,
Sharḥ Manẓūmat Kashf al-rān fī al-zāyirjah ... [etc.,شرح منظومة كشف الران في الزايرجة ... الخ,,,,,,
al-Shajarah al-muthmirah li-taysīr al-nuqṭah al-muʻtabarah,الشجرة المثمرة لتيسير النقطة المعتبرة,,,,,,
Bulūgh al-waṭar fī uṣūl ʻilm al-athar,بلوغ الوطر في اصول علم الاثر,,,,,,
Kitāb al-Malḥamah al-mukhbirah,كتاب الملحمة المخبرة,Malḥamat Dāniyāl,ملحمة دانيال,,,,
Sharḥ al-ʻAqāʼid al-ʻAḍudīyah,شرح العقائد العضدية,,,,,,
Min Kitāb Ḥilyat al-awliyāʼ wa-ṭabaqat al-aṣfiyāʼ al-juzʼ al-thāmin wa-fīhi dhikr Saʻīd ibn ʻĀmir ibn Ḥudhaym al-Jumaḥī,من كتاب حلية الاولياء وطبقة الاصفياء الجزء الثامن وفيه ذكر سعيد بن عامر بن حذيم الجمحي,Ḥilyat al-awliyāʼ,حلية الاولياء,,,,
Sharḥ al-Mawāqif,شرح المواقف,,,,,,
al-Ṣādiḥ wa-al-bāghim /,الصادح والباغم /,,,,,,
Kitāb Hidāyat al-akyās ilá ʻirfān asrār Lubb al-asās,كتاب هداية الاكياس الى عرفان اسرار لب الاساس,Hidāyat al-akyās ilá ʻirfān asrār Lubb al-asās,هداية الاكياس الى عرفان اسرار لب الاساس,,,,
Kitāb Lubb al-asās /,كتاب لب الاساس /,Lubb al-asās,لب الاساس,,,,
Sharḥ ʻAqāʼid al-Ṭaḥāwī /,شرح عقائد الطحاوي /,,,,,,
Kitāb Anwār al-malakūt fī sharḥ al-Yāqūt /,كتاب انوار الملكوت في شرح الياقوت /,Anwār al-malakūt fī sharḥ al-Yāqūt,انوار الملكوت في شرح الياقوت,,,,
Uṣūl ṭarīqat al-Khalwatīyah fī al-taṣawwuf /,اصول طريقة الخلوتية في التصوف /,,,,,,
Hādhā tārīkh Mukhtaṣar Kitāb Tanbīh al-ṭālib wa-irshād al-dāris fī al-madāris wa-al-jawāmiʻ wa-ghayrihimā /,هذا تاريخ مختصر كتاب تنبيه الطالب وارشاد الدارس في المدارس والجوامع وغيرهما /,,,,,,
al-Juzʼ al-thālith min Majmaʻ al-zawāʼid wa-manbaʻ al-fawāʼid /,الجزء الثالث من مجمع الزوائد ومنبع الفوائد /,Majmaʻ al-zawāʼid wa-manbaʻ al-fawāʼid,مجمع الزوائد ومنبع الفوائد,,,,
al-Juzʼ al-thānī-[al-sābiʻ] min Kitāb Maqbūl al-manqūl al-jāmiʻ li-aḥādīth al-Rasūl ṣallá Allāh ʻalayhi wa-sallama takhrīj al-aʼimmah al-bararah fī kutubihim al-ʻashrah,الجزء الثاني-السابع من كتاب مقبول المنقول الجامع لاحاديث الرسول صلى الله عليه وسلم تخريج الائمة البرره في كتبهم العشرة,Maqbūl al-manqūl al-jāmiʻ li-aḥādīth al-Rasūl,مقبول المنقول الجامع لاحاديث الرسول,,,,
Ḥāshiyat Kastalī ʻalá Sharḥ al-ʻaqāʼid li-Saʻd al-Dīn,حاشية كستلي على شرح العقايد لسعد الدين,,,,,,
Kitāb Ḥikmat al-ishrāq maʻa al-Sharḥ lil-ʻAllāmah Mawlá Quṭb al-Dīn al-Shīrāzī,كتاب حكمة الاشراق مع الشرح للعلامة مولى قطب الدين الشيرازي,Sharḥ Ḥikmat al-ishrāq,شرح حكمة الاشراق,,,,
Rawḍat al-daqāʼiq fī sharḥ al-Ḥadāʼiq,روضة الدقائق في شرح الحدائق,,,,,,
Waṣīyat al-Shaykh ʻImād al-Dīn al-Wāsiṭī wa-Lumʻat al-iʻtiqād lil-Shaykh al-Imām Muwaffaq al-Dīn ʻAbd Allāh ibn Aḥmad ibn Muḥammad ibn Qudāmah al-Maqdisī wa-Waṣīyat al-Shaykh Jamāl al-Dīn Abū al-Faraj ʻAbd al-Raḥmān Ibn al-Jawzī li-waladih,وصية الشيخ عماد الدين الواسطي ولمعة الاعتقاد للشيخ الامام موفق الدين عبد الله بن احمد بن محمد بن قدامة المقدسي ووصية الشيخ جمال الدين ابو الفرج عبد الرحمن ابن الجوزي لولده,,,,,,
Kitāb Ighāthat al-lahfān fī maṣāyid al-Shayṭān /,كتاب اغاثة اللهفان في مصايد الشيطان /,Ighāthat al-lahfān fī maṣāyid al-Shayṭān,اغاثة اللهفان في مصايد الشيطان,,,,
Ṣalawāt al-mawāhib ... [etc,صلوات المواهب ... الخ,,,,,,
Sharāʼiʻ allatī yaḥtāju ilayhā al-faqīr fīmā lā budda la-hu min al-ʻilm al-ẓāhir. Tawḍīḥ al-Nabī al-mukhtār fī ḥikm al-dhikr bi-al-raqṣ wa-al-ajhār,شرائع التي يحتاج اليها الفقير فيما لا بد له من العلم الظاهر. توضيح النبي المختار في حكم الذكر بالرقص والاجهار,Works,اعمال,,,,
Incomplete copy of Tafsīr al-Jalālayn,,Tafsīr al-Jalālayn,تفسير الجلالين,,,,
al-Juzʼ al-thāmin min tajziyat thalāthīn juzʼ min al-rubʻah al-sharīfah,الجزء الثامن من تجزية ثلاثين جزئا من الربعة الشريفة,Qurʼan,قرآن,Qurʼan,Q3697,,
Muslim devotional miscellany,,,,,,,
Hādhā al-Dīwān. Wa-yalīhi al-Mulakhkhaṣ al-mufīd,هذا الديوان. ويليه الملخص المفيد,,,Diwan;Poetry,Q11912;Q1330,,
"Minasyan's manuscripts collection, AM 13658",,,,,,,
Muhayyij al-ashwāq,مهيج الاشواق,,,,,,
Kitāb al-Munʻishāt al-ʻAwwādīyah fī al-kalām ʻalá al-basmalah wa-al-ḥamdalah wa-al-ṣalāh wa-al-salām ʻalá Khayr al-Barīyah /,كتاب المنعشات العوادية في الكلام على البسملة والحمدلة والصلاه والسلام على خير البرية /,Munʻishāt al-ʻAwwādīyah fī al-kalām ʻalá al-basmalah wa-al-ḥamdalah wa-al-ṣalāh wa-al-salām ʻalá Khayr al-Barīyah,منعشات العوادية في الکلام على البسملة والحمدلة والصلاة والسلام على خير البرية,,,,
Muzīl al-ʻaná fī sharḥ Asmāʼ Allāh al-ḥusná,مزيل العنى في شرح اسماء الله الحسنى,Muzīl al-ʻanāʼ fī sharḥ Asmāʼ Allāh al-ḥusná,مزيل العناء في شرح اسماء الله الحسنى,,,,
Ḥāshiyah ʻalá Sharḥ al-Sunbāṭī ʻalá Shaykh al-Islām ʻalá al-Basmalah,حاشية على شرح السنباطي على شيخ الاسلام على البسملة,Ḥāshiyah ʻalá Sharḥ al-Basmalah wa-al-ḥamdalah,حاشية على شرح البسملة والحمدلة,,,,
Iʻrāb al-basmalah /,اعراب البسملة /,Sharḥ Risālat al-basmalah wa-al-ḥamdalah,شرح رسالة البسملة والحمدلة,,,,
Hādhihi Risālah laṭīfah tataʻallaqu bi-al-basmalah wa-al-ḥamdalah wa-al-shukr wa-al-madḥ /,هذه رسالة لطيفة تتعلق بالبسملة والحمدلة والشكر والمدح /,Risālah tataʻallaqu bi-al-basmalah wa-al-ḥamdalah wa-al-shukr wa-al-madḥ,رسالة تتعلق بالبسملة والحمدلة والشکر والمدح,,,,
al-Juzʼ al-thālith min Kitāb Iḥyāʼ ʻulūm al-dīn /,الجزء الثالث من كتاب احياء علوم الدين /,Iḥyāʼ ʻulūm al-dīn,احياء علوم الدين,,,,
al-Juzʼ al-rābiʻ min Iḥyā ʻulūm al-dīn /,الجزء الرابع من احيا علوم الدين /,Iḥyāʼ ʻulūm al-dīn,احياء علوم الدين,,,,
Kitāb al-Tawbah wa-huwa al-Kitāb al-awwal min rubʻ al-Munjiyāt,كتاب التوبة وهو الكتاب الاول من ربع المنجيات,Iḥyāʼ ʻulūm al-dīn,احياء علوم الدين,,,,
Iḥyāʼ ʻulūm al-dīn,احياء علوم الدين,Iḥyāʼ ʻulūm al-dīn,احياء علوم الدين,,,,
"Arabic text on moral, religious, and ceremonial matters",,,,,,,
Kitāb mukhtaṣar min al-Ghunyah /,كتاب مختصر من الغنية /,Ghunyah li-ṭālibī ṭarīq al-ḥaqq,غنية لطالي طريق الحق,,,,
Kitāb al-Budūr al-sāfirah fī umūr al-ākhirah /,كتاب البدور السافرة في امور الاخرة /,Budūr al-sāfirah fī umūr al-ākhirah,بدور السافرة في امور الاخرة,,,,
Hādhā Kitāb Sharḥ al-ṣudūr bi-sharḥ aḥwāl al-mawtá fī al-qubūr /,هذا كتاب شرح الصدور بشرح احوال الموتى في القبور /,Sharḥ al-ṣudūr bi-sharḥ aḥwāl al-mawtá fī al-qubūr,شرح الصدور بشرح احوال الموتى في القبور,,,,
Hādhā Kitāb al-Tathbīt li-ahl al-qubūr,هاذا كتاب التثبيت لاهل القبور,Fatḥ al-ghafūr bi-sharḥ Manẓūmat al-qubūr,فتح الغفور بشرح منظومة القبور,,,,
Hādhā Kitāb al-Qawl al-tāmm fī bayān aṭwār sayyidinā Ādam ʻalayhi al-salām /,هذا كتاب القول التام في بيان اطوار سيدنا آدم عليه السلام /,Qawl al-tāmm fī bayān aṭwār sayyidina Ādam ʻalayhi al-salām,قول التام في بيان اطوار سيدنا آدم عليه السلام,,,,
Hādhā Kitāb al-Durrah al-fākhirah fī aḥwāl al-dunyā wa-al-ākhirah,هذا كتاب الدرة الفاخرة في احوال الدنيا والاخرة,Durrah al-fākhirah fī aḥwāl al-dunyā wa-al-ākhirah,درة الفاخرة في احوال الدنيا والاخرة,,,,
Work on Islamic theology,,,,,,,
Risālat al-Qurab fī maḥabbat al-ʻArab /,رسالة القرب في محبة العرب /,Qurab fī maḥabbat al-ʻArab,قرب في محبة العرب,,,,
al-ʻIqāb al-hāwī ʻalá al-thaʻlab al-ʻāwī wa-al-nushshāb al-kāwī lil-aʻshá al-ghāwī wa-al-shihāb al-shāwī lil-aḥwal al-Shāwī /,العقاب الهاوي على الثعلب العاوي والنشاب الكاوي للاعشى الغاوي والشهاب الشاوي للاحول الشاوي /,,,,,,
Kitāb al-Suyūf al-ṣiqāl fī raqabat man yunkiru karāmāt al-awliyāʼ baʻda al-intiqāl /,كتاب السيوف الصقال في رقبة من ينكر كرامات الاوليا بعد الانتقال /,Suyūf al-ṣiqāl fī raqabat man yunkiru karāmāt al-awliyāʼ baʻda al-intiqāl,سيوف الصقال في رقبة من ينکر کرامات الاولياء بعد الانتقال,,,,
Hādhihi Risālat Fayḍ al-ilāh al-mutaʻāl bi-ithbāt karāmāt al-awliyāʼ fī al-ḥayāh wa-baʻda al-intiqāl /,هذه رسالة فيض الالاه المتعال باثبات كرامات الاوليا في الحياة وبعد الانتقال /,Fayḍ al-ilāh al-mutaʻāl bi-ithbāt karāmāt al-awliyāʼ fī al-ḥayāh wa-baʻda al-intiqāl,فيض الالاه المتعال باثبات كرامات الاوليا في الحياة وبعد الانتقال,,,,
Bayān muʻjizāt jamīʻ al-anbiyāʼ,بيان معجزات جميع الانبياء,,,,,,
Hādhā Kitāb al-Asbāb,هذا كتاب الاسباب,Asbāb,اسباب,,,,
Risālat mujaddid al-dīn fī raʼs kull miʼat sanah,رسالة مجدد الدين في رأس كل مائة سنة,,,,,,
al-Naṣīḥah al-īmānīyah fī faḍīḥat al-millah al-Naṣrānīyah /,النصيحة الايمانية فى فضيحة الملة النصرانية /,,,,,,
Khilāfīyā[t] ḥukamāʼ /,خلافيات حكماء /,Masālik fī al-khilāfīyāt bayna al-mutakallimīn wa-al-ḥukamāʼ,مسالك في الخلافيات بين المتكلمين والحكماء,,,,
Risālah wa-tusammá al-sabīʻīyah bi-ibṭāl al-diyānah al-Yahūdīyah,رسالة وتسمى السبيعية بابطال الديانة اليهودية,Sabīʻīyah bi-ibṭāl al-diyānah al-Yahūdīyah,سبيعية بابطال الديانة اليهودية,,,,
Ḥawāshī ʻalá Ḥāshiyat al-Khayālī,حواشي على حاشية الخيالي,,,,,,
ʻAqīdah nāfiʻah ʻaẓīmah jāmiʻah /,عقيدة نافعة عظيمة جامعة /,,,,,,
Kitāb Sharḥ daʻāyim al-Islām /,كتاب شرح دعايم الاسلام /,Qūt al-qulūb,قوت القلوب,,,,
al-Amr al-muḥkam al-marbūṭ fīmā yalzamu ahl ṭarīq Allāh min al-shurūṭ ... [etc,الامر المحكم المربوط فيما يلزم اهل طريق الله من الشروط ... الخ,Works,اعمال,,,,
Hādhā Kitāb Qurrat al-ʻayn wa-al-bāqiyāt al-ṣāliḥāt,هذا كتاب قرة العين والباقيات الصالحات,Qurrat al-ʻayn aw al-bāqiyāt al-ṣāliḥāt wa-kifāyat al-muʼminīn wa-al-muʼmināt,قرة العين أو الباقيات الصالحات وکفاية المؤمنين والمؤمنات,,,,
Mufīd al-ʻibād li-ṭuruq al-rashād,مفيد العباد لطرق الرشاد,,,,,,
Qurrat ʻayn al-shuhūd wa-al-aḥkām fī ḥadīth khayr al-anām,قرة عين الشهود والاحکام في حديث خير الانام,,,,,,
Rasāʼil al-aḥibbah bi-dalāʼil al-ʻishq wa-al-maḥabbah,رسآئل الاحبه بدلآئل العشق والمحبة,,,,,,
Kitāb fī iʻtiqād al-Khawārij min al-muslimīn,کتاب في اعتقاد الخوارج من المسلمين,,,,,,
Minhāj al-qāṣidīn ... [etc,منهاج القاصدين ... الخ,,,,,,
Sharḥ al-Risālah fī ādāb al-baḥth] ... [etc,شرح الرسالة في آداب البحث ... الخ,,,,,,
Jumlah min muhimmāt al-aḥkām lā yastaghnī ʻan maʻrifatihā al-khāṣṣ wa-al-ʻāmm ... [etc,جملة من مهمات الاحكام لا يستغني عن معرفتها الخاص والعام ... الخ,,,,,,
Risālah fī al-mashrūʻ wa-ghayr al-mashrūʻ] ... [etc,رسالة في المشروع وغير المشروع ... الخ,Works,اعمال,,,,
Shawr al-ṭawīyah fī madhhab al-Ṣūfīyah ... [etc,شور الطوية في مذهب الصوفية ... الخ,,,,,,
Īqāẓ al-nāʼimīn ... [etc,ايقاظ النائمين ... الخ,Works,اعمال,,,,
Sharḥ ʻAqāyid al-Nasafīyah ... [etc,شرح عقايد النسفيه ... الخ,,,,,,
Kitāb Nuṭq al-mafhūm min ahl al-ṣamt al-maʻlūm /,كتاب نطق المفهوم من اهل الصمت المعلوم /,Nuṭq al-mafhūm min ahl al-ṣamt al-maʻlūm,نطق المفهوم من اهل الصمت المعلوم,,,,
al-Kawākib al-nayyirah fī aqsām al-mutaḥayyirah /,الكواكب النيرة في اقسام المتحيرة /,,,,,,
Hādhihi Risālah fī faḍl al-Muḥarram wa-ʻĀshūrāʼ /,هذه رسالة في فضل المحرم وعاشورا /,Risālah fī faḍl al-Muḥarram wa-ʻĀshūrāʼ,رسالة في فضل المحرم و عاشوراء,,,,
Nuzʹhat al-nāẓir,نزهة الناظر,,,,,,
Tashnīf al-asmāʻ bi-fawāʼid al-tasmiyah ʻinda al-jimāʻ,تشنيف الاسماع بفوائد التسمية عند الجماع,,,,,,
al-Sirr al-ẓāhir fīman aḥraza bi-Fās al-sharaf al-bāhir min aʻqāb al-Shaykh ʻAbd al-Qādir,السر الظاهر فيمن احرز بفاس الشرف الباهر من اعقاب الشيخ عبد القادر,,,,,,
al-Kitāb al-awwal min kutub mukhtaṣar al-ʻilm al-lāhūtī,الكتاب الاول من كتب مختصر العلم اللاهوتي,Compendiosae institutiones theologicae,,,,,
Collection of rare texts on geomancy,,,,,,,
Hādhā Miʻrāj sayyid al-kāʼināt fī ṣuʻūdihi ilá rabb al-samawāt,هاذا معراج سيد الكائنات في صعوده الى رب السموات,Miʻrāj,معراج,,,,
Collection of texts on Islamic ethics,,,,,,,
Hādhā al-kitāb Sharḥ ʻAqāʼid mawlawī Mullā Saʻd al-Dīn maʻahu ḥāshiyat Khayālī,هذا الكتاب شرح عقائد مولوي ملا سعد الدين معه حاشية خيالي,,,,,,
Sharḥ Dīwān al-Mutanabbī /,شرح ديوان المتنبي /,,,,,,
Hādhā Kitāb al-Aḍwāʼ al-bahijah fī ibrāz daqāʼiq al-Munfarijah /,هذا كتاب الاضواء البهجة في ابراز دقائق المنفرجة /,Aḍwā' al-bahijah fī ibrāz daqāʼiq al-Munfarijah,اضواء البهجة في ابراز دقائق المنفرجة,,,,
Dīwān al-Qāḍī Nāṣiḥ al-Dīn Abī Bakr Aḥmad ibn Muḥammad ibn al-Ḥusayn al-Arrajānī,ديوان القاضي ناصح الدين ابي بكر احمد بن محمد بن الحسين الارجاني,Poems,,Diwan;Poetry,Q11912;Q1330,,
Dīwān al-Fāriḍī wa-Sharḥuh,ديوان الفارضى وشرحه,Sharḥ Dīwān Ibn al-Fāriḍ,شرح ديوان إبن الفارض,Diwan;Poetry,Q11912;Q1330,,
Kitāb al-ʻArf al-nadī fī sharḥ qaṣīdat Ibn al-Wardī /,كتاب العرف الندي في شرح قصيدة ابن الوردي /,ʻArf al-nadī fī sharḥ qaṣīdat Ibn al-Wardī,عرف الندي في شرح قصيدة ابن الوردي,,,,
Hādhā Dīwān Ṣafī al-Dīn ibn Sarāyā al-Ḥillī,هذا ديوان صفى الدين بن سرايا الحلى,Dīwān,ديوان,Diwan;Poetry,Q11912;Q1330,,
Dīwān,ديوان,,,Diwan;Poetry,Q11912;Q1330,,
Hādhā Dīwān al-ʻĀrif billāh taʻālá Sayyidī Ibrāhīm ibn Zuqqāʻah,هذا ديوان العارف بالله تعالى سيدي ابراهيم بن زقاعه,Dīwān,ديوان,Diwan;Poetry,Q11912;Q1330,,
Hādhā Kitāb Muqaddimat Kalīlah wa-Dimnah,هذا كتاب مقدمة كليلة ودمنة,Kalīlah wa-Dimnah,كليلة ودمنة,,,,
Kitāb ʻUyūn al-majālis wa-surūr al-dāris /,كتاب عيون المجالس وسرور الدارس /,ʻUyūn al-majālis wa-surūr al-dāris,عيون المجالس وسرور الدارس,,,,
Sharḥ Risālat al-Wazīr Abī al-Walīd Ibn Zaydūn,شرح رسالة الوزير ابي الوليد ابن زيدون,Sarḥ al-ʻUyūn fī sharḥ Risālat Ibn Zaydūn,سرح العيون في شرح رسالة ابن زيدون,,,,
al-Taḥrīrāt al-Naṣrīyah ʻalá sharḥ al-Risālah al-Zaydūnīyah /,التحريرات النصرية على شرح الرسالة الزيدونية /,,,,,,
al-Mustaṭraf fī kull fann mustaẓraf,المستطرف في کل فن مستظرف,Mustaṭraf fī kull fann mustaẓraf,مستطرف في كل فن مستظرف,,,,
Majmūʻah min al-tafsīr,مجموعة من التفسير,,,,,,
Hādhihi Risālah fī maʻrifat asmāʼ al-bilād wa-ʻurūḍīhā wa-aṭwālihā wa-inḥirāfihā /,هذه رسالة في معرفة اسماء البلاد وعروضيها واطوالها وانحرافها /,Risālah fī maʻrifat asmāʼ al-bilād wa-ʻurūḍi-hā wa-aṭwālihā wa-inḥirāfihā,رسالة في معرفة اسماء البلاد وعروضها واطوالها وانحرافها,,,,
Kitāb ʻAyn al-ḥayāh / taʼlīf ʻanan al-zamān Muḥammad Ibn Abī Bakr al-Makhzūmī [al-Da]māmīnī al-Mālikī,كتاب عين الحياة / تاليف عنن الزمان محمد ابن ابي بكر المخزومي الدماميني المالكي,ʻAyn al-ḥayāh,عين الحياة,,,,
Kitāb al-Tafsīr,كتاب التفسير,,,,,,
Sharḥ Gulistān /,شرح گلستان /,,,,,,
ʻIlm al-awfāq,علم الاوفاق,,,,,,
Building dedication from Najran,,Sabaean inscription,,,,,
Ṣalāt Yūnus Kīn al-Amīrkānī; ṣunnifat fī iskalat Ṣūr sanah 1865 Masīḥīyah fī awwal Kānūn al-Thānī,صلوة يونس كين الاميركاني,,,,,,
Kitāb al-Muʻīd al-sharīf yuqrī fī aʻyād al-sayyidīyah ... wa-aʻyād al-qadīsīn,كتاب المعيد الشريف يقري في اعياد السيدية ... واعياد القديسين,Muʻīd al-sharīf,معيد الشريف,,,,
Kitāb al-Īḍāḥ wa-al-tibyān fī maʻrifat al-mikyāl wa-al-mīzān /,كتاب الايضاح والتبيان في معرفة المكيال والميزان /,Īḍāḥ wa-al-tibyān fī maʻrifat al-mikyāl wa-al-mīzān,ايضاح والتبيان في معرفة المكيال والميزان,,,,
Hādhā kitāb Mawlid al-Nabī ṣallá Allāh ʻalayhi wa-sallam al-musammá bi-Mawlid al-Jawzī,هاذا كتاب مولد النبي صلى الله عليه وسلم المسمى بمولد الجوزي,Mawlid al-Nabī,مولد النبي,,,,
Bi-manzilat ṭifl; Anta ayyuhā al-mutaḥannin,بمنزلة طفل,,,,,,
Hādhā Ifkhūlūjiyūn min al-ṣalāh wa-al-ṭalabāt,هاذا افخولوجيون من الصلاة والطلبات,Euchologion,,,,,
Qurʾān. Sūrah 2:1-168,القرآن. سورة 2:1-168,Qurʼan,,Qurʼan,Q3697,,
Sayr al-sālikīn ilá ʻibādat rabb al-ʻālamīn,سير السالكين الى عبادة رب العالمين,Asrār al-ṣalāh wa-muhimmātuhā,اسرار الصلاة ومهماتها,,,,
al-Qurʾān. Sūrah 3:92 - Sūrah 57,القرآن. سورة 3:92 - سورة 57,Qurʼan,,Qurʼan,Q3697,,
Hādhā Takmilat al-ʻashr li-mā zādahu al-nashr /,هاذا تكملة العشر لما زاده النشر /,Takmilat al-ʻashr li-mā zādahu al-nashr,تكملة العشر لما زاده النشر,,,,
Akhayn al-qudsayn al-jalīlayn al-Shaykh Barlām wa-Ibn Malik al-Hind Yūṣāf,اخين القدسين الجليلين الشيخ برلام وابن ملك الهند يوصاف,Barlaam and Joasaph,,,,,
Kitāb Ayūsiyūs al-wāṣif al-akhbār wa-al-taʾrīkh,كتاب ايوسيوس الواصف الاخبار والتأريخ,Antiquitates Judaicae,,,,,
Maqāmāt,مقامات,Maqāmāt al-Ḥarīrī fī al-lughah al-ʻArabīyah wa-al-funūn al-adabīyah,مقامات الحريري في اللغة العربية والفنون الادبية,Maqamat,Q11765,,
Incomplete New Testament in Arabic,,Bible,,New Testament,Q655,,
Sulwān al-muṭāʻ /,سلوان المطاع/,Sulwān al-muṭāʻ fī ʻudwān al-atbāʻ,سلوان المطاع في عدوان الاتباع,,,,
Hādhā matn al-Maʻfūwāt fī ʻilm al-najāsāt /,هذا متن المعفوات في علم النجاسات /,Maʻfūwāt fī ʻilm al-najāsāt,معفوات في علم النجاسات,,,,
al-Safīnah al-jawharīyah fī al-abḥur al-lāhūtīyah,السفينة الجوهرية في الابحر اللاهوتية,,,,,,
Afāshīn al-ghurūb al-sabʻah,افاشين الغروب السبعة,,,,,,
Risālah al-dāmighah lil-fāsiq ... [etc.,,,,,,,
Bi-thalāth matānīyāt idhā kāna allīlūyīyā,بثلاث متانيات اذا كان اليلوييا,,,,,,
Arbaʻah wa-khamsūn farīḍah,اربعة وخمسون فريضة,Farāʼiḍ,فرائض,,,,
Manāqib Ibn Sīnā,مناقب ابن سينا,,,,,,
Itḥāf al-munṣif al-saʻīd bi-sharḥ qaṣīdat Muḥammad ibn Saʻīd ibn Saʻīd /,اتحاف المنصف السعيد بشرح قصيدة محمد بن سعيد بن سعيد /,,,,,,
Kalimāt makhzūnah ... [etc,كلمات مخزونة ... الخ,Works,اعمال,,,,
al-Wasīlah al-Aḥmadīyah ʻalá al-Ṭarīqah al-Muḥammadīyah,الوسيلة الاحمدية عل الطريقة المحمدية,Sharḥ al-Ṭarīqah al-Muḥammadīyah,شرح الطريقة المحمدية,,,,
al-Juzʼ al-awwal min Ṣubḥ al-aʻshá fī kitābat al-inshāʼ /,الجزء الاول من صبح الاعشى في كتابة الانشاء /,Ṣubḥ al-aʻshá. Juzʼ 1,صبح الاعشى. جزء 1,,,,
Kitāb al-Thamarāt al-shahīyah min al-fawākih al-ḥamawīyah /,كتاب الثمرات الشهية من الفواكه الحموية /,,,,,,
Wardat al-malīḥ fī sharḥ Burdat al-madīḥ,وردة المليح في شرح بردة المديح,,,,,,
Ḥāshiyat Sharḥ al-Tajrīd /,حاشية شرح التجريد /,Ḥāshiyah ʻalá Sharḥ al-Iṣfahānī,حاشية على شرح الاصفهاني,,,,
Matn al-Mawāqif fī ʻilm al-kalām /,متن المواقف في علم الكلام /,Mawāqif fī ʻilm al-kalām,مواقف في علم الكلام,,,,
Makārim al-akhlāq,مكارم الاخلاق,,,,,,
Kitāb fīhi Dīwān Abī al-Fatḥ ʻAlī ibn Muḥammad ibn al-Ḥusayn ibn ʻAbd al-ʻAzīz al-Bustī al-Kātib raḥimahu Allāh,كتاب فيه ديوان ابي الفتح علي بن محمد بن الحسين بن عبد العزيز البستي الكاتب رحمه الله,Poems,,Diwan;Poetry,Q11912;Q1330,,
Kharīdat al-ʻajāʼib wa-farīdat al-gharāʼib /,خريدة العجائب وفريدة الغرائب /,,,,,,
Idrāk al-sūl fī musābaqat al-khuyūl bi-rasm al-Khizānah al-sharīfah al-sulṭānīyah al-malikīyah al-Nāṣirīyah al-Nāṣirīyah(!) ʻamarahā Allāh taʻālá bi-dawām ayyāmihi /,ادراك السول في مسابقة الخيول برسم الخزانة الشريفة السلطانية الملية الناصرية الناصرية(!) عمرها الله تعالى بدوام ايامه /,,,,,,
al-Qurʾān. Sūrah 18:75 - Sūrah 114,القرآن. سورة 18:75 - سورة 114,Qurʼan,,Qurʼan,Q3697,,
ʻIlm al-mursal li-Rashīd ibn al-Khwājah Jubrāʾīl Aṣlān bi-ism shirkat kātibayh,علم المرسل لرشيد بن الخواجة جبرائيل اصلان باسم شركة كاتبيه,,,,,,
Ḥijāb ʻaẓīm,حجاب عظيم,,,,,,
al-Qurʾān. Sūrah 2:235-266,القرآن. سورة 2:235-266,Qurʼan,,Qurʼan,Q3697,,
"al-Qurʾān. Sūrah 6:39-130, 141-165; 7:1-95",القرآن. سورة 6:39-130، 141-165 ؛ 7:1-95,Qurʼan,,Qurʼan,Q3697,,
Kitāb al-Ishāʻat fī ashrāṭ al-sāʻah ... [etc,كتاب الاشاعة في اشراط الساعة ... الخ,,,,,,
Kitāb al-Qurab fī maḥabbat al-ʻArab ... [etc,كتاب القرب في محبة العرب ... الخ,,,,,,
Risālah fī kayfīyat al-waḥy /,رسالة في كيفية الوحى /,,,,,,
Kitāb al-Mustaghīthīn billāh taʻālá ʻinda al-muhimmāt wa-al-ḥājāt wa-al-mutaḍarriʻīn ilayhi subḥānahu bi-al-daʻawāt wa-al-raghabāt /,كتاب المستغيثين بالله تعالى عند المهمات والحاجات والمتضرعين اليه سبحانه بالدعوات والرغبات /,,,,,,
al-Washy wa-al-ṭirāz fī fatḥ al-Ḥijāz,الوشى والطراز فى فتح الحجاز,,,,,,
Bushrah nuṣrat al-jihādīyah bi-al-Mūrah,بشره نصرة الجهادية بالمورة,,,,,,
